gene_id,num_sets,min_ER,max_ER,mean_ER,median_ER,min_grp_size,max_grp_size,mean_grp_size,median_grp_size
FBgn0038535,6,6,7,6.333333333333333,6.0,1,3,1.3333333333333333,1.0
FBgn0038539,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0038541,3,5,6,5.666666666666667,6.0,1,2,1.3333333333333333,1.0
FBgn0038542,2,6,6,6.0,6.0,1,2,1.5,1.5
FBgn0038545,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0038547,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0038558,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0038569,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038576,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038590,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0038603,5,5,9,7.0,8.0,1,5,1.8,1.0
FBgn0038608,1,7,7,7.0,7.0,3,3,3.0,3.0
FBgn0038610,3,3,4,3.3333333333333335,3.0,1,2,1.6666666666666667,2.0
FBgn0038619,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038630,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0038638,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038639,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038641,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0038642,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0038651,1,15,15,15.0,15.0,2,2,2.0,2.0
FBgn0038652,5,10,11,10.4,10.0,1,2,1.2,1.0
FBgn0038653,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0038654,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038659,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0038662,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0038665,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038666,2,5,6,5.5,5.5,1,2,1.5,1.5
FBgn0038672,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038683,2,4,4,4.0,4.0,1,2,1.5,1.5
FBgn0038693,4,11,27,22.5,26.0,1,2,1.25,1.0
FBgn0038695,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0038700,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0038704,1,4,4,4.0,4.0,4,4,4.0,4.0
FBgn0038716,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0038738,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0038739,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038740,2,9,9,9.0,9.0,2,3,2.5,2.5
FBgn0038744,1,9,9,9.0,9.0,4,4,4.0,4.0
FBgn0038745,2,5,6,5.5,5.5,1,2,1.5,1.5
FBgn0038747,3,3,5,4.0,4.0,1,3,1.6666666666666667,1.0
FBgn0038755,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0038756,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038763,1,4,4,4.0,4.0,3,3,3.0,3.0
FBgn0038783,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038787,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038788,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0038803,3,3,4,3.3333333333333335,3.0,1,3,2.0,2.0
FBgn0038805,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038811,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0038814,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0038818,2,4,5,4.5,4.5,1,2,1.5,1.5
FBgn0038828,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0038834,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0038839,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0038840,1,11,11,11.0,11.0,3,3,3.0,3.0
FBgn0038842,2,6,8,7.0,7.0,1,2,1.5,1.5
FBgn0038846,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0038849,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038850,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038860,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0038871,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038872,1,7,7,7.0,7.0,3,3,3.0,3.0
FBgn0038874,2,5,5,5.0,5.0,1,2,1.5,1.5
FBgn0038876,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038880,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0038881,1,15,15,15.0,15.0,4,4,4.0,4.0
FBgn0038887,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0038889,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0038890,2,11,12,11.5,11.5,2,3,2.5,2.5
FBgn0038897,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0038909,2,3,4,3.5,3.5,2,2,2.0,2.0
FBgn0038922,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0038925,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038930,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0038938,1,10,10,10.0,10.0,4,4,4.0,4.0
FBgn0038947,2,5,6,5.5,5.5,1,3,2.0,2.0
FBgn0038948,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0038957,2,4,4,4.0,4.0,1,2,1.5,1.5
FBgn0038965,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0038966,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038967,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0038975,3,13,14,13.333333333333334,13.0,1,6,3.0,2.0
FBgn0038976,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0038980,3,7,8,7.666666666666667,8.0,1,2,1.3333333333333333,1.0
FBgn0038984,4,6,7,6.75,7.0,1,2,1.25,1.0
FBgn0039003,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039007,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039008,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039026,3,7,7,7.0,7.0,1,3,2.0,2.0
FBgn0039027,1,2,2,2.0,2.0,3,3,3.0,3.0
FBgn0039029,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039031,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039044,3,5,9,7.333333333333333,8.0,1,2,1.3333333333333333,1.0
FBgn0039050,2,4,9,6.5,6.5,1,2,1.5,1.5
FBgn0039051,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039054,1,11,11,11.0,11.0,3,3,3.0,3.0
FBgn0039065,1,7,7,7.0,7.0,6,6,6.0,6.0
FBgn0039066,1,8,8,8.0,8.0,2,2,2.0,2.0
FBgn0039069,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039073,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039075,2,12,12,12.0,12.0,1,2,1.5,1.5
FBgn0039081,3,4,6,5.0,5.0,1,2,1.3333333333333333,1.0
FBgn0039084,3,7,7,7.0,7.0,1,3,1.6666666666666667,1.0
FBgn0039086,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039088,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039089,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039109,3,4,5,4.666666666666667,5.0,1,2,1.3333333333333333,1.0
FBgn0039110,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039113,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039114,2,6,8,7.0,7.0,1,3,2.0,2.0
FBgn0039116,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039117,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039120,2,4,9,6.5,6.5,1,2,1.5,1.5
FBgn0039126,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039129,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039131,1,6,6,6.0,6.0,3,3,3.0,3.0
FBgn0039132,3,5,5,5.0,5.0,1,2,1.3333333333333333,1.0
FBgn0039136,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0039137,4,4,8,6.0,6.0,1,2,1.25,1.0
FBgn0039140,3,3,5,4.0,4.0,1,2,1.3333333333333333,1.0
FBgn0039141,2,5,6,5.5,5.5,3,3,3.0,3.0
FBgn0039145,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039149,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0039152,2,10,10,10.0,10.0,1,2,1.5,1.5
FBgn0039157,4,15,17,16.0,16.0,1,2,1.5,1.5
FBgn0039161,2,4,5,4.5,4.5,2,2,2.0,2.0
FBgn0039163,1,2,2,2.0,2.0,4,4,4.0,4.0
FBgn0039169,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039172,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039183,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039184,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039186,1,6,6,6.0,6.0,7,7,7.0,7.0
FBgn0039187,1,10,10,10.0,10.0,3,3,3.0,3.0
FBgn0039200,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039201,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039205,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039209,4,4,5,4.5,4.5,1,2,1.75,2.0
FBgn0039213,2,5,5,5.0,5.0,1,2,1.5,1.5
FBgn0039214,2,13,20,16.5,16.5,1,5,3.0,3.0
FBgn0039215,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039217,2,4,4,4.0,4.0,1,2,1.5,1.5
FBgn0039226,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0039229,1,7,7,7.0,7.0,4,4,4.0,4.0
FBgn0039234,1,7,7,7.0,7.0,4,4,4.0,4.0
FBgn0039235,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039240,1,8,8,8.0,8.0,4,4,4.0,4.0
FBgn0039249,2,8,8,8.0,8.0,2,2,2.0,2.0
FBgn0039251,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039254,2,5,6,5.5,5.5,1,2,1.5,1.5
FBgn0039261,2,8,9,8.5,8.5,1,3,2.0,2.0
FBgn0039265,2,4,5,4.5,4.5,1,2,1.5,1.5
FBgn0039266,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0039269,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039272,1,5,5,5.0,5.0,7,7,7.0,7.0
FBgn0039282,2,12,12,12.0,12.0,2,5,3.5,3.5
FBgn0039286,1,2,2,2.0,2.0,3,3,3.0,3.0
FBgn0039294,1,6,6,6.0,6.0,3,3,3.0,3.0
FBgn0039298,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039300,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039302,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039303,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039321,1,4,4,4.0,4.0,3,3,3.0,3.0
FBgn0039329,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039338,2,3,4,3.5,3.5,2,2,2.0,2.0
FBgn0039347,1,1,1,1.0,1.0,4,4,4.0,4.0
FBgn0039348,2,8,8,8.0,8.0,1,2,1.5,1.5
FBgn0039349,1,3,3,3.0,3.0,5,5,5.0,5.0
FBgn0039350,5,4,6,5.0,5.0,1,4,1.6,1.0
FBgn0039355,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0039359,1,2,2,2.0,2.0,4,4,4.0,4.0
FBgn0039360,2,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039368,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0039371,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039373,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039380,2,5,6,5.5,5.5,1,2,1.5,1.5
FBgn0039381,4,7,8,7.5,7.5,1,2,1.5,1.5
FBgn0039386,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039406,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0039407,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039408,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039411,2,10,10,10.0,10.0,1,2,1.5,1.5
FBgn0039417,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039419,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039425,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039427,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039431,1,11,11,11.0,11.0,4,4,4.0,4.0
FBgn0039437,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039450,1,4,4,4.0,4.0,3,3,3.0,3.0
FBgn0039451,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039452,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039453,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039465,2,4,5,4.5,4.5,2,3,2.5,2.5
FBgn0039467,2,5,6,5.5,5.5,1,5,3.0,3.0
FBgn0039478,1,8,8,8.0,8.0,4,4,4.0,4.0
FBgn0039479,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039487,1,6,6,6.0,6.0,3,3,3.0,3.0
FBgn0039492,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0039494,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039504,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039507,5,3,3,3.0,3.0,1,2,1.2,1.0
FBgn0039519,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039528,1,8,8,8.0,8.0,2,2,2.0,2.0
FBgn0039530,2,11,11,11.0,11.0,1,3,2.0,2.0
FBgn0039531,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039532,2,5,5,5.0,5.0,1,2,1.5,1.5
FBgn0039536,2,29,30,29.5,29.5,2,3,2.5,2.5
FBgn0039543,3,6,7,6.333333333333333,6.0,1,4,2.0,1.0
FBgn0039559,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039560,2,4,5,4.5,4.5,1,4,2.5,2.5
FBgn0039581,1,8,8,8.0,8.0,3,3,3.0,3.0
FBgn0039584,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0039594,4,10,11,10.25,10.0,1,3,1.5,1.0
FBgn0039595,2,4,5,4.5,4.5,1,2,1.5,1.5
FBgn0039600,2,7,8,7.5,7.5,1,4,2.5,2.5
FBgn0039602,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039622,1,2,2,2.0,2.0,3,3,3.0,3.0
FBgn0039630,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039633,3,8,9,8.333333333333334,8.0,1,2,1.3333333333333333,1.0
FBgn0039635,3,3,6,4.666666666666667,5.0,1,2,1.3333333333333333,1.0
FBgn0039637,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0039642,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039644,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039647,2,7,8,7.5,7.5,2,2,2.0,2.0
FBgn0039664,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039665,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039667,2,6,7,6.5,6.5,1,2,1.5,1.5
FBgn0039668,1,7,7,7.0,7.0,4,4,4.0,4.0
FBgn0039671,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039673,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039675,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0039676,1,6,6,6.0,6.0,3,3,3.0,3.0
FBgn0039678,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039688,2,9,10,9.5,9.5,1,2,1.5,1.5
FBgn0039690,3,5,6,5.333333333333333,5.0,1,3,2.3333333333333335,3.0
FBgn0039704,1,8,8,8.0,8.0,2,2,2.0,2.0
FBgn0039705,3,7,10,8.333333333333334,8.0,1,2,1.3333333333333333,1.0
FBgn0039707,2,3,4,3.5,3.5,1,2,1.5,1.5
FBgn0039711,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039712,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039713,2,4,5,4.5,4.5,1,3,2.0,2.0
FBgn0039714,7,5,6,5.857142857142857,6.0,1,3,1.2857142857142858,1.0
FBgn0039723,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039730,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039733,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0039735,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039737,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039741,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039743,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039747,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039748,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039749,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039751,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039752,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0039754,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039757,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0039759,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039760,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039764,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039767,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039770,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0039773,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0039774,4,6,7,6.25,6.0,1,3,1.5,1.0
FBgn0039782,1,8,8,8.0,8.0,3,3,3.0,3.0
FBgn0039787,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0039790,6,7,8,7.5,7.5,1,5,2.6666666666666665,2.0
FBgn0039792,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039796,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039797,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039798,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039799,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039800,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0039801,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0039804,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039808,1,6,6,6.0,6.0,4,4,4.0,4.0
FBgn0039816,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039821,1,2,2,2.0,2.0,3,3,3.0,3.0
FBgn0039830,3,3,4,3.3333333333333335,3.0,1,3,2.0,2.0
FBgn0039831,3,6,7,6.333333333333333,6.0,1,2,1.3333333333333333,1.0
FBgn0039840,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039846,3,4,5,4.666666666666667,5.0,1,2,1.3333333333333333,1.0
FBgn0039851,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0039852,1,9,9,9.0,9.0,2,2,2.0,2.0
FBgn0039856,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039857,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039858,3,6,6,6.0,6.0,1,3,1.6666666666666667,1.0
FBgn0039862,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039863,1,9,9,9.0,9.0,2,2,2.0,2.0
FBgn0039872,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0039875,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039876,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0039877,2,6,7,6.5,6.5,1,3,2.0,2.0
FBgn0039881,2,1,2,1.5,1.5,1,3,2.0,2.0
FBgn0039883,5,8,11,10.0,10.0,1,3,1.6,1.0
FBgn0039886,2,4,4,4.0,4.0,1,2,1.5,1.5
FBgn0039887,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0039889,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0039890,5,9,11,9.8,10.0,1,2,1.2,1.0
FBgn0039897,8,7,14,11.125,11.0,1,3,1.25,1.0
FBgn0039900,4,8,9,8.5,8.5,1,2,1.25,1.0
FBgn0039902,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0039904,1,13,13,13.0,13.0,5,5,5.0,5.0
FBgn0039911,1,10,10,10.0,10.0,2,2,2.0,2.0
FBgn0039915,1,10,10,10.0,10.0,2,2,2.0,2.0
FBgn0039916,1,12,12,12.0,12.0,3,3,3.0,3.0
FBgn0039920,3,2,3,2.6666666666666665,3.0,1,2,1.3333333333333333,1.0
FBgn0039924,1,10,10,10.0,10.0,2,2,2.0,2.0
FBgn0039927,2,14,14,14.0,14.0,1,2,1.5,1.5
FBgn0039928,2,12,12,12.0,12.0,2,2,2.0,2.0
FBgn0039929,2,1,2,1.5,1.5,1,2,1.5,1.5
FBgn0039936,2,9,10,9.5,9.5,1,3,2.0,2.0
FBgn0039941,3,6,7,6.666666666666667,7.0,1,2,1.3333333333333333,1.0
FBgn0039942,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0039944,2,4,4,4.0,4.0,2,5,3.5,3.5
FBgn0039945,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0039955,2,7,8,7.5,7.5,1,3,2.0,2.0
FBgn0039958,3,3,4,3.6666666666666665,4.0,1,4,2.0,1.0
FBgn0039965,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0039966,2,1,3,2.0,2.0,1,2,1.5,1.5
FBgn0039969,4,3,6,4.5,4.5,1,3,1.5,1.0
FBgn0039993,2,2,6,4.0,4.0,1,2,1.5,1.5
FBgn0039994,4,8,9,8.75,9.0,1,2,1.25,1.0
FBgn0040005,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0040007,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040009,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040010,1,2,2,2.0,2.0,3,3,3.0,3.0
FBgn0040020,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040022,3,5,6,5.666666666666667,6.0,1,7,3.0,1.0
FBgn0040028,2,3,4,3.5,3.5,1,2,1.5,1.5
FBgn0040063,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0040066,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0040068,3,10,11,10.333333333333334,10.0,1,2,1.3333333333333333,1.0
FBgn0040075,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0040087,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0040089,1,5,5,5.0,5.0,4,4,4.0,4.0
FBgn0040091,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0040099,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0040153,1,3,3,3.0,3.0,3,3,3.0,3.0
FBgn0040206,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040207,2,10,11,10.5,10.5,1,2,1.5,1.5
FBgn0040208,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0040212,2,4,4,4.0,4.0,1,2,1.5,1.5
FBgn0040230,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0040232,2,11,12,11.5,11.5,2,2,2.0,2.0
FBgn0040236,1,9,9,9.0,9.0,2,2,2.0,2.0
FBgn0040237,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0040238,2,7,8,7.5,7.5,2,2,2.0,2.0
FBgn0040251,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0040252,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040260,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0040262,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0040281,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0040285,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0040296,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0040297,9,10,21,18.88888888888889,20.0,1,2,1.3333333333333333,1.0
FBgn0040305,5,3,6,4.2,4.0,1,2,1.4,1.0
FBgn0040308,2,5,5,5.0,5.0,1,2,1.5,1.5
FBgn0040309,3,1,2,1.6666666666666667,2.0,1,2,1.6666666666666667,2.0
FBgn0040319,3,5,5,5.0,5.0,1,2,1.3333333333333333,1.0
FBgn0040322,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0040324,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0040333,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040334,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0040340,2,2,2,2.0,2.0,1,4,2.5,2.5
FBgn0040343,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0040344,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0040350,1,8,8,8.0,8.0,2,2,2.0,2.0
FBgn0040354,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040359,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0040362,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0040364,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0040366,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0040367,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0040370,2,6,7,6.5,6.5,1,2,1.5,1.5
