ERS_grp_num,ERS_grp_size,gene_id,xscripts,contains_which_gtf,flag_nonolp_pair,flag_IR_in_set,num_IR_xscripts,prop_IR,num_ER,min_num_nt_diff,max_num_nt_diff,mean_num_nt_diff,median_num_nt_diff,min_prop_nt_diff,max_prop_nt_diff,mean_prop_nt_diff,median_prop_nt_diff
30,1,FBgn0036945,tr_FBgn0036945_1,0,0,0,0,0.0,3,61.0,61.0,61.0,61.0,0.06792873051225,0.06792873051225,0.06792873051225,0.06792873051225
31,1,FBgn0036945,tr_FBgn0036945_2,0,0,0,0,0.0,3,61.0,61.0,61.0,61.0,0.06792873051225,0.06792873051225,0.06792873051225,0.06792873051225
32,2,FBgn0036952,tr_FBgn0036952_2|tr_FBgn0036952_1,0,0,0,0,0.0,2,37.0,37.0,37.0,37.0,0.02883865939205,0.02883865939205,0.02883865939205,0.02883865939205
33,2,FBgn0036952,tr_FBgn0036952_3|tr_FBgn0036952_4,0,0,0,0,0.0,3,36.0,36.0,36.0,36.0,0.02547770700637,0.02547770700637,0.02547770700637,0.02547770700637
34,2,FBgn0036958,tr_FBgn0036958_1|tr_FBgn0036958_2,0,0,0,0,0.0,5,47.0,47.0,47.0,47.0,0.013420902341519,0.013420902341519,0.013420902341519,0.013420902341519
35,2,FBgn0036958,tr_FBgn0036958_4|tr_FBgn0036958_3,0,0,0,0,0.0,3,200.0,200.0,200.0,200.0,0.067727734507281,0.067727734507281,0.067727734507281,0.067727734507281
36,2,FBgn0036958,tr_FBgn0036958_7|tr_FBgn0036958_5,0,0,0,0,0.0,11,423.0,423.0,423.0,423.0,0.078712318570897,0.078712318570897,0.078712318570897,0.078712318570897
37,2,FBgn0036967,tr_FBgn0036967_2|tr_FBgn0036967_3,0,0,0,0,0.0,7,652.0,652.0,652.0,652.0,0.33487416538264,0.33487416538264,0.33487416538264,0.33487416538264
38,2,FBgn0036970,tr_FBgn0036970_1|tr_FBgn0036970_2,0,0,0,0,0.0,5,10.0,10.0,10.0,10.0,0.006944444444444,0.006944444444444,0.006944444444444,0.006944444444444
39,4,FBgn0036974,tr_FBgn0036974_3|tr_FBgn0036974_2|tr_FBgn0036974_5|tr_FBgn0036974_4,0,0,0,0,0.0,8,13.0,556.0,219.75,235.5,0.007218212104386,0.239551917277036,0.1014923189587415,0.116009852216749
40,1,FBgn0036974,tr_FBgn0036974_6,0,0,0,0,0.0,7,291.0,556.0,475.0,526.5,0.125376992675571,0.239551917277036,0.204653166738475,0.22684187850064652
41,1,FBgn0036977,tr_FBgn0036977_1,0,0,0,0,0.0,3,57.0,57.0,57.0,57.0,0.047979797979798,0.047979797979798,0.047979797979798,0.047979797979798
42,1,FBgn0036977,tr_FBgn0036977_2,0,0,0,0,0.0,3,57.0,57.0,57.0,57.0,0.047979797979798,0.047979797979798,0.047979797979798,0.047979797979798
43,2,FBgn0036991,tr_FBgn0036991_2|tr_FBgn0036991_1,0,0,0,0,0.0,4,7.0,7.0,7.0,7.0,0.003751339764202,0.003751339764202,0.003751339764202,0.003751339764202
44,1,FBgn0036992,tr_FBgn0036992_1,0,0,0,0,0.0,4,217.0,217.0,217.0,217.0,0.142951251646904,0.142951251646904,0.142951251646904,0.142951251646904
45,1,FBgn0036992,tr_FBgn0036992_2,0,0,0,0,0.0,4,217.0,217.0,217.0,217.0,0.142951251646904,0.142951251646904,0.142951251646904,0.142951251646904
46,2,FBgn0036994,tr_FBgn0036994_1|tr_FBgn0036994_2,0,0,0,0,0.0,3,4.0,4.0,4.0,4.0,0.002434570906878,0.002434570906878,0.002434570906878,0.002434570906878
47,3,FBgn0037007,tr_FBgn0037007_2|tr_FBgn0037007_1|tr_FBgn0037007_3,0,0,0,0,0.0,5,199.0,563.0,375.3333333333333,364.0,0.128969539857421,0.295383001049318,0.20510946886468065,0.190975865687303
48,2,FBgn0037007,tr_FBgn0037007_4|tr_FBgn0037007_5,0,0,0,0,0.0,5,250.0,250.0,250.0,250.0,0.144843568945539,0.144843568945539,0.144843568945539,0.144843568945539
49,2,FBgn0037010,tr_FBgn0037010_2|tr_FBgn0037010_1,0,0,0,0,0.0,6,156.0,156.0,156.0,156.0,0.076134699853587,0.076134699853587,0.076134699853587,0.076134699853587
50,2,FBgn0037015,tr_FBgn0037015_1|tr_FBgn0037015_2,0,0,0,0,0.0,6,16.0,1131.0,569.5,565.5,0.00976800976801,0.410824555030875,0.20943522950215476,0.20857417660486702
51,1,FBgn0037015,tr_FBgn0037015_3,0,0,0,0,0.0,5,1115.0,1131.0,1123.0,1123.0,0.407380343441724,0.410824555030875,0.4091024492362995,0.4091024492362995
52,3,FBgn0037024,tr_FBgn0037024_1|tr_FBgn0037024_2|tr_FBgn0037024_3,0,0,0,0,0.0,2,169.0,322.0,231.33333333333334,203.0,0.135634028892456,0.250974279033515,0.18750606220293767,0.175909878682842
53,1,FBgn0037025,tr_FBgn0037025_1,0,0,0,0,0.0,5,173.0,173.0,173.0,173.0,0.027925746569814,0.027925746569814,0.027925746569814,0.027925746569814
54,1,FBgn0037025,tr_FBgn0037025_2,0,0,0,0,0.0,5,173.0,173.0,173.0,173.0,0.027925746569814,0.027925746569814,0.027925746569814,0.027925746569814
55,1,FBgn0037026,tr_FBgn0037026_1,0,0,0,0,0.0,2,340.0,340.0,340.0,340.0,0.145299145299145,0.145299145299145,0.145299145299145,0.145299145299145
56,1,FBgn0037026,tr_FBgn0037026_2,0,0,0,0,0.0,2,340.0,340.0,340.0,340.0,0.145299145299145,0.145299145299145,0.145299145299145,0.145299145299145
57,4,FBgn0037027,tr_FBgn0037027_1|tr_FBgn0037027_2|tr_FBgn0037027_4|tr_FBgn0037027_3,0,0,0,0,0.0,6,3.0,9.0,6.0,6.0,0.000890471950134,0.002671415850401,0.0017814732342706667,0.0017817375472814999
58,1,FBgn0037028,tr_FBgn0037028_1,0,0,0,0,0.0,2,102.0,102.0,102.0,102.0,0.038857142857143,0.038857142857143,0.038857142857143,0.038857142857143
59,1,FBgn0037028,tr_FBgn0037028_2,0,0,0,0,0.0,2,102.0,102.0,102.0,102.0,0.038857142857143,0.038857142857143,0.038857142857143,0.038857142857143
60,1,FBgn0037031,tr_FBgn0037031_2,0,0,0,0,0.0,5,52.0,52.0,52.0,52.0,0.028792912513843,0.028792912513843,0.028792912513843,0.028792912513843
61,1,FBgn0037031,tr_FBgn0037031_3,0,0,0,0,0.0,5,52.0,52.0,52.0,52.0,0.028792912513843,0.028792912513843,0.028792912513843,0.028792912513843
62,2,FBgn0037039,tr_FBgn0037039_1|tr_FBgn0037039_3,0,0,0,0,0.0,2,52.0,91.0,78.0,91.0,0.054336468129572,0.09508881922675,0.08150470219435733,0.09508881922675
63,1,FBgn0037039,tr_FBgn0037039_2,0,0,0,0,0.0,2,52.0,52.0,52.0,52.0,0.054336468129572,0.054336468129572,0.054336468129572,0.054336468129572
64,2,FBgn0037040,tr_FBgn0037040_5|tr_FBgn0037040_1,0,0,0,0,0.0,8,65.0,325.0,213.4,217.0,0.01758658008658,0.087932900432901,0.0577380952380954,0.058712121212121
65,1,FBgn0037040,tr_FBgn0037040_2,0,0,0,0,0.0,9,70.0,135.0,102.5,102.5,0.019278435692647,0.036525974025974,0.0279022048593105,0.0279022048593105
66,2,FBgn0037040,tr_FBgn0037040_4|tr_FBgn0037040_3,0,0,0,0,0.0,9,65.0,217.0,131.2,152.0,0.01758658008658,0.058712121212121,0.035860125828454,0.041861746075461
67,2,FBgn0037060,tr_FBgn0037060_4|tr_FBgn0037060_2,0,0,0,0,0.0,10,3.0,3.0,3.0,3.0,0.001004688546551,0.001004688546551,0.001004688546551,0.001004688546551
68,2,FBgn0037065,tr_FBgn0037065_1|tr_FBgn0037065_2,0,0,0,0,0.0,5,604.0,604.0,604.0,604.0,0.273303167420814,0.273303167420814,0.273303167420814,0.273303167420814
69,2,FBgn0037070,tr_FBgn0037070_4|tr_FBgn0037070_5,0,0,0,0,0.0,3,589.0,589.0,589.0,589.0,0.277176470588235,0.277176470588235,0.277176470588235,0.277176470588235
70,2,FBgn0037071,tr_FBgn0037071_1|tr_FBgn0037071_2,0,0,0,0,0.0,2,54.0,54.0,54.0,54.0,0.0374479889043,0.0374479889043,0.0374479889043,0.0374479889043
71,1,FBgn0037074,tr_FBgn0037074_1,0,0,0,0,0.0,10,574.0,574.0,574.0,574.0,0.123573735199139,0.123573735199139,0.123573735199139,0.123573735199139
72,1,FBgn0037074,tr_FBgn0037074_2,0,0,0,0,0.0,10,574.0,574.0,574.0,574.0,0.123573735199139,0.123573735199139,0.123573735199139,0.123573735199139
73,2,FBgn0037081,tr_FBgn0037081_1|tr_FBgn0037081_2,0,0,0,0,0.0,7,15.0,15.0,15.0,15.0,0.006558810668999,0.006558810668999,0.006558810668999,0.006558810668999
74,2,FBgn0037082,tr_FBgn0037082_2|tr_FBgn0037082_1,0,0,0,0,0.0,3,9.0,9.0,9.0,9.0,0.003422053231939,0.003422053231939,0.003422053231939,0.003422053231939
75,1,FBgn0037084,tr_FBgn0037084_1,0,0,0,0,0.0,3,247.0,247.0,247.0,247.0,0.118351701006229,0.118351701006229,0.118351701006229,0.118351701006229
76,1,FBgn0037084,tr_FBgn0037084_2,0,0,0,0,0.0,3,247.0,247.0,247.0,247.0,0.118351701006229,0.118351701006229,0.118351701006229,0.118351701006229
77,2,FBgn0037087,tr_FBgn0037087_2|tr_FBgn0037087_1,0,0,0,0,0.0,3,27.0,27.0,27.0,27.0,0.038028169014085,0.038028169014085,0.038028169014085,0.038028169014085
78,1,FBgn0037092,tr_FBgn0037092_5,0,0,0,0,0.0,3,56.0,56.0,56.0,56.0,0.02776400594943,0.02776400594943,0.02776400594943,0.02776400594943
79,1,FBgn0037092,tr_FBgn0037092_6,0,0,0,0,0.0,3,56.0,56.0,56.0,56.0,0.02776400594943,0.02776400594943,0.02776400594943,0.02776400594943
80,8,FBgn0037094,tr_FBgn0037094_1|tr_FBgn0037094_3|tr_FBgn0037094_6|tr_FBgn0037094_5|tr_FBgn0037094_2|tr_FBgn0037094_8|tr_FBgn0037094_4|tr_FBgn0037094_7,0,0,0,0,0.0,4,22.0,1492.0,443.921875,347.0,0.006528189910979,0.334229390681004,0.11584718664974272,0.1024108451134795
81,1,FBgn0037094,tr_FBgn0037094_9,0,0,0,0,0.0,3,654.0,1492.0,1244.625,1357.5,0.146505376344086,0.334229390681004,0.2788138440860215,0.30409946236559104
82,2,FBgn0037098,tr_FBgn0037098_1|tr_FBgn0037098_3,0,0,0,0,0.0,12,283.0,283.0,283.0,283.0,0.034516404439566,0.034516404439566,0.034516404439566,0.034516404439566
83,2,FBgn0037100,tr_FBgn0037100_1|tr_FBgn0037100_2,0,0,0,0,0.0,10,5.0,5.0,5.0,5.0,0.002736726874658,0.002736726874658,0.002736726874658,0.002736726874658
84,2,FBgn0037106,tr_FBgn0037106_2|tr_FBgn0037106_1,0,0,0,0,0.0,6,240.0,240.0,240.0,240.0,0.155541153596889,0.155541153596889,0.155541153596889,0.155541153596889
85,2,FBgn0037109,tr_FBgn0037109_3|tr_FBgn0037109_2,0,0,0,0,0.0,4,5.0,5.0,5.0,5.0,0.001007658202338,0.001007658202338,0.001007658202338,0.001007658202338
86,3,FBgn0037117,tr_FBgn0037117_2|tr_FBgn0037117_3|tr_FBgn0037117_1,0,0,0,0,0.0,4,9.0,80.0,53.333333333333336,71.0,0.003002001334223,0.026684456304203,0.017813407146342667,0.023753763800602
87,3,FBgn0037120,tr_FBgn0037120_1|tr_FBgn0037120_3|tr_FBgn0037120_2,0,0,0,0,0.0,4,164.0,401.0,261.0,210.0,0.060117302052786,0.140160782943027,0.0944134692358865,0.076979472140763
88,1,FBgn0037120,tr_FBgn0037120_4,0,0,0,0,0.0,4,191.0,401.0,296.0,296.0,0.066759874169871,0.140160782943027,0.103460328556449,0.103460328556449
89,2,FBgn0037127,tr_FBgn0037127_1|tr_FBgn0037127_2,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.004225352112676,0.004225352112676,0.004225352112676,0.004225352112676
90,4,FBgn0037130,tr_FBgn0037130_3|tr_FBgn0037130_4|tr_FBgn0037130_2|tr_FBgn0037130_1,0,0,0,0,0.0,8,6.0,537.0,357.5,529.5,0.001603849238172,0.143544506816359,0.09566657772631333,0.14165370382894849
91,2,FBgn0037135,tr_FBgn0037135_2|tr_FBgn0037135_1,0,0,0,0,0.0,4,283.0,283.0,283.0,283.0,0.100106119561372,0.100106119561372,0.100106119561372,0.100106119561372
92,3,FBgn0037137,tr_FBgn0037137_1|tr_FBgn0037137_2|tr_FBgn0037137_3,0,0,0,0,0.0,4,3.0,519.0,346.0,516.0,0.001104565537555,0.160581683168317,0.107113238017469,0.159653465346535
93,2,FBgn0037138,tr_FBgn0037138_1|tr_FBgn0037138_2,0,0,0,0,0.0,8,48.0,48.0,48.0,48.0,0.017601760176018,0.017601760176018,0.017601760176018,0.017601760176018
94,2,FBgn0037138,tr_FBgn0037138_4|tr_FBgn0037138_5,0,0,0,0,0.0,8,4.0,4.0,4.0,4.0,0.001440922190202,0.001440922190202,0.001440922190202,0.001440922190202
95,2,FBgn0037169,tr_FBgn0037169_2|tr_FBgn0037169_1,0,0,0,0,0.0,3,9.0,9.0,9.0,9.0,0.011166253101737,0.011166253101737,0.011166253101737,0.011166253101737
96,3,FBgn0037174,tr_FBgn0037174_3|tr_FBgn0037174_1|tr_FBgn0037174_2,0,0,0,0,0.0,6,3.0,262.0,174.66666666666666,259.0,0.00231124807396,0.168272318561336,0.11230970097434301,0.166345536287733
97,2,FBgn0037176,tr_FBgn0037176_1|tr_FBgn0037176_2,0,0,0,0,0.0,3,188.0,188.0,188.0,188.0,0.199363732767762,0.199363732767762,0.199363732767762,0.199363732767762
98,2,FBgn0037181,tr_FBgn0037181_2|tr_FBgn0037181_1,0,0,0,0,0.0,3,15.0,15.0,15.0,15.0,0.011337868480726,0.011337868480726,0.011337868480726,0.011337868480726
99,3,FBgn0037182,tr_FBgn0037182_1|tr_FBgn0037182_4|tr_FBgn0037182_2,0,0,0,0,0.0,7,9.0,26.0,17.333333333333332,17.0,0.003901170351105,0.011255411255411,0.007505296321941,0.007359307359307
100,2,FBgn0037182,tr_FBgn0037182_5|tr_FBgn0037182_3,0,0,0,0,0.0,6,3.0,3.0,3.0,3.0,0.001367989056088,0.001367989056088,0.001367989056088,0.001367989056088
101,2,FBgn0037182,tr_FBgn0037182_7|tr_FBgn0037182_6,0,0,0,0,0.0,7,109.0,109.0,109.0,109.0,0.040535515061361,0.040535515061361,0.040535515061361,0.040535515061361
102,2,FBgn0037184,tr_FBgn0037184_1|tr_FBgn0037184_2,0,0,0,0,0.0,2,4.0,4.0,4.0,4.0,0.00265604249668,0.00265604249668,0.00265604249668,0.00265604249668
103,1,FBgn0037200,tr_FBgn0037200_1,0,0,0,0,0.0,1,146.0,146.0,146.0,146.0,0.097139055222888,0.097139055222888,0.097139055222888,0.097139055222888
104,1,FBgn0037200,tr_FBgn0037200_2,0,0,0,0,0.0,1,146.0,146.0,146.0,146.0,0.097139055222888,0.097139055222888,0.097139055222888,0.097139055222888
105,1,FBgn0037213,tr_FBgn0037213_1,0,0,0,0,0.0,3,2346.0,2346.0,2346.0,2346.0,0.429591649880974,0.429591649880974,0.429591649880974,0.429591649880974
106,1,FBgn0037213,tr_FBgn0037213_2,0,0,0,0,0.0,3,2346.0,2346.0,2346.0,2346.0,0.429591649880974,0.429591649880974,0.429591649880974,0.429591649880974
107,1,FBgn0037215,tr_FBgn0037215_1,0,0,0,0,0.0,8,283.0,321.0,297.6666666666667,289.0,0.088189467123715,0.098860486603018,0.092369720734298,0.090059208476161
108,3,FBgn0037215,tr_FBgn0037215_3|tr_FBgn0037215_4|tr_FBgn0037215_5,0,0,0,0,0.0,8,6.0,321.0,121.0,78.5,0.001976935749588,0.098860486603018,0.03833418700946942,0.025775272863346
109,1,FBgn0037215,tr_FBgn0037215_2,0,0,0,0,0.0,9,113.0,151.0,127.66666666666667,119.0,0.037232289950577,0.049137650504393,0.041859722051711665,0.039209225700165
110,2,FBgn0037217,tr_FBgn0037217_2|tr_FBgn0037217_1,0,0,0,0,0.0,2,23.0,23.0,23.0,23.0,0.015488215488216,0.015488215488216,0.015488215488216,0.015488215488216
111,3,FBgn0037218,tr_FBgn0037218_2|tr_FBgn0037218_3|tr_FBgn0037218_1,0,0,0,0,0.0,9,24.0,60.0,40.0,36.0,0.00556586270872,0.0139146567718,0.009276437847866666,0.00834879406308
112,1,FBgn0037222,tr_FBgn0037222_2,0,0,0,0,0.0,5,73.0,73.0,73.0,73.0,0.053637031594416,0.053637031594416,0.053637031594416,0.053637031594416
113,1,FBgn0037222,tr_FBgn0037222_3,0,0,0,0,0.0,5,73.0,73.0,73.0,73.0,0.053637031594416,0.053637031594416,0.053637031594416,0.053637031594416
114,1,FBgn0037234,tr_FBgn0037234_1,0,0,0,0,0.0,9,597.0,917.0,757.0,757.0,0.214748201438849,0.299086757990868,0.2569174797148585,0.2569174797148585
115,2,FBgn0037234,tr_FBgn0037234_4|tr_FBgn0037234_3,0,0,0,0,0.0,9,320.0,917.0,538.5,458.5,0.111927247289262,0.299086757990868,0.18442236350206026,0.1633377243640555
116,3,FBgn0037238,tr_FBgn0037238_1|tr_FBgn0037238_4|tr_FBgn0037238_2,0,0,0,0,0.0,7,213.0,900.0,489.44444444444446,533.0,0.061810795124782,0.2360346184107,0.13511553597107856,0.15211119853134
117,1,FBgn0037238,tr_FBgn0037238_3,0,0,0,0,0.0,5,580.0,900.0,757.6666666666666,793.0,0.15211119853134,0.2360346184107,0.19503850463724567,0.196969696969697
118,2,FBgn0037239,tr_FBgn0037239_3|tr_FBgn0037239_2,0,0,0,0,0.0,7,280.0,280.0,280.0,280.0,0.170212765957447,0.170212765957447,0.170212765957447,0.170212765957447
119,2,FBgn0037248,tr_FBgn0037248_1|tr_FBgn0037248_3,0,0,0,0,0.0,7,432.0,432.0,432.0,432.0,0.094570928196147,0.094570928196147,0.094570928196147,0.094570928196147
120,1,FBgn0037261,tr_FBgn0037261_2,0,0,0,0,0.0,3,470.0,470.0,470.0,470.0,0.195833333333333,0.195833333333333,0.195833333333333,0.195833333333333
121,1,FBgn0037261,tr_FBgn0037261_3,0,0,0,0,0.0,3,470.0,470.0,470.0,470.0,0.195833333333333,0.195833333333333,0.195833333333333,0.195833333333333
122,2,FBgn0037262,tr_FBgn0037262_1|tr_FBgn0037262_2,0,0,0,0,0.0,4,5.0,286.0,188.66666666666666,277.5,0.006075334143378,0.260473588342441,0.17233476529733732,0.2527322404371585
123,3,FBgn0037262,tr_FBgn0037262_4|tr_FBgn0037262_3|tr_FBgn0037262_5,0,0,0,0,0.0,3,6.0,420.0,280.2,283.5,0.005464480874317,0.382513661202186,0.2556055965892032,0.25819672131147553
124,1,FBgn0037279,tr_FBgn0037279_2,0,0,0,0,0.0,4,352.0,352.0,352.0,352.0,0.189859762675297,0.189859762675297,0.189859762675297,0.189859762675297
125,1,FBgn0037279,tr_FBgn0037279_3,0,0,0,0,0.0,4,352.0,352.0,352.0,352.0,0.189859762675297,0.189859762675297,0.189859762675297,0.189859762675297
126,2,FBgn0037288,tr_FBgn0037288_2|tr_FBgn0037288_1,0,0,0,0,0.0,3,63.0,63.0,63.0,63.0,0.058171745152355,0.058171745152355,0.058171745152355,0.058171745152355
127,1,FBgn0037297,tr_FBgn0037297_1,0,0,0,0,0.0,5,69.0,126.0,97.5,97.5,0.042098840756559,0.07416127133608,0.0581300560463195,0.0581300560463195
128,1,FBgn0037297,tr_FBgn0037297_2,0,0,0,0,0.0,5,63.0,69.0,66.0,66.0,0.038579301898347,0.042098840756559,0.040339071327453,0.040339071327453
129,1,FBgn0037297,tr_FBgn0037297_3,0,0,0,0,0.0,4,63.0,126.0,94.5,94.5,0.038579301898347,0.07416127133608,0.056370286617213494,0.056370286617213494
130,1,FBgn0037298,tr_FBgn0037298_1,0,0,0,0,0.0,1,201.0,251.0,226.0,226.0,0.115916955017301,0.144752018454441,0.130334486735871,0.130334486735871
131,2,FBgn0037298,tr_FBgn0037298_3|tr_FBgn0037298_2,0,0,0,0,0.0,1,134.0,251.0,180.0,167.5,0.080095636580992,0.144752018454441,0.1052150616584315,0.09800629579914649
132,3,FBgn0037299,tr_FBgn0037299_1|tr_FBgn0037299_2|tr_FBgn0037299_3,0,0,0,0,0.0,2,17.0,66.0,44.0,49.0,0.016330451488953,0.063400576368876,0.04252753011927633,0.0478515625
133,1,FBgn0037304,tr_FBgn0037304_1,0,0,0,0,0.0,3,253.0,253.0,253.0,253.0,0.127008032128514,0.127008032128514,0.127008032128514,0.127008032128514
134,1,FBgn0037304,tr_FBgn0037304_2,0,0,0,0,0.0,3,253.0,253.0,253.0,253.0,0.127008032128514,0.127008032128514,0.127008032128514,0.127008032128514
135,1,FBgn0037313,tr_FBgn0037313_1,0,0,0,0,0.0,4,296.0,296.0,296.0,296.0,0.238517324738114,0.238517324738114,0.238517324738114,0.238517324738114
136,1,FBgn0037313,tr_FBgn0037313_2,0,0,0,0,0.0,4,296.0,296.0,296.0,296.0,0.238517324738114,0.238517324738114,0.238517324738114,0.238517324738114
137,1,FBgn0037329,tr_FBgn0037329_1,0,0,0,0,0.0,3,116.0,116.0,116.0,116.0,0.069253731343284,0.069253731343284,0.069253731343284,0.069253731343284
138,1,FBgn0037329,tr_FBgn0037329_2,0,0,0,0,0.0,3,116.0,116.0,116.0,116.0,0.069253731343284,0.069253731343284,0.069253731343284,0.069253731343284
139,4,FBgn0037332,tr_FBgn0037332_1|tr_FBgn0037332_3|tr_FBgn0037332_4|tr_FBgn0037332_2,0,0,0,0,0.0,12,18.0,162.0,108.0,144.0,0.004510147832623,0.040591330493611,0.0271162689173705,0.036162917028958
