ERS_grp_num,ERS_grp_size,gene_id,xscripts,contains_which_gtf,flag_nonolp_pair,flag_IR_in_set,num_IR_xscripts,prop_IR,num_ER,min_num_nt_diff,max_num_nt_diff,mean_num_nt_diff,median_num_nt_diff,min_prop_nt_diff,max_prop_nt_diff,mean_prop_nt_diff,median_prop_nt_diff
15,2,FBgn0036915,tr_FBgn0036915_2|tr_FBgn0036915_1,0,0,1,2,1.0,2,72.0,72.0,72.0,72.0,0.03347280334728,0.03347280334728,0.03347280334728,0.03347280334728
16,2,FBgn0036921,tr_FBgn0036921_1|tr_FBgn0036921_2,0,0,0,0,0.0,5,98.0,98.0,98.0,98.0,0.063636363636364,0.063636363636364,0.063636363636364,0.063636363636364
17,2,FBgn0036922,tr_FBgn0036922_1|tr_FBgn0036922_2,0,0,0,0,0.0,2,146.0,146.0,146.0,146.0,0.141472868217054,0.141472868217054,0.141472868217054,0.141472868217054
18,2,FBgn0036934,tr_FBgn0036934_2|tr_FBgn0036934_1,0,0,0,0,0.0,3,1875.0,1875.0,1875.0,1875.0,0.395069532237674,0.395069532237674,0.395069532237674,0.395069532237674
19,2,FBgn0036938,tr_FBgn0036938_1|tr_FBgn0036938_2,0,0,0,0,0.0,2,54.0,54.0,54.0,54.0,0.109756097560976,0.109756097560976,0.109756097560976,0.109756097560976
20,2,FBgn0036945,tr_FBgn0036945_2|tr_FBgn0036945_1,0,0,1,2,1.0,3,61.0,61.0,61.0,61.0,0.06792873051225,0.06792873051225,0.06792873051225,0.06792873051225
21,2,FBgn0036952,tr_FBgn0036952_2|tr_FBgn0036952_1,0,0,0,0,0.0,2,37.0,37.0,37.0,37.0,0.02883865939205,0.02883865939205,0.02883865939205,0.02883865939205
22,2,FBgn0036952,tr_FBgn0036952_3|tr_FBgn0036952_4,0,0,0,0,0.0,3,36.0,36.0,36.0,36.0,0.02547770700637,0.02547770700637,0.02547770700637,0.02547770700637
23,2,FBgn0036958,tr_FBgn0036958_1|tr_FBgn0036958_2,0,0,0,0,0.0,5,47.0,47.0,47.0,47.0,0.013420902341519,0.013420902341519,0.013420902341519,0.013420902341519
24,2,FBgn0036958,tr_FBgn0036958_4|tr_FBgn0036958_3,0,0,0,0,0.0,3,200.0,200.0,200.0,200.0,0.067727734507281,0.067727734507281,0.067727734507281,0.067727734507281
25,2,FBgn0036958,tr_FBgn0036958_7|tr_FBgn0036958_5,0,0,0,0,0.0,11,423.0,423.0,423.0,423.0,0.078712318570897,0.078712318570897,0.078712318570897,0.078712318570897
26,2,FBgn0036967,tr_FBgn0036967_2|tr_FBgn0036967_3,0,0,0,0,0.0,7,652.0,652.0,652.0,652.0,0.33487416538264,0.33487416538264,0.33487416538264,0.33487416538264
27,2,FBgn0036970,tr_FBgn0036970_1|tr_FBgn0036970_2,0,0,0,0,0.0,5,10.0,10.0,10.0,10.0,0.006944444444444,0.006944444444444,0.006944444444444,0.006944444444444
28,5,FBgn0036974,tr_FBgn0036974_3|tr_FBgn0036974_4|tr_FBgn0036974_6|tr_FBgn0036974_2|tr_FBgn0036974_5,0,0,1,5,1.0,8,13.0,556.0,270.8,253.5,0.007218212104386,0.239551917277036,0.1221244885146882,0.122294407667835
29,2,FBgn0036977,tr_FBgn0036977_1|tr_FBgn0036977_2,0,0,1,2,1.0,3,57.0,57.0,57.0,57.0,0.047979797979798,0.047979797979798,0.047979797979798,0.047979797979798
30,2,FBgn0036991,tr_FBgn0036991_2|tr_FBgn0036991_1,0,0,0,0,0.0,4,7.0,7.0,7.0,7.0,0.003751339764202,0.003751339764202,0.003751339764202,0.003751339764202
31,2,FBgn0036992,tr_FBgn0036992_2|tr_FBgn0036992_1,0,0,1,2,1.0,4,217.0,217.0,217.0,217.0,0.142951251646904,0.142951251646904,0.142951251646904,0.142951251646904
32,2,FBgn0036994,tr_FBgn0036994_1|tr_FBgn0036994_2,0,0,0,0,0.0,3,4.0,4.0,4.0,4.0,0.002434570906878,0.002434570906878,0.002434570906878,0.002434570906878
33,3,FBgn0037007,tr_FBgn0037007_2|tr_FBgn0037007_1|tr_FBgn0037007_3,0,0,0,0,0.0,5,199.0,563.0,375.3333333333333,364.0,0.128969539857421,0.295383001049318,0.20510946886468065,0.190975865687303
34,2,FBgn0037007,tr_FBgn0037007_4|tr_FBgn0037007_5,0,0,0,0,0.0,5,250.0,250.0,250.0,250.0,0.144843568945539,0.144843568945539,0.144843568945539,0.144843568945539
35,2,FBgn0037010,tr_FBgn0037010_2|tr_FBgn0037010_1,0,0,0,0,0.0,6,156.0,156.0,156.0,156.0,0.076134699853587,0.076134699853587,0.076134699853587,0.076134699853587
36,3,FBgn0037015,tr_FBgn0037015_3|tr_FBgn0037015_1|tr_FBgn0037015_2,0,0,1,3,1.0,6,16.0,1131.0,754.0,1115.0,0.00976800976801,0.410824555030875,0.27599096941353635,0.407380343441724
37,3,FBgn0037024,tr_FBgn0037024_1|tr_FBgn0037024_2|tr_FBgn0037024_3,0,0,0,0,0.0,2,169.0,322.0,231.33333333333334,203.0,0.135634028892456,0.250974279033515,0.18750606220293767,0.175909878682842
38,2,FBgn0037025,tr_FBgn0037025_1|tr_FBgn0037025_2,0,0,1,2,1.0,5,173.0,173.0,173.0,173.0,0.027925746569814,0.027925746569814,0.027925746569814,0.027925746569814
39,2,FBgn0037026,tr_FBgn0037026_1|tr_FBgn0037026_2,0,0,1,2,1.0,2,340.0,340.0,340.0,340.0,0.145299145299145,0.145299145299145,0.145299145299145,0.145299145299145
40,4,FBgn0037027,tr_FBgn0037027_1|tr_FBgn0037027_2|tr_FBgn0037027_4|tr_FBgn0037027_3,0,0,0,0,0.0,6,3.0,9.0,6.0,6.0,0.000890471950134,0.002671415850401,0.0017814732342706667,0.0017817375472814999
41,2,FBgn0037028,tr_FBgn0037028_1|tr_FBgn0037028_2,0,0,1,2,1.0,2,102.0,102.0,102.0,102.0,0.038857142857143,0.038857142857143,0.038857142857143,0.038857142857143
42,2,FBgn0037031,tr_FBgn0037031_2|tr_FBgn0037031_3,0,0,1,2,1.0,5,52.0,52.0,52.0,52.0,0.028792912513843,0.028792912513843,0.028792912513843,0.028792912513843
43,3,FBgn0037039,tr_FBgn0037039_2|tr_FBgn0037039_1|tr_FBgn0037039_3,0,1,1,2,0.6666666666666666,2,52.0,91.0,71.5,71.5,0.054336468129572,0.09508881922675,0.074712643678161,0.074712643678161
44,5,FBgn0037040,tr_FBgn0037040_4|tr_FBgn0037040_2|tr_FBgn0037040_3|tr_FBgn0037040_1|tr_FBgn0037040_5,0,1,1,4,0.8,8,65.0,325.0,160.66666666666666,143.5,0.01758658008658,0.087932900432901,0.04364962625428067,0.0391938600507175
45,2,FBgn0037060,tr_FBgn0037060_4|tr_FBgn0037060_2,0,0,0,0,0.0,10,3.0,3.0,3.0,3.0,0.001004688546551,0.001004688546551,0.001004688546551,0.001004688546551
46,2,FBgn0037065,tr_FBgn0037065_1|tr_FBgn0037065_2,0,0,0,0,0.0,5,604.0,604.0,604.0,604.0,0.273303167420814,0.273303167420814,0.273303167420814,0.273303167420814
47,2,FBgn0037070,tr_FBgn0037070_4|tr_FBgn0037070_5,0,0,0,0,0.0,3,589.0,589.0,589.0,589.0,0.277176470588235,0.277176470588235,0.277176470588235,0.277176470588235
48,2,FBgn0037071,tr_FBgn0037071_1|tr_FBgn0037071_2,0,0,0,0,0.0,2,54.0,54.0,54.0,54.0,0.0374479889043,0.0374479889043,0.0374479889043,0.0374479889043
49,2,FBgn0037074,tr_FBgn0037074_2|tr_FBgn0037074_1,0,0,1,2,1.0,10,574.0,574.0,574.0,574.0,0.123573735199139,0.123573735199139,0.123573735199139,0.123573735199139
50,2,FBgn0037081,tr_FBgn0037081_1|tr_FBgn0037081_2,0,0,0,0,0.0,7,15.0,15.0,15.0,15.0,0.006558810668999,0.006558810668999,0.006558810668999,0.006558810668999
51,2,FBgn0037082,tr_FBgn0037082_2|tr_FBgn0037082_1,0,0,0,0,0.0,3,9.0,9.0,9.0,9.0,0.003422053231939,0.003422053231939,0.003422053231939,0.003422053231939
52,2,FBgn0037084,tr_FBgn0037084_1|tr_FBgn0037084_2,0,0,1,2,1.0,3,247.0,247.0,247.0,247.0,0.118351701006229,0.118351701006229,0.118351701006229,0.118351701006229
53,2,FBgn0037087,tr_FBgn0037087_2|tr_FBgn0037087_1,0,0,0,0,0.0,3,27.0,27.0,27.0,27.0,0.038028169014085,0.038028169014085,0.038028169014085,0.038028169014085
54,2,FBgn0037092,tr_FBgn0037092_5|tr_FBgn0037092_6,0,0,1,2,1.0,3,56.0,56.0,56.0,56.0,0.02776400594943,0.02776400594943,0.02776400594943,0.02776400594943
55,9,FBgn0037094,tr_FBgn0037094_1|tr_FBgn0037094_3|tr_FBgn0037094_6|tr_FBgn0037094_5|tr_FBgn0037094_2|tr_FBgn0037094_8|tr_FBgn0037094_4|tr_FBgn0037094_9|tr_FBgn0037094_7,0,0,1,9,1.0,4,22.0,1492.0,532.8888888888889,387.0,0.006528189910979,0.334229390681004,0.13395459303155147,0.11389570927289999
56,2,FBgn0037098,tr_FBgn0037098_1|tr_FBgn0037098_3,0,0,0,0,0.0,12,283.0,283.0,283.0,283.0,0.034516404439566,0.034516404439566,0.034516404439566,0.034516404439566
57,2,FBgn0037100,tr_FBgn0037100_1|tr_FBgn0037100_2,0,0,0,0,0.0,10,5.0,5.0,5.0,5.0,0.002736726874658,0.002736726874658,0.002736726874658,0.002736726874658
58,2,FBgn0037106,tr_FBgn0037106_2|tr_FBgn0037106_1,0,0,0,0,0.0,6,240.0,240.0,240.0,240.0,0.155541153596889,0.155541153596889,0.155541153596889,0.155541153596889
59,2,FBgn0037109,tr_FBgn0037109_3|tr_FBgn0037109_2,0,0,0,0,0.0,4,5.0,5.0,5.0,5.0,0.001007658202338,0.001007658202338,0.001007658202338,0.001007658202338
60,3,FBgn0037117,tr_FBgn0037117_2|tr_FBgn0037117_3|tr_FBgn0037117_1,0,0,0,0,0.0,4,9.0,80.0,53.333333333333336,71.0,0.003002001334223,0.026684456304203,0.017813407146342667,0.023753763800602
61,4,FBgn0037120,tr_FBgn0037120_1|tr_FBgn0037120_3|tr_FBgn0037120_4|tr_FBgn0037120_2,0,1,1,3,0.75,4,164.0,401.0,268.0,210.0,0.060117302052786,0.140160782943027,0.096222841099999,0.076979472140763
62,2,FBgn0037127,tr_FBgn0037127_1|tr_FBgn0037127_2,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.004225352112676,0.004225352112676,0.004225352112676,0.004225352112676
63,4,FBgn0037130,tr_FBgn0037130_3|tr_FBgn0037130_4|tr_FBgn0037130_2|tr_FBgn0037130_1,0,0,0,0,0.0,8,6.0,537.0,357.5,529.5,0.001603849238172,0.143544506816359,0.09566657772631333,0.14165370382894849
64,2,FBgn0037135,tr_FBgn0037135_2|tr_FBgn0037135_1,0,0,0,0,0.0,4,283.0,283.0,283.0,283.0,0.100106119561372,0.100106119561372,0.100106119561372,0.100106119561372
65,3,FBgn0037137,tr_FBgn0037137_1|tr_FBgn0037137_2|tr_FBgn0037137_3,0,0,0,0,0.0,4,3.0,519.0,346.0,516.0,0.001104565537555,0.160581683168317,0.107113238017469,0.159653465346535
66,2,FBgn0037138,tr_FBgn0037138_1|tr_FBgn0037138_2,0,0,0,0,0.0,8,48.0,48.0,48.0,48.0,0.017601760176018,0.017601760176018,0.017601760176018,0.017601760176018
67,2,FBgn0037138,tr_FBgn0037138_4|tr_FBgn0037138_5,0,0,0,0,0.0,8,4.0,4.0,4.0,4.0,0.001440922190202,0.001440922190202,0.001440922190202,0.001440922190202
68,2,FBgn0037169,tr_FBgn0037169_2|tr_FBgn0037169_1,0,0,0,0,0.0,3,9.0,9.0,9.0,9.0,0.011166253101737,0.011166253101737,0.011166253101737,0.011166253101737
69,3,FBgn0037174,tr_FBgn0037174_3|tr_FBgn0037174_1|tr_FBgn0037174_2,0,0,0,0,0.0,6,3.0,262.0,174.66666666666666,259.0,0.00231124807396,0.168272318561336,0.11230970097434301,0.166345536287733
70,2,FBgn0037176,tr_FBgn0037176_1|tr_FBgn0037176_2,0,0,0,0,0.0,3,188.0,188.0,188.0,188.0,0.199363732767762,0.199363732767762,0.199363732767762,0.199363732767762
71,2,FBgn0037181,tr_FBgn0037181_2|tr_FBgn0037181_1,0,0,0,0,0.0,3,15.0,15.0,15.0,15.0,0.011337868480726,0.011337868480726,0.011337868480726,0.011337868480726
72,3,FBgn0037182,tr_FBgn0037182_1|tr_FBgn0037182_4|tr_FBgn0037182_2,0,0,0,0,0.0,7,9.0,26.0,17.333333333333332,17.0,0.003901170351105,0.011255411255411,0.007505296321941,0.007359307359307
73,2,FBgn0037182,tr_FBgn0037182_5|tr_FBgn0037182_3,0,0,0,0,0.0,6,3.0,3.0,3.0,3.0,0.001367989056088,0.001367989056088,0.001367989056088,0.001367989056088
74,2,FBgn0037182,tr_FBgn0037182_7|tr_FBgn0037182_6,0,0,0,0,0.0,7,109.0,109.0,109.0,109.0,0.040535515061361,0.040535515061361,0.040535515061361,0.040535515061361
75,2,FBgn0037184,tr_FBgn0037184_1|tr_FBgn0037184_2,0,0,0,0,0.0,2,4.0,4.0,4.0,4.0,0.00265604249668,0.00265604249668,0.00265604249668,0.00265604249668
76,2,FBgn0037200,tr_FBgn0037200_2|tr_FBgn0037200_1,0,0,1,2,1.0,1,146.0,146.0,146.0,146.0,0.097139055222888,0.097139055222888,0.097139055222888,0.097139055222888
77,2,FBgn0037213,tr_FBgn0037213_1|tr_FBgn0037213_2,0,0,1,2,1.0,3,2346.0,2346.0,2346.0,2346.0,0.429591649880974,0.429591649880974,0.429591649880974,0.429591649880974
78,5,FBgn0037215,tr_FBgn0037215_3|tr_FBgn0037215_5|tr_FBgn0037215_1|tr_FBgn0037215_4|tr_FBgn0037215_2,0,1,1,5,1.0,8,6.0,321.0,151.55555555555554,119.0,0.001976935749588,0.098860486603018,0.047927698470647886,0.039209225700165
79,2,FBgn0037217,tr_FBgn0037217_2|tr_FBgn0037217_1,0,0,0,0,0.0,2,23.0,23.0,23.0,23.0,0.015488215488216,0.015488215488216,0.015488215488216,0.015488215488216
80,3,FBgn0037218,tr_FBgn0037218_2|tr_FBgn0037218_3|tr_FBgn0037218_1,0,0,0,0,0.0,9,24.0,60.0,40.0,36.0,0.00556586270872,0.0139146567718,0.009276437847866666,0.00834879406308
81,2,FBgn0037222,tr_FBgn0037222_2|tr_FBgn0037222_3,0,0,1,2,1.0,5,73.0,73.0,73.0,73.0,0.053637031594416,0.053637031594416,0.053637031594416,0.053637031594416
82,3,FBgn0037234,tr_FBgn0037234_4|tr_FBgn0037234_3|tr_FBgn0037234_1,0,0,1,3,1.0,9,320.0,917.0,611.3333333333334,597.0,0.111927247289262,0.299086757990868,0.20858740223965966,0.214748201438849
83,4,FBgn0037238,tr_FBgn0037238_3|tr_FBgn0037238_1|tr_FBgn0037238_4|tr_FBgn0037238_2,0,0,1,4,1.0,7,213.0,900.0,556.5,556.5,0.061810795124782,0.2360346184107,0.15009627813762033,0.15339164105324998
84,2,FBgn0037239,tr_FBgn0037239_3|tr_FBgn0037239_2,0,0,0,0,0.0,7,280.0,280.0,280.0,280.0,0.170212765957447,0.170212765957447,0.170212765957447,0.170212765957447
85,2,FBgn0037248,tr_FBgn0037248_1|tr_FBgn0037248_3,0,0,0,0,0.0,7,432.0,432.0,432.0,432.0,0.094570928196147,0.094570928196147,0.094570928196147,0.094570928196147
86,2,FBgn0037261,tr_FBgn0037261_2|tr_FBgn0037261_3,0,0,1,2,1.0,3,470.0,470.0,470.0,470.0,0.195833333333333,0.195833333333333,0.195833333333333,0.195833333333333
87,5,FBgn0037262,tr_FBgn0037262_4|tr_FBgn0037262_3|tr_FBgn0037262_5|tr_FBgn0037262_2|tr_FBgn0037262_1,0,1,1,4,0.8,4,5.0,420.0,245.875,280.5,0.005464480874317,0.382513661202186,0.2243790348547535,0.255464480874317
88,2,FBgn0037279,tr_FBgn0037279_3|tr_FBgn0037279_2,0,0,1,2,1.0,4,352.0,352.0,352.0,352.0,0.189859762675297,0.189859762675297,0.189859762675297,0.189859762675297
89,2,FBgn0037288,tr_FBgn0037288_2|tr_FBgn0037288_1,0,0,0,0,0.0,3,63.0,63.0,63.0,63.0,0.058171745152355,0.058171745152355,0.058171745152355,0.058171745152355
90,3,FBgn0037297,tr_FBgn0037297_1|tr_FBgn0037297_3|tr_FBgn0037297_2,0,0,1,3,1.0,5,63.0,126.0,86.0,69.0,0.038579301898347,0.07416127133608,0.05161313799699533,0.042098840756559
91,3,FBgn0037298,tr_FBgn0037298_3|tr_FBgn0037298_1|tr_FBgn0037298_2,0,0,1,3,1.0,1,134.0,251.0,195.33333333333334,201.0,0.080095636580992,0.144752018454441,0.11358820335091133,0.115916955017301
92,3,FBgn0037299,tr_FBgn0037299_1|tr_FBgn0037299_2|tr_FBgn0037299_3,0,0,0,0,0.0,2,17.0,66.0,44.0,49.0,0.016330451488953,0.063400576368876,0.04252753011927633,0.0478515625
93,2,FBgn0037304,tr_FBgn0037304_2|tr_FBgn0037304_1,0,0,1,2,1.0,3,253.0,253.0,253.0,253.0,0.127008032128514,0.127008032128514,0.127008032128514,0.127008032128514
94,2,FBgn0037313,tr_FBgn0037313_1|tr_FBgn0037313_2,0,0,1,2,1.0,4,296.0,296.0,296.0,296.0,0.238517324738114,0.238517324738114,0.238517324738114,0.238517324738114
95,2,FBgn0037329,tr_FBgn0037329_2|tr_FBgn0037329_1,0,0,1,2,1.0,3,116.0,116.0,116.0,116.0,0.069253731343284,0.069253731343284,0.069253731343284,0.069253731343284
96,4,FBgn0037332,tr_FBgn0037332_1|tr_FBgn0037332_3|tr_FBgn0037332_4|tr_FBgn0037332_2,0,0,0,0,0.0,12,18.0,162.0,108.0,144.0,0.004510147832623,0.040591330493611,0.0271162689173705,0.036162917028958
97,2,FBgn0037336,tr_FBgn0037336_2|tr_FBgn0037336_3,0,0,0,0,0.0,12,270.0,270.0,270.0,270.0,0.046051509466144,0.046051509466144,0.046051509466144,0.046051509466144
98,2,FBgn0037339,tr_FBgn0037339_3|tr_FBgn0037339_2,0,0,0,0,0.0,9,27.0,27.0,27.0,27.0,0.008648302370275,0.008648302370275,0.008648302370275,0.008648302370275
99,2,FBgn0037341,tr_FBgn0037341_2|tr_FBgn0037341_3,0,0,0,0,0.0,4,42.0,42.0,42.0,42.0,0.030412744388125,0.030412744388125,0.030412744388125,0.030412744388125
100,3,FBgn0037347,tr_FBgn0037347_3|tr_FBgn0037347_2|tr_FBgn0037347_1,0,0,0,0,0.0,4,6.0,52.0,34.666666666666664,46.0,0.00379746835443,0.032911392405063,0.021940928270042,0.029113924050633
101,2,FBgn0037351,tr_FBgn0037351_1|tr_FBgn0037351_2,0,0,0,0,0.0,3,181.0,181.0,181.0,181.0,0.200442967884828,0.200442967884828,0.200442967884828,0.200442967884828
102,3,FBgn0037368,tr_FBgn0037368_2|tr_FBgn0037368_3|tr_FBgn0037368_1,0,0,0,0,0.0,3,1.0,7.0,4.666666666666667,6.0,0.000950570342205,0.006616257088847,0.0044126349785926665,0.005671077504726
103,2,FBgn0037375,tr_FBgn0037375_2|tr_FBgn0037375_1,0,0,0,0,0.0,5,12.0,12.0,12.0,12.0,0.004840661557079,0.004840661557079,0.004840661557079,0.004840661557079
104,2,FBgn0037375,tr_FBgn0037375_3|tr_FBgn0037375_4,0,0,0,0,0.0,5,12.0,12.0,12.0,12.0,0.005188067444877,0.005188067444877,0.005188067444877,0.005188067444877
105,3,FBgn0037384,tr_FBgn0037384_1|tr_FBgn0037384_3|tr_FBgn0037384_2,0,0,0,0,0.0,4,3.0,24.0,16.0,21.0,0.001834862385321,0.014678899082569,0.009793802842238,0.012867647058824
106,2,FBgn0037387,tr_FBgn0037387_2|tr_FBgn0037387_1,0,0,0,0,0.0,4,101.0,101.0,101.0,101.0,0.054242749731472,0.054242749731472,0.054242749731472,0.054242749731472
107,2,FBgn0037387,tr_FBgn0037387_4|tr_FBgn0037387_3,0,0,0,0,0.0,4,356.0,356.0,356.0,356.0,0.165197215777262,0.165197215777262,0.165197215777262,0.165197215777262
108,2,FBgn0037391,tr_FBgn0037391_2|tr_FBgn0037391_1,0,0,0,0,0.0,4,224.0,224.0,224.0,224.0,0.094594594594595,0.094594594594595,0.094594594594595,0.094594594594595
109,2,FBgn0037391,tr_FBgn0037391_4|tr_FBgn0037391_5,0,0,0,0,0.0,4,201.0,201.0,201.0,201.0,0.08781127129751,0.08781127129751,0.08781127129751,0.08781127129751
110,2,FBgn0037395,tr_FBgn0037395_1|tr_FBgn0037395_2,0,0,0,0,0.0,2,18.0,18.0,18.0,18.0,0.016528925619835,0.016528925619835,0.016528925619835,0.016528925619835
111,2,FBgn0037402,tr_FBgn0037402_2|tr_FBgn0037402_1,0,0,1,2,1.0,3,1085.0,1085.0,1085.0,1085.0,0.646988670244484,0.646988670244484,0.646988670244484,0.646988670244484
112,4,FBgn0037408,tr_FBgn0037408_1|tr_FBgn0037408_4|tr_FBgn0037408_2|tr_FBgn0037408_3,0,0,1,4,1.0,5,32.0,781.0,407.3333333333333,406.5,0.012981744421907,0.242999377722464,0.12966512196756116,0.1306943674305735
113,2,FBgn0037412,tr_FBgn0037412_1|tr_FBgn0037412_2,0,0,0,0,0.0,4,6.0,6.0,6.0,6.0,0.003942181340342,0.003942181340342,0.003942181340342,0.003942181340342
114,2,FBgn0037413,tr_FBgn0037413_1|tr_FBgn0037413_2,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.003363228699552,0.003363228699552,0.003363228699552,0.003363228699552
115,2,FBgn0037429,tr_FBgn0037429_2|tr_FBgn0037429_1,0,0,0,0,0.0,4,27.0,27.0,27.0,27.0,0.023725834797891,0.023725834797891,0.023725834797891,0.023725834797891
116,3,FBgn0037442,tr_FBgn0037442_3|tr_FBgn0037442_4|tr_FBgn0037442_2,0,0,1,3,1.0,9,341.0,776.0,570.6666666666666,595.0,0.100947306098283,0.229721728833629,0.17385256997997767,0.190888675008021
117,3,FBgn0037443,tr_FBgn0037443_4|tr_FBgn0037443_1|tr_FBgn0037443_3,0,1,1,2,0.6666666666666666,11,364.0,835.0,599.5,599.5,0.095113666056964,0.218186569114189,0.1566501175855765,0.1566501175855765
118,2,FBgn0037443,tr_FBgn0037443_2|tr_FBgn0037443_5,0,0,1,2,1.0,10,819.0,819.0,819.0,819.0,0.21857485988791,0.21857485988791,0.21857485988791,0.21857485988791
119,3,FBgn0037446,tr_FBgn0037446_2|tr_FBgn0037446_3|tr_FBgn0037446_1,0,0,1,3,1.0,4,61.0,173.0,115.33333333333333,112.0,0.04192439862543,0.114191419141914,0.07668107016887267,0.073927392739274
120,5,FBgn0037448,tr_FBgn0037448_8|tr_FBgn0037448_11|tr_FBgn0037448_6|tr_FBgn0037448_7|tr_FBgn0037448_10,0,0,0,0,0.0,9,15.0,827.0,482.4,727.0,0.003470615455808,0.162093296746374,0.0956579161627788,0.14533311846306352
121,2,FBgn0037448,tr_FBgn0037448_2|tr_FBgn0037448_3,0,0,0,0,0.0,7,447.0,447.0,447.0,447.0,0.104220097924924,0.104220097924924,0.104220097924924,0.104220097924924
122,2,FBgn0037448,tr_FBgn0037448_4|tr_FBgn0037448_5,0,0,0,0,0.0,7,447.0,447.0,447.0,447.0,0.103042876901798,0.103042876901798,0.103042876901798,0.103042876901798
123,2,FBgn0037461,tr_FBgn0037461_1|tr_FBgn0037461_2,0,0,0,0,0.0,3,24.0,24.0,24.0,24.0,0.023692003948667,0.023692003948667,0.023692003948667,0.023692003948667
124,3,FBgn0037464,tr_FBgn0037464_1|tr_FBgn0037464_2|tr_FBgn0037464_3,0,0,1,3,1.0,1,66.0,144.0,96.0,78.0,0.030054644808743,0.065573770491803,0.044082711203468336,0.036619718309859
125,3,FBgn0037466,tr_FBgn0037466_2|tr_FBgn0037466_3|tr_FBgn0037466_1,0,0,1,3,1.0,8,5.0,101.0,67.33333333333333,96.0,0.001596424010217,0.031288723667906,0.020890353807693666,0.029785913744958
126,2,FBgn0037467,tr_FBgn0037467_2|tr_FBgn0037467_1,0,0,1,2,1.0,5,92.0,92.0,92.0,92.0,0.035742035742036,0.035742035742036,0.035742035742036,0.035742035742036
