gene_id,num_sets,min_ER,max_ER,mean_ER,median_ER,min_grp_size,max_grp_size,mean_grp_size,median_grp_size
FBgn0270927,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0270926,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0268063,3,2,4,3.0,3.0,1,3,1.6666666666666667,1.0
FBgn0267966,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0267910,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0267849,5,2,6,4.0,4.0,1,5,1.8,1.0
FBgn0267828,6,2,6,3.8333333333333335,4.0,1,2,1.1666666666666667,1.0
FBgn0267824,3,2,4,3.0,3.0,1,2,1.3333333333333333,1.0
FBgn0267823,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0267792,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0267791,8,3,10,7.125,8.0,1,3,1.5,1.0
FBgn0267727,2,4,5,4.5,4.5,1,2,1.5,1.5
FBgn0267702,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0267651,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0267505,3,1,1,1.0,1.0,1,2,1.6666666666666667,2.0
FBgn0267495,2,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0267488,3,3,7,5.0,5.0,1,2,1.3333333333333333,1.0
FBgn0267486,1,1,1,1.0,1.0,3,3,3.0,3.0
FBgn0267428,2,11,11,11.0,11.0,1,2,1.5,1.5
FBgn0267408,5,2,6,4.0,4.0,1,2,1.2,1.0
FBgn0267385,6,2,5,3.1666666666666665,3.0,1,6,2.3333333333333335,1.0
FBgn0267376,8,3,4,3.5,3.5,1,4,2.25,1.5
FBgn0267366,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0267336,10,2,8,5.0,5.0,1,2,1.1,1.0
FBgn0267252,17,2,4,2.8823529411764706,3.0,1,10,1.6470588235294117,1.0
FBgn0267236,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0267181,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0267001,7,2,9,4.714285714285714,5.0,1,9,2.142857142857143,1.0
FBgn0266917,2,4,7,5.5,5.5,1,2,1.5,1.5
FBgn0266901,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0266872,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0266851,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0266848,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0266801,2,2,11,6.5,6.5,1,2,1.5,1.5
FBgn0266756,7,4,12,7.428571428571429,7.0,1,2,1.4285714285714286,1.0
FBgn0266709,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0266696,14,2,10,4.5,4.0,1,2,1.1428571428571428,1.0
FBgn0266685,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266671,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266666,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266599,4,1,2,1.75,2.0,1,45,12.75,2.5
FBgn0266581,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0266579,5,2,8,4.8,5.0,1,12,3.4,1.0
FBgn0266578,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0266570,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266569,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266518,1,2,2,2.0,2.0,4,4,4.0,4.0
FBgn0266492,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0266449,3,3,5,4.0,4.0,1,2,1.3333333333333333,1.0
FBgn0266439,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0266421,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266417,3,2,3,2.6666666666666665,3.0,1,2,1.6666666666666667,2.0
FBgn0266414,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266313,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0266178,3,2,6,4.333333333333333,5.0,2,2,2.0,2.0
FBgn0266145,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266143,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0266101,4,2,7,4.75,5.0,1,2,1.5,1.5
FBgn0266098,9,2,10,6.0,6.0,1,5,1.4444444444444444,1.0
FBgn0266083,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266064,8,2,5,3.875,4.0,1,4,1.625,1.0
FBgn0266046,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0266000,5,2,3,2.2,2.0,1,2,1.6,2.0
FBgn0265998,16,2,13,7.25,7.0,1,4,1.5,1.0
FBgn0265991,24,2,16,9.125,8.5,1,4,1.4583333333333333,1.0
FBgn0265935,2,5,7,6.0,6.0,1,6,3.5,3.5
FBgn0265856,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0265667,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0265648,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0265605,3,2,3,2.3333333333333335,2.0,1,3,1.6666666666666667,1.0
FBgn0265595,4,2,7,4.0,3.5,1,3,1.5,1.0
FBgn0265590,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0265575,3,3,4,3.6666666666666665,4.0,1,2,1.6666666666666667,2.0
FBgn0265574,2,2,4,3.0,3.0,1,3,2.0,2.0
FBgn0265539,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0265523,4,2,4,2.5,2.0,1,2,1.5,1.5
FBgn0265464,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0265356,9,4,12,7.333333333333333,6.0,1,2,1.1111111111111112,1.0
FBgn0265351,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0265313,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0265310,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0265276,3,3,5,4.333333333333333,5.0,1,2,1.6666666666666667,2.0
FBgn0265270,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0265269,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0265267,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0265192,3,2,3,2.6666666666666665,3.0,1,4,2.0,1.0
FBgn0265189,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0265185,2,2,3,2.5,2.5,2,2,2.0,2.0
FBgn0265180,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0265174,1,2,2,2.0,2.0,4,4,4.0,4.0
FBgn0265137,7,3,4,3.5714285714285716,4.0,1,4,1.8571428571428572,2.0
FBgn0265104,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0265102,2,8,11,9.5,9.5,1,2,1.5,1.5
FBgn0265084,4,4,5,4.75,5.0,1,2,1.25,1.0
FBgn0265082,4,2,13,6.5,5.5,1,2,1.25,1.0
FBgn0265052,2,3,4,3.5,3.5,3,7,5.0,5.0
FBgn0265048,8,2,15,7.875,7.5,1,2,1.125,1.0
FBgn0265002,2,3,9,6.0,6.0,1,2,1.5,1.5
FBgn0264991,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0264987,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0264978,2,2,5,3.5,3.5,1,2,1.5,1.5
FBgn0264975,11,2,8,4.454545454545454,4.0,1,4,1.4545454545454546,1.0
FBgn0264959,5,2,10,6.0,5.0,1,4,1.6,1.0
FBgn0264895,4,2,6,3.75,3.5,1,2,1.5,1.5
FBgn0264894,11,2,11,7.7272727272727275,8.0,1,9,2.1818181818181817,1.0
FBgn0264816,2,4,4,4.0,4.0,1,3,2.0,2.0
FBgn0264815,5,2,10,6.2,6.0,1,3,1.4,1.0
FBgn0264753,3,2,10,7.333333333333333,10.0,1,2,1.3333333333333333,1.0
FBgn0264748,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0264743,13,2,6,3.923076923076923,4.0,1,5,1.4615384615384615,1.0
FBgn0264704,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0264598,9,2,8,4.666666666666667,5.0,1,2,1.1111111111111112,1.0
FBgn0264567,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0264561,5,2,6,4.0,4.0,1,2,1.2,1.0
FBgn0264560,2,3,4,3.5,3.5,1,2,1.5,1.5
FBgn0264495,5,3,7,4.6,4.0,1,3,1.4,1.0
FBgn0264494,9,1,12,6.666666666666667,5.0,1,2,1.3333333333333333,1.0
FBgn0264492,3,2,3,2.3333333333333335,2.0,1,4,2.3333333333333335,2.0
FBgn0264491,5,3,9,6.4,7.0,1,4,2.0,1.0
FBgn0264490,4,2,5,2.75,2.0,1,2,1.25,1.0
FBgn0264462,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0264443,1,6,6,6.0,6.0,3,3,3.0,3.0
FBgn0264360,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0264357,13,2,13,8.923076923076923,9.0,1,3,1.4615384615384615,1.0
FBgn0264343,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0264339,2,2,13,7.5,7.5,1,2,1.5,1.5
FBgn0264307,4,2,6,3.75,3.5,1,3,1.75,1.5
FBgn0264294,1,2,2,2.0,2.0,4,4,4.0,4.0
FBgn0264272,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0264270,7,2,8,5.857142857142857,7.0,1,6,3.142857142857143,2.0
FBgn0264087,16,2,13,8.8125,10.0,1,3,1.3125,1.0
FBgn0264078,3,2,3,2.6666666666666665,3.0,1,2,1.6666666666666667,2.0
FBgn0264001,12,2,13,6.333333333333333,4.5,1,4,1.5833333333333333,1.0
FBgn0263998,3,2,8,5.666666666666667,7.0,1,2,1.6666666666666667,2.0
FBgn0263997,2,3,4,3.5,3.5,2,3,2.5,2.5
FBgn0263994,6,2,4,2.8333333333333335,3.0,1,5,1.8333333333333333,1.0
FBgn0263977,5,2,3,2.4,2.0,1,2,1.2,1.0
FBgn0263968,2,3,6,4.5,4.5,1,2,1.5,1.5
FBgn0263933,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0263929,5,2,5,3.0,3.0,1,2,1.2,1.0
FBgn0263873,4,2,6,4.0,4.0,1,2,1.5,1.5
FBgn0263863,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0263852,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263776,5,3,6,5.0,6.0,1,3,1.8,2.0
FBgn0263773,3,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0263767,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263745,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0263659,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263647,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263606,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0263605,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0263602,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0263601,3,2,4,3.0,3.0,1,3,1.6666666666666667,1.0
FBgn0263593,16,2,12,7.0625,6.5,1,6,1.625,1.0
FBgn0263511,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0263507,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263456,4,3,7,5.25,5.5,1,4,1.75,1.0
FBgn0263397,23,2,14,8.08695652173913,8.0,1,7,1.7391304347826086,1.0
FBgn0263395,5,2,15,5.8,4.0,1,3,1.4,1.0
FBgn0263392,3,2,5,3.3333333333333335,3.0,1,2,1.3333333333333333,1.0
FBgn0263391,14,3,14,9.214285714285714,8.5,1,4,1.5714285714285714,1.0
FBgn0263355,2,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0263353,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0263351,1,4,4,4.0,4.0,3,3,3.0,3.0
FBgn0263336,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0263330,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263321,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263278,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0263271,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0263257,6,2,7,3.5,3.0,1,4,1.5,1.0
FBgn0263256,2,5,9,7.0,7.0,1,2,1.5,1.5
FBgn0263249,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263241,2,2,4,3.0,3.0,1,2,1.5,1.5
FBgn0263237,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0263236,3,3,7,4.666666666666667,4.0,1,4,2.0,1.0
FBgn0263220,30,2,12,5.6,5.0,1,6,1.3,1.0
FBgn0263197,9,2,22,8.666666666666666,7.0,1,4,1.3333333333333333,1.0
FBgn0263143,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0263120,13,2,10,7.0,9.0,1,4,1.6923076923076923,1.0
FBgn0263118,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0263081,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263077,14,2,17,8.071428571428571,6.5,1,2,1.2857142857142858,1.0
FBgn0263051,2,1,2,1.5,1.5,1,2,1.5,1.5
FBgn0263046,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263039,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263033,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263031,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0263026,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0263006,24,2,10,6.666666666666667,6.0,1,5,1.3333333333333333,1.0
FBgn0262975,12,2,10,5.0,4.5,1,3,1.3333333333333333,1.0
FBgn0262962,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262954,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262952,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0262937,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0262899,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0262896,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262880,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262869,2,2,2,2.0,2.0,2,3,2.5,2.5
FBgn0262857,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262848,1,3,3,3.0,3.0,4,4,4.0,4.0
FBgn0262743,3,2,7,4.666666666666667,5.0,1,2,1.6666666666666667,2.0
FBgn0262740,7,3,10,6.714285714285714,8.0,1,2,1.4285714285714286,1.0
FBgn0262739,2,6,8,7.0,7.0,1,2,1.5,1.5
FBgn0262737,7,2,12,7.428571428571429,10.0,1,8,2.4285714285714284,1.0
FBgn0262736,7,2,5,3.0,2.0,1,6,1.8571428571428572,1.0
FBgn0262733,1,8,8,8.0,8.0,3,3,3.0,3.0
FBgn0262717,2,3,4,3.5,3.5,1,2,1.5,1.5
FBgn0262656,4,2,3,2.25,2.0,1,2,1.25,1.0
FBgn0262647,1,14,14,14.0,14.0,2,2,2.0,2.0
FBgn0262623,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262619,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0262616,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0262614,13,2,13,4.846153846153846,5.0,1,2,1.1538461538461537,1.0
FBgn0262601,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262579,18,2,10,4.444444444444445,3.0,1,2,1.0555555555555556,1.0
FBgn0262574,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262568,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262566,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262560,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0262531,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262512,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0262511,12,2,11,5.833333333333333,5.0,1,6,1.8333333333333333,1.0
FBgn0262508,7,2,7,4.142857142857143,4.0,1,2,1.2857142857142858,1.0
FBgn0262483,7,2,10,5.857142857142857,6.0,1,2,1.1428571428571428,1.0
FBgn0262481,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262477,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0262361,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262359,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262351,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262169,6,5,11,8.833333333333334,9.5,1,3,2.0,2.0
FBgn0262166,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262146,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262142,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0262125,7,2,7,4.714285714285714,5.0,1,4,1.7142857142857142,1.0
FBgn0262107,1,1,1,1.0,1.0,4,4,4.0,4.0
FBgn0262103,2,2,11,6.5,6.5,1,5,3.0,3.0
FBgn0262102,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262101,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0262030,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0262003,2,3,5,4.0,4.0,1,2,1.5,1.5
FBgn0262002,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0261986,4,2,5,3.5,3.5,1,2,1.25,1.0
FBgn0261984,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0261983,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0261955,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0261934,8,2,9,4.75,4.5,1,5,1.5,1.0
FBgn0261873,12,2,17,6.666666666666667,5.5,1,3,1.25,1.0
FBgn0261872,5,3,13,8.4,10.0,1,2,1.6,2.0
FBgn0261871,2,3,8,5.5,5.5,1,2,1.5,1.5
FBgn0261853,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0261822,17,2,10,5.823529411764706,6.0,1,6,1.7647058823529411,1.0
FBgn0261808,4,2,7,5.5,6.5,1,2,1.75,2.0
FBgn0261807,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0261804,4,2,15,6.5,4.5,1,2,1.25,1.0
FBgn0261801,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0261794,33,2,22,11.515151515151516,11.0,1,7,1.3333333333333333,1.0
FBgn0261792,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0261791,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0261790,1,1,1,1.0,1.0,2,2,2.0,2.0
FBgn0261703,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0261673,4,2,6,4.5,5.0,1,4,2.0,1.5
FBgn0261649,2,3,8,5.5,5.5,2,2,2.0,2.0
FBgn0261617,5,2,6,3.4,2.0,1,2,1.2,1.0
FBgn0261611,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0261565,15,2,10,5.666666666666667,6.0,1,5,1.8666666666666667,1.0
FBgn0261562,2,4,5,4.5,4.5,2,2,2.0,2.0
FBgn0261561,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0261560,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0261556,4,2,5,3.0,2.5,1,2,1.25,1.0
FBgn0261555,4,2,10,6.0,6.0,1,2,1.25,1.0
FBgn0261553,6,2,8,5.166666666666667,5.5,1,2,1.1666666666666667,1.0
FBgn0261552,32,1,8,4.71875,5.0,1,10,1.71875,1.0
FBgn0261547,6,3,8,5.5,5.5,1,3,1.3333333333333333,1.0
FBgn0261532,2,6,8,7.0,7.0,1,4,2.5,2.5
FBgn0261531,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0261530,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0261524,1,5,5,5.0,5.0,3,3,3.0,3.0
FBgn0261502,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0261458,5,2,7,4.2,4.0,1,4,1.8,1.0
FBgn0261446,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0261403,3,3,9,5.0,3.0,1,3,2.3333333333333335,3.0
FBgn0261386,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0261373,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0261349,1,4,4,4.0,4.0,2,2,2.0,2.0
FBgn0261341,2,6,6,6.0,6.0,2,3,2.5,2.5
FBgn0261287,3,7,8,7.333333333333333,7.0,2,2,2.0,2.0
FBgn0261286,1,6,6,6.0,6.0,2,2,2.0,2.0
FBgn0261283,6,3,8,5.5,5.5,1,3,1.3333333333333333,1.0
FBgn0261279,6,2,7,4.666666666666667,4.5,1,2,1.1666666666666667,1.0
FBgn0261277,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0261261,5,2,10,5.6,5.0,1,2,1.2,1.0
FBgn0261260,9,2,8,3.888888888888889,3.0,1,6,1.5555555555555556,1.0
FBgn0261258,1,7,7,7.0,7.0,2,2,2.0,2.0
FBgn0261243,2,3,6,4.5,4.5,1,3,2.0,2.0
FBgn0261111,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0261090,1,8,8,8.0,8.0,2,2,2.0,2.0
FBgn0261067,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0261065,1,5,5,5.0,5.0,2,2,2.0,2.0
FBgn0261060,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0261055,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0261041,7,2,16,7.428571428571429,4.0,1,3,1.2857142857142858,1.0
FBgn0260964,14,2,9,6.0,6.5,1,4,1.2857142857142858,1.0
FBgn0260943,18,2,16,9.055555555555555,9.0,1,6,1.8333333333333333,1.0
FBgn0260942,3,3,4,3.6666666666666665,4.0,1,2,1.6666666666666667,2.0
FBgn0260934,13,2,16,8.153846153846153,4.0,1,2,1.0769230769230769,1.0
FBgn0260861,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0260859,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0260856,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0260798,12,2,15,8.25,7.5,1,4,1.25,1.0
FBgn0260795,6,2,7,4.666666666666667,4.5,1,2,1.1666666666666667,1.0
FBgn0260775,2,2,4,3.0,3.0,1,2,1.5,1.5
FBgn0260768,1,3,3,3.0,3.0,2,2,2.0,2.0
FBgn0260764,2,3,3,3.0,3.0,1,2,1.5,1.5
FBgn0260761,2,2,6,4.0,4.0,1,2,1.5,1.5
FBgn0260760,2,2,3,2.5,2.5,1,2,1.5,1.5
FBgn0260753,4,2,10,7.75,9.5,1,2,1.25,1.0
FBgn0260749,1,13,13,13.0,13.0,3,3,3.0,3.0
FBgn0260746,3,2,5,3.6666666666666665,4.0,1,3,1.6666666666666667,1.0
FBgn0260745,8,2,10,5.75,5.5,1,10,2.5,1.0
FBgn0260743,3,3,6,4.666666666666667,5.0,1,2,1.3333333333333333,1.0
FBgn0260742,4,2,5,3.0,2.5,1,6,2.25,1.0
FBgn0260741,1,2,2,2.0,2.0,2,2,2.0,2.0
FBgn0260660,8,3,22,12.75,12.5,1,2,1.375,1.0
