ERS_grp_num,ERS_grp_size,gene_id,xscripts,contains_which_gtf,flag_nonolp_pair,flag_IR_in_set,num_IR_xscripts,prop_IR,num_ER,min_num_nt_diff,max_num_nt_diff,mean_num_nt_diff,median_num_nt_diff,min_prop_nt_diff,max_prop_nt_diff,mean_prop_nt_diff,median_prop_nt_diff
32,2,XLOC_004129,flair_XLOC_004129_1_FLAIR|isoseq3cluster_XLOC_004129_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2,XLOC_004128,flair_XLOC_004128_1_FLAIR|isoseq3cluster_XLOC_004128_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,4,XLOC_004115,isoseq3cluster_XLOC_004115_1_isoseq3cluster|flair_XLOC_004115_1_FLAIR|isoseq3cluster_XLOC_004115_2_isoseq3cluster|isoseq3cluster_XLOC_004115_3_isoseq3cluster,3,1,1,3,0.75,1,0.0,497.0,223.0,172.0,0.0,0.1299346405228758,0.058300653594771226,0.0449673202614379
35,3,XLOC_004100,isoseq3cluster_XLOC_004100_2_isoseq3cluster|isoseq3cluster_XLOC_004100_1_isoseq3cluster|flair_XLOC_004100_1_FLAIR,3,1,0,0,0.0,1,0.0,25.0,12.5,12.5,0.0,0.0149790293588975,0.00748951467944875,0.00748951467944875
36,2,XLOC_004094,flair_XLOC_004094_1_FLAIR|isoseq3cluster_XLOC_004094_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,4,XLOC_004083,isoseq3cluster_XLOC_004083_2_isoseq3cluster|isoseq3cluster_XLOC_004083_1_isoseq3cluster|isoseq3cluster_XLOC_004083_3_isoseq3cluster|flair_XLOC_004083_1_FLAIR,3,1,0,0,0.0,1,0.0,804.0,528.3333333333334,781.0,0.0,0.1961932650073206,0.12892467870505933,0.1905807711078574
38,2,XLOC_004065,isoseq3cluster_XLOC_004065_1_isoseq3cluster|flair_XLOC_004065_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2,XLOC_004063,isoseq3cluster_XLOC_004063_1_isoseq3cluster|flair_XLOC_004063_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,XLOC_004050,isoseq3cluster_XLOC_004050_1_isoseq3cluster|flair_XLOC_004050_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2,XLOC_004015,flair_XLOC_004015_1_FLAIR|isoseq3cluster_XLOC_004015_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2,XLOC_004008,flair_XLOC_004008_1_FLAIR|isoseq3cluster_XLOC_004008_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,41,XLOC_004001,isoseq3cluster_XLOC_004001_26_isoseq3cluster|isoseq3cluster_XLOC_004001_34_isoseq3cluster|isoseq3cluster_XLOC_004001_6_isoseq3cluster|isoseq3cluster_XLOC_004001_18_isoseq3cluster|isoseq3cluster_XLOC_004001_38_isoseq3cluster|isoseq3cluster_XLOC_004001_19_isoseq3cluster|isoseq3cluster_XLOC_004001_35_isoseq3cluster|isoseq3cluster_XLOC_004001_23_isoseq3cluster|isoseq3cluster_XLOC_004001_33_isoseq3cluster|isoseq3cluster_XLOC_004001_24_isoseq3cluster|isoseq3cluster_XLOC_004001_5_isoseq3cluster|isoseq3cluster_XLOC_004001_1_isoseq3cluster|isoseq3cluster_XLOC_004001_28_isoseq3cluster|isoseq3cluster_XLOC_004001_27_isoseq3cluster|isoseq3cluster_XLOC_004001_22_isoseq3cluster|flair_XLOC_004001_2_FLAIR|isoseq3cluster_XLOC_004001_15_isoseq3cluster|isoseq3cluster_XLOC_004001_36_isoseq3cluster|isoseq3cluster_XLOC_004001_13_isoseq3cluster|isoseq3cluster_XLOC_004001_39_isoseq3cluster|isoseq3cluster_XLOC_004001_3_isoseq3cluster|isoseq3cluster_XLOC_004001_8_isoseq3cluster|isoseq3cluster_XLOC_004001_20_isoseq3cluster|isoseq3cluster_XLOC_004001_11_isoseq3cluster|isoseq3cluster_XLOC_004001_25_isoseq3cluster|isoseq3cluster_XLOC_004001_32_isoseq3cluster|isoseq3cluster_XLOC_004001_2_isoseq3cluster|isoseq3cluster_XLOC_004001_37_isoseq3cluster|isoseq3cluster_XLOC_004001_10_isoseq3cluster|flair_XLOC_004001_1_FLAIR|isoseq3cluster_XLOC_004001_17_isoseq3cluster|isoseq3cluster_XLOC_004001_21_isoseq3cluster|isoseq3cluster_XLOC_004001_29_isoseq3cluster|isoseq3cluster_XLOC_004001_31_isoseq3cluster|isoseq3cluster_XLOC_004001_9_isoseq3cluster|isoseq3cluster_XLOC_004001_7_isoseq3cluster|isoseq3cluster_XLOC_004001_30_isoseq3cluster|isoseq3cluster_XLOC_004001_16_isoseq3cluster|isoseq3cluster_XLOC_004001_12_isoseq3cluster|isoseq3cluster_XLOC_004001_14_isoseq3cluster|isoseq3cluster_XLOC_004001_4_isoseq3cluster,3,1,1,23,0.5609756097560976,1,0.0,4863.0,2104.293103448276,1722.5,0.0,0.8964055299539171,0.39595031892800464,0.31751152073732714
44,2,XLOC_003994,flair_XLOC_003994_1_FLAIR|isoseq3cluster_XLOC_003994_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2,XLOC_003980,flair_XLOC_003980_1_FLAIR|isoseq3cluster_XLOC_003980_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2,XLOC_003939,isoseq3cluster_XLOC_003939_1_isoseq3cluster|flair_XLOC_003939_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2,XLOC_003918,isoseq3cluster_XLOC_003918_1_isoseq3cluster|flair_XLOC_003918_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2,XLOC_003903,flair_XLOC_003903_1_FLAIR|isoseq3cluster_XLOC_003903_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2,XLOC_003881,isoseq3cluster_XLOC_003881_1_isoseq3cluster|flair_XLOC_003881_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2,XLOC_003872,isoseq3cluster_XLOC_003872_1_isoseq3cluster|flair_XLOC_003872_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2,XLOC_003867,flair_XLOC_003867_1_FLAIR|isoseq3cluster_XLOC_003867_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2,XLOC_003866,flair_XLOC_003866_1_FLAIR|isoseq3cluster_XLOC_003866_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2,XLOC_003864,isoseq3cluster_XLOC_003864_1_isoseq3cluster|flair_XLOC_003864_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,3,XLOC_003862,isoseq3cluster_XLOC_003862_2_isoseq3cluster|isoseq3cluster_XLOC_003862_1_isoseq3cluster|flair_XLOC_003862_1_FLAIR,3,1,0,0,0.0,1,0.0,6.0,3.0,3.0,0.0,0.0041265474552957,0.00206327372764785,0.00206327372764785
55,2,XLOC_003861,isoseq3cluster_XLOC_003861_1_isoseq3cluster|flair_XLOC_003861_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2,XLOC_003846,flair_XLOC_003846_1_FLAIR|isoseq3cluster_XLOC_003846_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2,XLOC_003823,flair_XLOC_003823_1_FLAIR|isoseq3cluster_XLOC_003823_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2,XLOC_003820,isoseq3cluster_XLOC_003820_1_isoseq3cluster|flair_XLOC_003820_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2,XLOC_003815,isoseq3cluster_XLOC_003815_1_isoseq3cluster|flair_XLOC_003815_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2,XLOC_003800,isoseq3cluster_XLOC_003800_1_isoseq3cluster|flair_XLOC_003800_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2,XLOC_003787,flair_XLOC_003787_1_FLAIR|isoseq3cluster_XLOC_003787_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,3,XLOC_003784,isoseq3cluster_XLOC_003784_2_isoseq3cluster|flair_XLOC_003784_1_FLAIR|isoseq3cluster_XLOC_003784_1_isoseq3cluster,3,1,1,2,0.6666666666666666,1,0.0,67.0,33.5,33.5,0.0,0.0185031759182546,0.0092515879591273,0.0092515879591273
63,3,XLOC_003742,isoseq3cluster_XLOC_003742_2_isoseq3cluster|isoseq3cluster_XLOC_003742_1_isoseq3cluster|flair_XLOC_003742_1_FLAIR,3,1,1,2,0.6666666666666666,1,0.0,2758.0,1379.0,1379.0,0.0,0.7154345006485084,0.3577172503242542,0.3577172503242542
64,2,XLOC_003741,isoseq3cluster_XLOC_003741_1_isoseq3cluster|flair_XLOC_003741_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2,XLOC_003740,isoseq3cluster_XLOC_003740_1_isoseq3cluster|flair_XLOC_003740_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2,XLOC_003739,isoseq3cluster_XLOC_003739_1_isoseq3cluster|flair_XLOC_003739_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2,XLOC_003736,isoseq3cluster_XLOC_003736_1_isoseq3cluster|flair_XLOC_003736_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2,XLOC_003735,flair_XLOC_003735_1_FLAIR|isoseq3cluster_XLOC_003735_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2,XLOC_003732,isoseq3cluster_XLOC_003732_1_isoseq3cluster|flair_XLOC_003732_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5,XLOC_003715,flair_XLOC_003715_1_FLAIR|isoseq3cluster_XLOC_003715_1_isoseq3cluster|isoseq3cluster_XLOC_003715_3_isoseq3cluster|isoseq3cluster_XLOC_003715_4_isoseq3cluster|isoseq3cluster_XLOC_003715_2_isoseq3cluster,3,1,1,4,0.8,1,0.0,4207.0,1359.25,615.0,0.0,0.9598448551220624,0.3101186402007757,0.14031485284052014
71,2,XLOC_003714,flair_XLOC_003714_1_FLAIR|isoseq3cluster_XLOC_003714_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2,XLOC_003701,isoseq3cluster_XLOC_003701_1_isoseq3cluster|flair_XLOC_003701_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,5,XLOC_003696,isoseq3cluster_XLOC_003696_4_isoseq3cluster|isoseq3cluster_XLOC_003696_2_isoseq3cluster|isoseq3cluster_XLOC_003696_3_isoseq3cluster|flair_XLOC_003696_1_FLAIR|isoseq3cluster_XLOC_003696_1_isoseq3cluster,3,1,1,2,0.4,1,0.0,1754.0,509.25,141.5,0.0,0.4377339655602695,0.12709009233840776,0.035313201896680746
74,2,XLOC_003654,flair_XLOC_003654_1_FLAIR|isoseq3cluster_XLOC_003654_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2,XLOC_003652,isoseq3cluster_XLOC_003652_1_isoseq3cluster|flair_XLOC_003652_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2,XLOC_003643,flair_XLOC_003643_1_FLAIR|isoseq3cluster_XLOC_003643_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2,XLOC_003642,isoseq3cluster_XLOC_003642_1_isoseq3cluster|flair_XLOC_003642_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,4,XLOC_003617,isoseq3cluster_XLOC_003617_1_isoseq3cluster|isoseq3cluster_XLOC_003617_3_isoseq3cluster|isoseq3cluster_XLOC_003617_2_isoseq3cluster|flair_XLOC_003617_1_FLAIR,3,1,1,3,0.75,1,0.0,1556.0,1019.0,1501.0,0.0,0.3568807339449541,0.2337155963302752,0.3442660550458715
79,2,XLOC_003581,flair_XLOC_003581_1_FLAIR|isoseq3cluster_XLOC_003581_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2,XLOC_003570,isoseq3cluster_XLOC_003570_1_isoseq3cluster|flair_XLOC_003570_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2,XLOC_003569,isoseq3cluster_XLOC_003569_1_isoseq3cluster|flair_XLOC_003569_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,4,XLOC_003563,isoseq3cluster_XLOC_003563_1_isoseq3cluster|isoseq3cluster_XLOC_003563_3_isoseq3cluster|flair_XLOC_003563_1_FLAIR|isoseq3cluster_XLOC_003563_2_isoseq3cluster,3,1,0,0,0.0,1,0.0,1131.0,744.0,1101.0,0.0,0.2302524429967426,0.15146579804560256,0.2241449511400651
83,2,XLOC_003562,flair_XLOC_003562_1_FLAIR|isoseq3cluster_XLOC_003562_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2,XLOC_003531,isoseq3cluster_XLOC_003531_1_isoseq3cluster|flair_XLOC_003531_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2,XLOC_003522,isoseq3cluster_XLOC_003522_1_isoseq3cluster|flair_XLOC_003522_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2,XLOC_003516,flair_XLOC_003516_1_FLAIR|isoseq3cluster_XLOC_003516_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2,XLOC_003498,flair_XLOC_003498_1_FLAIR|isoseq3cluster_XLOC_003498_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2,XLOC_003493,flair_XLOC_003493_1_FLAIR|isoseq3cluster_XLOC_003493_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2,XLOC_003483,isoseq3cluster_XLOC_003483_1_isoseq3cluster|flair_XLOC_003483_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,3,XLOC_003481,isoseq3cluster_XLOC_003481_1_isoseq3cluster|flair_XLOC_003481_1_FLAIR|isoseq3cluster_XLOC_003481_2_isoseq3cluster,3,1,0,0,0.0,1,0.0,2234.0,1117.0,1117.0,0.0,0.4339549339549339,0.21697746697746695,0.21697746697746695
91,2,XLOC_003459,isoseq3cluster_XLOC_003459_1_isoseq3cluster|flair_XLOC_003459_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2,XLOC_003453,isoseq3cluster_XLOC_003453_1_isoseq3cluster|flair_XLOC_003453_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2,XLOC_003448,flair_XLOC_003448_1_FLAIR|isoseq3cluster_XLOC_003448_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2,XLOC_003440,isoseq3cluster_XLOC_003440_1_isoseq3cluster|flair_XLOC_003440_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2,XLOC_003437,isoseq3cluster_XLOC_003437_1_isoseq3cluster|flair_XLOC_003437_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2,XLOC_003427,isoseq3cluster_XLOC_003427_1_isoseq3cluster|flair_XLOC_003427_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2,XLOC_003421,flair_XLOC_003421_1_FLAIR|isoseq3cluster_XLOC_003421_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2,XLOC_003399,flair_XLOC_003399_1_FLAIR|isoseq3cluster_XLOC_003399_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2,XLOC_003387,isoseq3cluster_XLOC_003387_1_isoseq3cluster|flair_XLOC_003387_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2,XLOC_003386,isoseq3cluster_XLOC_003386_1_isoseq3cluster|flair_XLOC_003386_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2,XLOC_003385,flair_XLOC_003385_1_FLAIR|isoseq3cluster_XLOC_003385_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2,XLOC_003379,isoseq3cluster_XLOC_003379_1_isoseq3cluster|flair_XLOC_003379_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2,XLOC_003371,flair_XLOC_003371_1_FLAIR|isoseq3cluster_XLOC_003371_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,3,XLOC_003368,isoseq3cluster_XLOC_003368_1_isoseq3cluster|isoseq3cluster_XLOC_003368_2_isoseq3cluster|flair_XLOC_003368_1_FLAIR,3,1,0,0,0.0,1,0.0,22.0,11.0,11.0,0.0,0.0109725685785536,0.0054862842892768,0.0054862842892768
105,2,XLOC_003367,flair_XLOC_003367_1_FLAIR|isoseq3cluster_XLOC_003367_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2,XLOC_003365,isoseq3cluster_XLOC_003365_1_isoseq3cluster|flair_XLOC_003365_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2,XLOC_003364,flair_XLOC_003364_1_FLAIR|isoseq3cluster_XLOC_003364_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2,XLOC_003354,isoseq3cluster_XLOC_003354_1_isoseq3cluster|flair_XLOC_003354_1_FLAIR,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2,XLOC_003348,flair_XLOC_003348_1_FLAIR|isoseq3cluster_XLOC_003348_1_isoseq3cluster,3,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
