"gene_id","transcript_1","transcript_2","num_junction_T1_only","num_junction_T2_only","num_junction_shared","prop_junction_diff","prop_junction_similar","junction_T1_all","junction_T2_all","junction_T1_only","junction_T2_only","junction_shared","num_ER_T1_only","num_ER_T2_only","num_ER_shared","prop_ER_diff","prop_ER_similar","ER_T1_only","ER_T2_only","ER_shared","num_fragment_T1_only","num_fragment_T2_only","num_fragment_shared","prop_fragment_diff","prop_fragment_similar","fragment_T1_only","fragment_T2_only","fragment_shared","num_fragment_singletons_T1_only","num_fragment_singletons_T2_only","num_fragment_singletons_shared","num_IR_fragment_T1","num_IR_fragment_T2","IR_fragment_T1","IR_fragment_T2","num_nt_shared","num_nt_T1_only","num_nt_T2_only","num_nt_diff","total_nt","prop_nt_diff","prop_nt_similar","num_nt_T1_only_in_shared_ER","num_nt_T2_only_in_shared_ER","num_nt_shared_in_shared_ER","total_nt_in_shared_ER","prop_nt_diff_in_shared_ER","prop_nt_similar_in_shared_ER","num_nt_T1_only_in_unique_ER","num_nt_T2_only_in_unique_ER","flag_FSM","flag_T1_ISM_of_T2","flag_T2_ISM_of_T1","flag_IR","flag_5_variation","flag_3_variation","flag_alt_donor_acceptor","flag_alt_exon","flag_no_shared_nt","num_transcript_in_gene_mel_isoseq3cluster","num_transcript_in_gene_mel_FLAIR","flag_mel_isoseq3cluster_greater","flag_mel_FLAIR_greater","flag_match","transcript_in_gene","min_match_mel_isoseq3cluster","flag_min_match_mel_isoseq3cluster","min_match_mel_FLAIR","flag_min_match_mel_FLAIR","flag_recip_min_match","num_recip_min_match_in_gene","flag_mel_isoseq3cluster_tie","flag_mel_FLAIR_tie","mel_isoseq3cluster_distance_ties","mel_FLAIR_distance_ties","flag_identical_recip_min_match","flag_FSM_recip_min_match","flag_ERM_recip_min_match","flag_ERM_noIR_recip_min_match","flag_ERM_withIR_recip_min_match","num_identical_recip_min_match_in_gene","num_FSM_recip_min_match_in_gene","num_ERM_recip_min_match_in_gene","num_ERM_noIR_recip_min_match_in_gene","num_ERM_withIR_recip_min_match_in_gene","prop_identical_recip_min_match_in_gene","prop_FSM_recip_min_match_in_gene","prop_ERM_recip_min_match_in_gene","prop_ERM_noIR_recip_min_match_in_gene","prop_ERM_withIR_recip_min_match_in_gene","flag_no_shared_nt_recip_min_match","flag_alt_exon_recip_min_match","flag_alt_donor_acceptor_recip_min_match","flag_IR_recip_min_match","flag_5_variation_recip_min_match","flag_3_variation_recip_min_match","recip_min_pair_in_gene","flag_min_match_mel_isoseq3cluster_w_ties","flag_min_match_mel_FLAIR_w_ties","flag_recip_min_match_w_ties","num_recip_min_match_in_gene_w_ties","flag_identical_recip_min_match_w_ties","flag_FSM_recip_min_match_w_ties","flag_ERM_recip_min_match_w_ties","flag_ERM_noIR_recip_min_match_w_ties","flag_ERM_withIR_recip_min_match_w_ties","num_identical_recip_min_match_in_gene_w_ties","num_FSM_recip_min_match_in_gene_w_ties","num_ERM_recip_min_match_in_gene_w_ties","num_ERM_noIR_recip_min_match_in_gene_w_ties","prop_identical_recip_min_match_in_gene_w_ties","prop_FSM_recip_min_match_in_gene_w_ties","prop_ERM_recip_min_match_in_gene_w_ties","prop_ERM_noIR_recip_min_match_in_gene_w_ties","num_ERM_withIR_recip_min_match_in_gene_w_ties","prop_ERM_withIR_recip_min_match_in_gene_w_ties","recip_min_pair_in_gene_w_ties"
"FBgn0266579","T2_isoseq","mel_flair_FBgn0266579_3_mel_FLAIR",2,1,5,0.375,0.625,"3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27643963:27645234:-","3R:27642928:27643824:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",1,0,7,0.125,0.875,"3R:27644404:27644422:-",,"3R:27642316:27642938:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,0,7,0.125,0.875,"3R:27644404:27644422:-",,"3R:27642316:27642938:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,0,7,0,0,,,2009,18,0,18,2027,0.008880118401579,0.991119881598421,0,0,2009,2009,0,1,18,0,0,0,0,0,0,0,0,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_2_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_5_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_3_mel_FLAIR","T2_isoseq",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_8_mel_isoseq3cluster","mel_flair_FBgn0266579_4_mel_FLAIR",1,2,5,0.375,0.625,"3R:27641484:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27643963:27645234:-","3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27641484:27643824:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",0,1,7,0.125,0.875,,"3R:27644404:27644422:-","3R:27640641:27641494:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,1,7,0.222222222222222,0.777777777777778,"3R:27640641:27640678:-","3R:27644404:27644422:-","3R:27640678:27641494:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",0,1,6,0,0,,,2203,37,18,55,2258,0.024357838795394,0.975642161204606,37,0,2203,2240,0.016517857142857,0.983482142857143,0,18,0,0,0,0,0,1,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_5_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_4_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_8_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster","mel_flair_FBgn0266579_5_mel_FLAIR",2,1,5,0.375,0.625,"3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27643963:27645234:-","3R:27641484:27643824:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",1,0,7,0.125,0.875,"3R:27644404:27644422:-",,"3R:27640641:27641494:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,0,7,0.222222222222222,0.777777777777778,"3R:27640641:27640678:-|3R:27644404:27644422:-",,"3R:27640678:27641494:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,0,6,0,0,,,2203,55,0,55,2258,0.024357838795394,0.975642161204606,37,0,2203,2240,0.016517857142857,0.983482142857143,18,0,0,0,0,0,0,1,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_4_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_8_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_5_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_6_mel_isoseq3cluster","mel_flair_FBgn0266579_5_mel_FLAIR",2,1,5,0.375,0.625,"3R:27641484:27643824:-|3R:27643963:27644711:-|3R:27644817:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27643963:27644711:-|3R:27644817:27645234:-","3R:27643963:27645234:-","3R:27641484:27643824:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",1,0,7,0.125,0.875,"3R:27644701:27644827:-",,"3R:27640678:27641494:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656821:-",2,0,7,0.222222222222222,0.777777777777778,"3R:27644701:27644827:-|3R:27656810:27656821:-",,"3R:27640678:27641494:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,0,6,0,0,,,2203,137,0,137,2340,0.058547008547009,0.941452991452991,11,0,2203,2214,0.004968383017164,0.995031616982836,126,0,0,0,0,0,1,0,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_8_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_8_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_5_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_6_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster","mel_flair_FBgn0266579_4_mel_FLAIR",1,2,5,0.375,0.625,"3R:27641484:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27644414:-","3R:27641484:27643824:-|3R:27643963:27644414:-","3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",0,1,7,0.125,0.875,,"3R:27643814:27643973:-","3R:27640641:27641494:-|3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,1,7,0.222222222222222,0.777777777777778,"3R:27640641:27640678:-","3R:27643814:27643973:-","3R:27640678:27641494:-|3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",0,1,6,0,0,,,2062,37,159,196,2258,0.086802480070859,0.913197519929141,37,0,2062,2099,0.017627441638876,0.982372558361124,0,159,0,0,0,0,0,1,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_6_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_4_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster","mel_flair_FBgn0266579_6_mel_FLAIR",2,1,5,0.375,0.625,"3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27644414:-","3R:27641484:27644414:-","3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",1,0,7,0.125,0.875,"3R:27643814:27643973:-",,"3R:27640641:27641494:-|3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,0,7,0.222222222222222,0.777777777777778,"3R:27640641:27640678:-|3R:27643814:27643973:-",,"3R:27640678:27641494:-|3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,0,6,0,0,,,2062,196,0,196,2258,0.086802480070859,0.913197519929141,37,0,2062,2099,0.017627441638876,0.982372558361124,159,0,0,0,0,0,0,1,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_4_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_6_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_5_mel_isoseq3cluster","mel_flair_FBgn0266579_2_mel_FLAIR",1,2,5,0.375,0.625,"3R:27642928:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27643963:27645234:-","3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27642928:27643824:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",0,1,7,0.125,0.875,,"3R:27644404:27644422:-","3R:27640678:27642938:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,1,7,0.222222222222222,0.777777777777778,"3R:27640678:27642316:-","3R:27644404:27644422:-","3R:27642316:27642938:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",0,1,6,0,0,,,2009,1638,18,1656,3665,0.451841746248295,0.548158253751705,1638,0,2009,3647,0.449136276391555,0.550863723608445,0,18,0,0,0,0,0,1,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_3_mel_FLAIR",0,"T2_isoseq",0,0,6,0,0,"mel_flair_FBgn0266579_2_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_5_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_5_mel_isoseq3cluster","mel_flair_FBgn0266579_4_mel_FLAIR",2,3,4,0.555555555555556,0.444444444444444,"3R:27642928:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27645234:-","3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",0,1,7,0.125,0.875,,"3R:27644404:27644422:-","3R:27640678:27642938:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,1,7,0.222222222222222,0.777777777777778,"3R:27641494:27642938:-","3R:27644404:27644422:-","3R:27640678:27641494:-|3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",0,1,6,0,0,,,2203,1444,18,1462,3665,0.398908594815825,0.601091405184175,1444,0,2203,3647,0.395941870030162,0.604058129969838,0,18,0,0,0,0,0,0,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_3_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_4_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_5_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_6_mel_isoseq3cluster","mel_flair_FBgn0051363_7_mel_FLAIR",0,1,5,0.166666666666667,0.833333333333333,"3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604273:11604595:-",,"3R:11604273:11604595:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-",0,1,6,0.142857142857143,0.857142857142857,,"3R:11604585:11604751:-","3R:11590385:11591307:-|3R:11591994:11592012:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604330:-",1,1,6,0.25,0.75,"3R:11604283:11604330:-","3R:11604585:11604751:-","3R:11590385:11591307:-|3R:11591994:11592012:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604283:-",0,1,5,0,0,,,1507,47,166,213,1720,0.123837209302326,0.876162790697674,47,0,1507,1554,0.03024453024453,0.96975546975547,0,166,0,1,0,0,1,0,1,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_7_mel_FLAIR",1,"mel_isoseq3cluster_FBgn0051363_9_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_7_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_6_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",1,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_6_mel_isoseq3cluster","mel_flair_FBgn0051363_6_mel_FLAIR",0,1,5,0.166666666666667,0.833333333333333,"3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604229:11604595:-",,"3R:11604229:11604595:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-",0,1,6,0.142857142857143,0.857142857142857,,"3R:11604585:11604751:-","3R:11590385:11591307:-|3R:11591994:11592012:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604330:-",1,1,6,0.25,0.75,"3R:11604239:11604330:-","3R:11604585:11604751:-","3R:11590385:11591307:-|3R:11591994:11592012:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604239:-",0,1,5,0,0,,,1463,91,166,257,1720,0.149418604651163,0.850581395348837,91,0,1463,1554,0.058558558558559,0.941441441441441,0,166,0,1,0,0,1,0,1,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_7_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0051363_8_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_6_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_6_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","T1_isoseq","mel_flair_FBgn0266579_6_mel_FLAIR",1,2,4,0.428571428571429,0.571428571428571,"3R:27641484:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27645234:-","3R:27641484:27644414:-|3R:27644412:27645234:-","3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",0,1,6,0.142857142857143,0.857142857142857,,"3R:27644404:27644422:-","3R:27640678:27641494:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",0,1,6,0.142857142857143,0.857142857142857,,"3R:27644404:27644422:-","3R:27640678:27641494:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",0,1,6,0,0,,,2044,0,18,18,2062,0.008729388942774,0.991270611057226,0,0,2044,2044,0,1,0,18,0,0,0,0,0,0,0,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","T1_flair",0,"mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_6_mel_FLAIR","T1_isoseq",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_8_mel_isoseq3cluster","mel_flair_FBgn0051363_8_mel_FLAIR",2,1,4,0.428571428571429,0.571428571428571,"3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604229:11604595:-","3R:11591297:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604229:11604595:-","3R:11591297:11592004:-|3R:11592002:11592376:-","3R:11591297:11592376:-","3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604229:11604595:-",1,0,6,0.142857142857143,0.857142857142857,"3R:11591994:11592012:-",,"3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604239:-|3R:11604585:11604751:-",1,1,6,0.25,0.75,"3R:11591994:11592012:-","3R:11604746:11604751:-","3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604239:-|3R:11604585:11604746:-",1,0,5,0,0,,,1606,18,5,23,1629,0.014119091467158,0.985880908532842,0,5,1606,1611,0.003103662321539,0.99689633767846,18,0,0,0,0,0,1,0,1,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_6_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0051363_7_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_8_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_8_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_7_mel_isoseq3cluster","mel_flair_FBgn0051363_7_mel_FLAIR",1,2,4,0.428571428571429,0.571428571428571,"3R:11591297:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604273:11604595:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604273:11604595:-","3R:11591297:11592376:-","3R:11591297:11592004:-|3R:11592002:11592376:-","3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-|3R:11604273:11604595:-",0,1,6,0.142857142857143,0.857142857142857,,"3R:11591994:11592012:-","3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604283:-|3R:11604585:11604751:-",0,3,6,0.333333333333333,0.666666666666667,,"3R:11590385:11590387:-|3R:11591994:11592012:-|3R:11604746:11604751:-","3R:11590387:11591307:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-|3R:11604141:11604283:-|3R:11604585:11604746:-",0,1,4,0,0,,,1648,0,25,25,1673,0.014943215780036,0.985056784219964,0,7,1648,1655,0.004229607250755,0.995770392749245,0,18,0,0,0,0,1,1,1,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_3_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0051363_9_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_7_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_7_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
