gene_id,transcript_id,coords
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12362071:12363048:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12363228:12363296:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12363380:12363886:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12364125:12368404:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12368453:12368793:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12369238:12369307:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12369815:12370460:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12361684:12363048:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12363228:12363296:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12363380:12363886:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12364125:12368404:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12368453:12368793:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12369238:12369307:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12369815:12370460:+
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9732881:9732956:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733003:9733076:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733167:9733232:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733315:9733419:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733551:9733618:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733735:9733800:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732259:9732335:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732463:9732531:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732642:9732793:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732890:9732956:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733003:9733076:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733167:9733232:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733315:9733419:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733551:9733618:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733735:9733800:-
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10735371:10735451:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10735505:10735567:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10735966:10736065:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10736432:10736498:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10736581:10736645:+
gene:WBGene00000866,tr_gene:WBGene00000866_2,IV:10986329:10986437:+
gene:WBGene00000866,tr_gene:WBGene00000866_2,IV:10986804:10986868:+
gene:WBGene00000866,tr_gene:WBGene00000866_2,IV:10986951:10987013:+
gene:WBGene00001007,tr_gene:WBGene00001007_1,IV:13097813:13097883:-
gene:WBGene00001007,tr_gene:WBGene00001007_1,IV:13098028:13098098:-
gene:WBGene00001007,tr_gene:WBGene00001007_1,IV:13098174:13098237:-
gene:WBGene00001007,tr_gene:WBGene00001007_1,IV:13098576:13098645:-
gene:WBGene00001007,tr_gene:WBGene00001007_2,IV:13097240:13097307:-
gene:WBGene00001007,tr_gene:WBGene00001007_2,IV:13097518:13097588:-
gene:WBGene00001007,tr_gene:WBGene00001007_2,IV:13097819:13097883:-
gene:WBGene00001007,tr_gene:WBGene00001007_2,IV:13098028:13098098:-
gene:WBGene00001007,tr_gene:WBGene00001007_2,IV:13098174:13098237:-
gene:WBGene00001007,tr_gene:WBGene00001007_2,IV:13098576:13098645:-
gene:WBGene00001058,tr_gene:WBGene00001058_2,IV:4802926:4802992:-
gene:WBGene00001058,tr_gene:WBGene00001058_2,IV:4803376:4803861:-
gene:WBGene00001058,tr_gene:WBGene00001058_2,IV:4803986:4804054:-
gene:WBGene00001058,tr_gene:WBGene00001058_2,IV:4804480:4804825:-
gene:WBGene00001058,tr_gene:WBGene00001058_2,IV:4805315:4805387:-
gene:WBGene00001058,tr_gene:WBGene00001058_2,IV:4805683:4806290:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12446494:12446566:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12447062:12447130:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12447215:12447284:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12447333:12447841:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12447915:12447980:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12448578:12449056:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12449758:12449831:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12450791:12450866:-
gene:WBGene00001085,tr_gene:WBGene00001085_1,IV:12451189:12451258:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12445076:12445759:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12446494:12446566:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12447062:12447130:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12447215:12447284:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12447333:12447841:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12447915:12447980:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12448578:12449056:-
gene:WBGene00001085,tr_gene:WBGene00001085_2,IV:12449758:12449831:-
gene:WBGene00001151,tr_gene:WBGene00001151_1,IV:11856206:11856276:-
gene:WBGene00001151,tr_gene:WBGene00001151_2,IV:11855269:11855440:-
gene:WBGene00001151,tr_gene:WBGene00001151_2,IV:11855696:11855763:-
gene:WBGene00001151,tr_gene:WBGene00001151_2,IV:11855934:11856007:-
gene:WBGene00001151,tr_gene:WBGene00001151_2,IV:11856053:11856115:-
gene:WBGene00001151,tr_gene:WBGene00001151_2,IV:11856213:11856276:-
gene:WBGene00001173,tr_gene:WBGene00001173_1,IV:1876197:1877196:+
gene:WBGene00001173,tr_gene:WBGene00001173_1,IV:1877810:1879853:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1848216:1860845:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1860993:1862692:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1862908:1864129:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1864276:1865382:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1865459:1871773:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1871877:1873594:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1873682:1875651:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1876197:1877196:+
gene:WBGene00001173,tr_gene:WBGene00001173_2,IV:1877810:1879853:+
gene:WBGene00001239,tr_gene:WBGene00001239_1,IV:9526514:9526999:+
gene:WBGene00001239,tr_gene:WBGene00001239_1,IV:9527163:9527408:+
gene:WBGene00001239,tr_gene:WBGene00001239_1,IV:9527774:9528020:+
gene:WBGene00001239,tr_gene:WBGene00001239_2,IV:9526523:9527002:+
gene:WBGene00001239,tr_gene:WBGene00001239_2,IV:9527163:9527408:+
gene:WBGene00001239,tr_gene:WBGene00001239_2,IV:9527774:9528020:+
gene:WBGene00001330,tr_gene:WBGene00001330_1,IV:14896116:14897330:+
gene:WBGene00001330,tr_gene:WBGene00001330_1,IV:14897495:14897629:+
gene:WBGene00001330,tr_gene:WBGene00001330_1,IV:14897691:14898139:+
gene:WBGene00001330,tr_gene:WBGene00001330_1,IV:14898276:14898654:+
gene:WBGene00001330,tr_gene:WBGene00001330_1,IV:14898770:14900283:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14879605:14885582:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14885693:14886623:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14886824:14888388:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14888596:14889219:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14889323:14891473:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14891764:14891842:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14892055:14893796:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14893954:14894176:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14894231:14894350:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14894434:14894543:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14894839:14894915:+
gene:WBGene00001330,tr_gene:WBGene00001330_2,IV:14895006:14896069:+
gene:WBGene00001398,tr_gene:WBGene00001398_1,IV:11915169:11915558:-
gene:WBGene00001398,tr_gene:WBGene00001398_2,IV:11914088:11914216:-
gene:WBGene00001398,tr_gene:WBGene00001398_2,IV:11914358:11914433:-
gene:WBGene00001398,tr_gene:WBGene00001398_2,IV:11914750:11915068:-
gene:WBGene00001398,tr_gene:WBGene00001398_2,IV:11915171:11915558:-
gene:WBGene00001411,tr_gene:WBGene00001411_1,IV:5537438:5537507:-
gene:WBGene00001411,tr_gene:WBGene00001411_1,IV:5537548:5537612:-
gene:WBGene00001411,tr_gene:WBGene00001411_1,IV:5537718:5537791:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5533515:5534134:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5534830:5534916:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5535042:5536535:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5536632:5536698:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5537044:5537119:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5537188:5537255:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5537341:5537411:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5537445:5537507:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5537548:5537612:-
gene:WBGene00001411,tr_gene:WBGene00001411_2,IV:5537718:5537791:-
gene:WBGene00001413,tr_gene:WBGene00001413_1,IV:9105705:9105770:+
gene:WBGene00001413,tr_gene:WBGene00001413_1,IV:9105829:9106220:+
gene:WBGene00001413,tr_gene:WBGene00001413_1,IV:9106548:9106650:+
gene:WBGene00001413,tr_gene:WBGene00001413_1,IV:9106721:9107121:+
gene:WBGene00001413,tr_gene:WBGene00001413_2,IV:9105262:9105372:+
gene:WBGene00001413,tr_gene:WBGene00001413_2,IV:9105705:9105770:+
gene:WBGene00001413,tr_gene:WBGene00001413_2,IV:9105829:9106220:+
gene:WBGene00001413,tr_gene:WBGene00001413_2,IV:9106548:9106650:+
gene:WBGene00001413,tr_gene:WBGene00001413_2,IV:9106721:9107121:+
gene:WBGene00001558,tr_gene:WBGene00001558_1,IV:14791518:14791866:-
gene:WBGene00001558,tr_gene:WBGene00001558_2,IV:14791214:14791291:-
gene:WBGene00001558,tr_gene:WBGene00001558_2,IV:14791525:14791866:-
gene:WBGene00001999,tr_gene:WBGene00001999_2,IV:3337500:3337569:-
gene:WBGene00001999,tr_gene:WBGene00001999_2,IV:3338288:3338388:-
gene:WBGene00001999,tr_gene:WBGene00001999_2,IV:3338534:3338815:-
gene:WBGene00002005,tr_gene:WBGene00002005_1,IV:17279997:17280211:+
gene:WBGene00002005,tr_gene:WBGene00002005_1,IV:17280872:17280946:+
gene:WBGene00002005,tr_gene:WBGene00002005_2,IV:17279158:17279229:+
gene:WBGene00002005,tr_gene:WBGene00002005_2,IV:17280872:17280946:+
gene:WBGene00002043,tr_gene:WBGene00002043_1,IV:8540661:8541104:+
gene:WBGene00002043,tr_gene:WBGene00002043_1,IV:8541206:8541773:+
gene:WBGene00002043,tr_gene:WBGene00002043_1,IV:8541844:8541924:+
gene:WBGene00002043,tr_gene:WBGene00002043_1,IV:8542098:8542831:+
gene:WBGene00002043,tr_gene:WBGene00002043_1,IV:8542961:8543188:+
gene:WBGene00002043,tr_gene:WBGene00002043_1,IV:8543403:8543469:+
gene:WBGene00002043,tr_gene:WBGene00002043_1,IV:8543662:8543972:+
gene:WBGene00002043,tr_gene:WBGene00002043_2,IV:8539133:8541104:+
gene:WBGene00002043,tr_gene:WBGene00002043_2,IV:8541206:8541773:+
gene:WBGene00002043,tr_gene:WBGene00002043_2,IV:8541844:8541924:+
gene:WBGene00002043,tr_gene:WBGene00002043_2,IV:8542098:8542831:+
gene:WBGene00002043,tr_gene:WBGene00002043_2,IV:8542961:8543188:+
gene:WBGene00002043,tr_gene:WBGene00002043_2,IV:8543403:8543469:+
gene:WBGene00002043,tr_gene:WBGene00002043_2,IV:8543662:8543972:+
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095025:9095087:-
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095169:9095248:-
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095288:9095352:-
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095475:9095539:-
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095025:9095087:-
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095169:9095248:-
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095288:9095352:-
gene:WBGene00002046,tr_gene:WBGene00002046_1,IV:9095475:9095539:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9094802:9094896:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9095169:9095248:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9095288:9095352:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9095475:9095539:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9094802:9094896:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9095169:9095248:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9095288:9095352:-
gene:WBGene00002046,tr_gene:WBGene00002046_3,IV:9095475:9095539:-
gene:WBGene00002080,tr_gene:WBGene00002080_1,IV:7923368:7923529:-
gene:WBGene00002080,tr_gene:WBGene00002080_1,IV:7923749:7923850:-
gene:WBGene00002080,tr_gene:WBGene00002080_1,IV:7923913:7923982:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7917274:7917821:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7918250:7918345:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7919307:7919372:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7919634:7919790:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7919942:7922020:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7922080:7922833:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7922933:7923002:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7923213:7923279:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7923374:7923529:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7923749:7923850:-
gene:WBGene00002080,tr_gene:WBGene00002080_2,IV:7923913:7923982:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:15999298:15999773:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16000857:16001764:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16001924:16002476:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16002888:16004391:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16004552:16005262:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16005580:16005934:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16006040:16011907:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16012085:16014322:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16014531:16017346:-
gene:WBGene00002175,tr_gene:WBGene00002175_1,IV:16017480:16018908:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:15998395:15998935:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:15999084:15999159:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:15999304:15999773:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16000857:16001764:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16001924:16002476:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16002888:16004391:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16004552:16005262:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16005580:16005934:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16006040:16011907:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16012085:16014322:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16014531:16017346:-
gene:WBGene00002175,tr_gene:WBGene00002175_2,IV:16017480:16018908:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11341543:11341618:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11342191:11342300:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11342487:11342909:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11343026:11345893:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11346051:11346120:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11346196:11346538:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11346606:11350865:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11350921:11351091:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11351178:11355424:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11355542:11356006:-
gene:WBGene00002223,tr_gene:WBGene00002223_1,IV:11356705:11356774:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11341543:11341618:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11342191:11342300:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11342487:11342909:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11343026:11343401:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11343555:11344374:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11344537:11345893:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11346051:11346120:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11346196:11346538:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11346606:11350865:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11350921:11351091:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11351178:11355424:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11355542:11356006:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11356705:11356774:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11357039:11357285:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11357668:11357758:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11358006:11358076:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11358172:11358239:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11358504:11358570:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11358874:11359504:-
gene:WBGene00002223,tr_gene:WBGene00002223_2,IV:11359707:11359774:-
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6101577:6102726:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6102772:6102847:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6102966:6106177:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6106344:6106415:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6106497:6107727:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6107972:6108049:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6108351:6108425:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6108536:6108994:+
gene:WBGene00002245,tr_gene:WBGene00002245_1,IV:6109466:6110013:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6095494:6101431:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6101449:6101517:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6101577:6102726:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6102772:6102847:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6102966:6106177:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6106344:6106415:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6106497:6107727:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6107972:6108049:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6108351:6108425:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6108536:6108994:+
gene:WBGene00002245,tr_gene:WBGene00002245_2,IV:6109466:6110013:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11059634:11059702:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11059847:11060418:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11060480:11060547:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11060609:11061077:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11061146:11061633:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11061889:11061956:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11062048:11062123:+
gene:WBGene00002992,tr_gene:WBGene00002992_1,IV:11062190:11063103:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11054358:11057679:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11057727:11057798:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11057858:11059408:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11059634:11059702:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11059847:11060418:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11060480:11060547:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11060609:11061077:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11061146:11061633:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11061889:11061956:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11062048:11062123:+
gene:WBGene00002992,tr_gene:WBGene00002992_2,IV:11062190:11063103:+
gene:WBGene00003010,tr_gene:WBGene00003010_1,IV:12132916:12133059:+
gene:WBGene00003010,tr_gene:WBGene00003010_1,IV:12133262:12134641:+
gene:WBGene00003010,tr_gene:WBGene00003010_1,IV:12134712:12134785:+
gene:WBGene00003010,tr_gene:WBGene00003010_2,IV:12129628:12131956:+
gene:WBGene00003010,tr_gene:WBGene00003010_2,IV:12132049:12132823:+
gene:WBGene00003010,tr_gene:WBGene00003010_2,IV:12132917:12133059:+
gene:WBGene00003010,tr_gene:WBGene00003010_2,IV:12133262:12134641:+
gene:WBGene00003010,tr_gene:WBGene00003010_2,IV:12134712:12134785:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13241541:13241607:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13241693:13241763:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13242131:13242692:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13242918:13242992:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13241381:13241452:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13241541:13241607:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13241693:13241763:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13242131:13242692:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13242918:13242992:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13241541:13241607:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13241693:13241763:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13242131:13242692:+
gene:WBGene00003037,tr_gene:WBGene00003037_1,IV:13242918:13242992:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241183:13241245:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241381:13241452:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241541:13241607:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241693:13241763:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13242131:13242692:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13242918:13242992:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13241381:13241452:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13241541:13241607:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13241693:13241763:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13242131:13242692:+
gene:WBGene00003037,tr_gene:WBGene00003037_2,IV:13242918:13242992:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241183:13241245:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241381:13241452:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241541:13241607:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13241693:13241763:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13242131:13242692:+
gene:WBGene00003037,tr_gene:WBGene00003037_3,IV:13242918:13242992:+
gene:WBGene00003085,tr_gene:WBGene00003085_1,IV:14076051:14076132:+
