gene_id,transcript_1,transcript_2,transcript_id,ef_id,ef_chr,ef_start,ef_end,ef_strand,ef_ir_flag,er_id,er_chr,er_start,er_end,er_strand
gene:WBGene00000186,tr_gene:WBGene00000186_1,tr_gene:WBGene00000186_2,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,gene:WBGene00000186:ER9:EF1,IV,12629239,12629474,-,0,gene:WBGene00000186:ER9,IV,12629239,12629474,-
gene:WBGene00000186,tr_gene:WBGene00000186_1,tr_gene:WBGene00000186_2,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,gene:WBGene00000186:ER10:EF1,IV,12630093,12630268,-,0,gene:WBGene00000186:ER10,IV,12630093,12630268,-
gene:WBGene00000186,tr_gene:WBGene00000186_1,tr_gene:WBGene00000186_2,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,gene:WBGene00000186:ER11:EF1,IV,12630694,12630780,-,0,gene:WBGene00000186:ER11,IV,12630694,12630780,-
gene:WBGene00000186,tr_gene:WBGene00000186_1,tr_gene:WBGene00000186_2,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,gene:WBGene00000186:ER12:EF1,IV,12630892,12631022,-,0,gene:WBGene00000186:ER12,IV,12630892,12631022,-
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_2,gene:WBGene00000376:ER1:EF1,IV,12361541,12361694,+,0,gene:WBGene00000376:ER1,IV,12361541,12361694,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1,gene:WBGene00000376:ER2:EF1,IV,12361957,12362081,+,0,gene:WBGene00000376:ER2,IV,12361957,12362081,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1|tr_gene:WBGene00000376_2,gene:WBGene00000376:ER3:EF1,IV,12363038,12363238,+,0,gene:WBGene00000376:ER3,IV,12363038,12363238,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1|tr_gene:WBGene00000376_2,gene:WBGene00000376:ER4:EF1,IV,12363286,12363390,+,0,gene:WBGene00000376:ER4,IV,12363286,12363390,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1|tr_gene:WBGene00000376_2,gene:WBGene00000376:ER5:EF1,IV,12363876,12364135,+,0,gene:WBGene00000376:ER5,IV,12363876,12364135,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1|tr_gene:WBGene00000376_2,gene:WBGene00000376:ER6:EF1,IV,12368394,12368463,+,0,gene:WBGene00000376:ER6,IV,12368394,12368463,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1|tr_gene:WBGene00000376_2,gene:WBGene00000376:ER7:EF1,IV,12368783,12369248,+,0,gene:WBGene00000376:ER7,IV,12368783,12369248,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1|tr_gene:WBGene00000376_2,gene:WBGene00000376:ER8:EF1,IV,12369297,12369825,+,0,gene:WBGene00000376:ER8,IV,12369297,12369825,+
gene:WBGene00000376,tr_gene:WBGene00000376_1,tr_gene:WBGene00000376_2,tr_gene:WBGene00000376_1|tr_gene:WBGene00000376_2,gene:WBGene00000376:ER9:EF1,IV,12370450,12371828,+,0,gene:WBGene00000376:ER9,IV,12370450,12371828,+
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_2,gene:WBGene00000509:ER1:EF1,IV,9731736,9732269,-,0,gene:WBGene00000509:ER1,IV,9731736,9732269,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_2,gene:WBGene00000509:ER2:EF1,IV,9732325,9732473,-,0,gene:WBGene00000509:ER2,IV,9732325,9732473,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_2,gene:WBGene00000509:ER3:EF1,IV,9732521,9732652,-,0,gene:WBGene00000509:ER3,IV,9732521,9732652,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_1|tr_gene:WBGene00000509_2,gene:WBGene00000509:ER4:EF1,IV,9732783,9732891,-,0,gene:WBGene00000509:ER4,IV,9732783,9732900,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_2,gene:WBGene00000509:ER4:EF2,IV,9732891,9732900,-,0,gene:WBGene00000509:ER4,IV,9732783,9732900,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_1|tr_gene:WBGene00000509_2,gene:WBGene00000509:ER5:EF1,IV,9732946,9733013,-,0,gene:WBGene00000509:ER5,IV,9732946,9733013,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_1|tr_gene:WBGene00000509_2,gene:WBGene00000509:ER6:EF1,IV,9733066,9733177,-,0,gene:WBGene00000509:ER6,IV,9733066,9733177,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_1|tr_gene:WBGene00000509_2,gene:WBGene00000509:ER7:EF1,IV,9733222,9733325,-,0,gene:WBGene00000509:ER7,IV,9733222,9733325,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_1|tr_gene:WBGene00000509_2,gene:WBGene00000509:ER8:EF1,IV,9733409,9733561,-,0,gene:WBGene00000509:ER8,IV,9733409,9733561,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_1|tr_gene:WBGene00000509_2,gene:WBGene00000509:ER9:EF1,IV,9733608,9733745,-,0,gene:WBGene00000509:ER9,IV,9733608,9733745,-
gene:WBGene00000509,tr_gene:WBGene00000509_1,tr_gene:WBGene00000509_2,tr_gene:WBGene00000509_1|tr_gene:WBGene00000509_2,gene:WBGene00000509:ER10:EF1,IV,9733790,9733928,-,0,gene:WBGene00000509:ER10,IV,9733790,9733928,-
gene:WBGene00000865,tr_gene:WBGene00000865_1,tr_gene:WBGene00000865_2,tr_gene:WBGene00000865_2,gene:WBGene00000865:ER1:EF1,IV,10735258,10735381,+,0,gene:WBGene00000865:ER1,IV,10735258,10735381,+
gene:WBGene00000865,tr_gene:WBGene00000865_1,tr_gene:WBGene00000865_2,tr_gene:WBGene00000865_2,gene:WBGene00000865:ER2:EF1,IV,10735441,10735515,+,0,gene:WBGene00000865:ER2,IV,10735441,10735515,+
gene:WBGene00000865,tr_gene:WBGene00000865_1,tr_gene:WBGene00000865_2,tr_gene:WBGene00000865_2,gene:WBGene00000865:ER3:EF1,IV,10735557,10735976,+,0,gene:WBGene00000865:ER3,IV,10735557,10735976,+
gene:WBGene00000865,tr_gene:WBGene00000865_1,tr_gene:WBGene00000865_2,tr_gene:WBGene00000865_2,gene:WBGene00000865:ER4:EF1,IV,10736055,10736442,+,0,gene:WBGene00000865:ER4,IV,10736055,10736442,+
gene:WBGene00000865,tr_gene:WBGene00000865_1,tr_gene:WBGene00000865_2,tr_gene:WBGene00000865_2,gene:WBGene00000865:ER5:EF1,IV,10736488,10736591,+,0,gene:WBGene00000865:ER5,IV,10736488,10736591,+
gene:WBGene00000865,tr_gene:WBGene00000865_1,tr_gene:WBGene00000865_2,tr_gene:WBGene00000865_1|tr_gene:WBGene00000865_2,gene:WBGene00000865:ER6:EF1,IV,10736635,10736999,+,0,gene:WBGene00000865:ER6,IV,10736635,10737177,+
gene:WBGene00000865,tr_gene:WBGene00000865_1,tr_gene:WBGene00000865_2,tr_gene:WBGene00000865_1,gene:WBGene00000865:ER6:EF2,IV,10736999,10737177,+,0,gene:WBGene00000865:ER6,IV,10736635,10737177,+
gene:WBGene00000866,tr_gene:WBGene00000866_1,tr_gene:WBGene00000866_2,tr_gene:WBGene00000866_1|tr_gene:WBGene00000866_2,gene:WBGene00000866:ER1:EF1,IV,10985984,10986339,+,0,gene:WBGene00000866:ER1,IV,10985984,10987426,+
gene:WBGene00000866,tr_gene:WBGene00000866_1,tr_gene:WBGene00000866_2,tr_gene:WBGene00000866_1,gene:WBGene00000866:ER1:EF2,IV,10986339,10986427,+,1,gene:WBGene00000866:ER1,IV,10985984,10987426,+
gene:WBGene00000866,tr_gene:WBGene00000866_1,tr_gene:WBGene00000866_2,tr_gene:WBGene00000866_1|tr_gene:WBGene00000866_2,gene:WBGene00000866:ER1:EF3,IV,10986427,10986814,+,0,gene:WBGene00000866:ER1,IV,10985984,10987426,+
gene:WBGene00000866,tr_gene:WBGene00000866_1,tr_gene:WBGene00000866_2,tr_gene:WBGene00000866_1,gene:WBGene00000866:ER1:EF4,IV,10986814,10986858,+,1,gene:WBGene00000866:ER1,IV,10985984,10987426,+
gene:WBGene00000866,tr_gene:WBGene00000866_1,tr_gene:WBGene00000866_2,tr_gene:WBGene00000866_1|tr_gene:WBGene00000866_2,gene:WBGene00000866:ER1:EF5,IV,10986858,10986961,+,0,gene:WBGene00000866:ER1,IV,10985984,10987426,+
gene:WBGene00000866,tr_gene:WBGene00000866_1,tr_gene:WBGene00000866_2,tr_gene:WBGene00000866_1,gene:WBGene00000866:ER1:EF6,IV,10986961,10987003,+,1,gene:WBGene00000866:ER1,IV,10985984,10987426,+
gene:WBGene00000866,tr_gene:WBGene00000866_1,tr_gene:WBGene00000866_2,tr_gene:WBGene00000866_1|tr_gene:WBGene00000866_2,gene:WBGene00000866:ER1:EF7,IV,10987003,10987426,+,0,gene:WBGene00000866:ER1,IV,10985984,10987426,+
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_2,gene:WBGene00001007:ER1:EF1,IV,13096957,13097250,-,0,gene:WBGene00001007:ER1,IV,13096957,13097250,-
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_2,gene:WBGene00001007:ER2:EF1,IV,13097297,13097528,-,0,gene:WBGene00001007:ER2,IV,13097297,13097528,-
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_1|tr_gene:WBGene00001007_2,gene:WBGene00001007:ER3:EF1,IV,13097578,13097823,-,0,gene:WBGene00001007:ER3,IV,13097578,13097829,-
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_2,gene:WBGene00001007:ER3:EF2,IV,13097823,13097829,-,0,gene:WBGene00001007:ER3,IV,13097578,13097829,-
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_1|tr_gene:WBGene00001007_2,gene:WBGene00001007:ER4:EF1,IV,13097873,13098038,-,0,gene:WBGene00001007:ER4,IV,13097873,13098038,-
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_1|tr_gene:WBGene00001007_2,gene:WBGene00001007:ER5:EF1,IV,13098088,13098184,-,0,gene:WBGene00001007:ER5,IV,13098088,13098184,-
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_1|tr_gene:WBGene00001007_2,gene:WBGene00001007:ER6:EF1,IV,13098227,13098586,-,0,gene:WBGene00001007:ER6,IV,13098227,13098586,-
gene:WBGene00001007,tr_gene:WBGene00001007_1,tr_gene:WBGene00001007_2,tr_gene:WBGene00001007_1|tr_gene:WBGene00001007_2,gene:WBGene00001007:ER7:EF1,IV,13098635,13098813,-,0,gene:WBGene00001007:ER7,IV,13098635,13098813,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_2,gene:WBGene00001058:ER1:EF1,IV,4802701,4802936,-,0,gene:WBGene00001058:ER1,IV,4802701,4802936,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_2,gene:WBGene00001058:ER2:EF1,IV,4802982,4803386,-,0,gene:WBGene00001058:ER2,IV,4802982,4803386,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_2,gene:WBGene00001058:ER3:EF1,IV,4803851,4803996,-,0,gene:WBGene00001058:ER3,IV,4803851,4803996,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_2,gene:WBGene00001058:ER4:EF1,IV,4804044,4804490,-,0,gene:WBGene00001058:ER4,IV,4804044,4804490,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_2,gene:WBGene00001058:ER5:EF1,IV,4804815,4805325,-,0,gene:WBGene00001058:ER5,IV,4804815,4805325,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_2,gene:WBGene00001058:ER6:EF1,IV,4805377,4805693,-,0,gene:WBGene00001058:ER6,IV,4805377,4805693,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_2,gene:WBGene00001058:ER7:EF1,IV,4806280,4806281,-,0,gene:WBGene00001058:ER7,IV,4806280,4806586,-
gene:WBGene00001058,tr_gene:WBGene00001058_1,tr_gene:WBGene00001058_2,tr_gene:WBGene00001058_1|tr_gene:WBGene00001058_2,gene:WBGene00001058:ER7:EF2,IV,4806281,4806586,-,0,gene:WBGene00001058:ER7,IV,4806280,4806586,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_2,gene:WBGene00001085:ER1:EF1,IV,12444449,12445086,-,0,gene:WBGene00001085:ER1,IV,12444449,12445086,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_2,gene:WBGene00001085:ER2:EF1,IV,12445749,12445884,-,0,gene:WBGene00001085:ER2,IV,12445749,12446504,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER2:EF2,IV,12445884,12446504,-,0,gene:WBGene00001085:ER2,IV,12445749,12446504,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER3:EF1,IV,12446556,12447072,-,0,gene:WBGene00001085:ER3,IV,12446556,12447072,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER4:EF1,IV,12447120,12447225,-,0,gene:WBGene00001085:ER4,IV,12447120,12447225,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER5:EF1,IV,12447274,12447343,-,0,gene:WBGene00001085:ER5,IV,12447274,12447343,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER6:EF1,IV,12447831,12447925,-,0,gene:WBGene00001085:ER6,IV,12447831,12447925,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER7:EF1,IV,12447970,12448588,-,0,gene:WBGene00001085:ER7,IV,12447970,12448588,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER8:EF1,IV,12449046,12449768,-,0,gene:WBGene00001085:ER8,IV,12449046,12449768,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1|tr_gene:WBGene00001085_2,gene:WBGene00001085:ER9:EF1,IV,12449821,12449922,-,0,gene:WBGene00001085:ER9,IV,12449821,12450801,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1,gene:WBGene00001085:ER9:EF2,IV,12449922,12450801,-,0,gene:WBGene00001085:ER9,IV,12449821,12450801,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1,gene:WBGene00001085:ER10:EF1,IV,12450856,12451199,-,0,gene:WBGene00001085:ER10,IV,12450856,12451199,-
gene:WBGene00001085,tr_gene:WBGene00001085_1,tr_gene:WBGene00001085_2,tr_gene:WBGene00001085_1,gene:WBGene00001085:ER11:EF1,IV,12451248,12451299,-,0,gene:WBGene00001085:ER11,IV,12451248,12451299,-
gene:WBGene00001151,tr_gene:WBGene00001151_1,tr_gene:WBGene00001151_2,tr_gene:WBGene00001151_2,gene:WBGene00001151:ER1:EF1,IV,11854978,11855279,-,0,gene:WBGene00001151:ER1,IV,11854978,11855279,-
gene:WBGene00001151,tr_gene:WBGene00001151_1,tr_gene:WBGene00001151_2,tr_gene:WBGene00001151_2,gene:WBGene00001151:ER2:EF1,IV,11855430,11855706,-,0,gene:WBGene00001151:ER2,IV,11855430,11855706,-
gene:WBGene00001151,tr_gene:WBGene00001151_1,tr_gene:WBGene00001151_2,tr_gene:WBGene00001151_2,gene:WBGene00001151:ER3:EF1,IV,11855753,11855944,-,0,gene:WBGene00001151:ER3,IV,11855753,11855944,-
gene:WBGene00001151,tr_gene:WBGene00001151_1,tr_gene:WBGene00001151_2,tr_gene:WBGene00001151_2,gene:WBGene00001151:ER4:EF1,IV,11855997,11856063,-,0,gene:WBGene00001151:ER4,IV,11855997,11856063,-
gene:WBGene00001151,tr_gene:WBGene00001151_1,tr_gene:WBGene00001151_2,tr_gene:WBGene00001151_1|tr_gene:WBGene00001151_2,gene:WBGene00001151:ER5:EF1,IV,11856105,11856216,-,0,gene:WBGene00001151:ER5,IV,11856105,11856223,-
gene:WBGene00001151,tr_gene:WBGene00001151_1,tr_gene:WBGene00001151_2,tr_gene:WBGene00001151_2,gene:WBGene00001151:ER5:EF2,IV,11856216,11856223,-,0,gene:WBGene00001151:ER5,IV,11856105,11856223,-
gene:WBGene00001151,tr_gene:WBGene00001151_1,tr_gene:WBGene00001151_2,tr_gene:WBGene00001151_1|tr_gene:WBGene00001151_2,gene:WBGene00001151:ER6:EF1,IV,11856266,11856341,-,0,gene:WBGene00001151:ER6,IV,11856266,11856341,-
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER1:EF1,IV,1847967,1848226,+,0,gene:WBGene00001173:ER1,IV,1847967,1848226,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER2:EF1,IV,1860835,1861003,+,0,gene:WBGene00001173:ER2,IV,1860835,1861003,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER3:EF1,IV,1862682,1862918,+,0,gene:WBGene00001173:ER3,IV,1862682,1862918,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER4:EF1,IV,1864119,1864286,+,0,gene:WBGene00001173:ER4,IV,1864119,1864286,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER5:EF1,IV,1865372,1865469,+,0,gene:WBGene00001173:ER5,IV,1865372,1865469,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER6:EF1,IV,1871763,1871887,+,0,gene:WBGene00001173:ER6,IV,1871763,1871887,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER7:EF1,IV,1873584,1873692,+,0,gene:WBGene00001173:ER7,IV,1873584,1873692,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_2,gene:WBGene00001173:ER8:EF1,IV,1875641,1875650,+,0,gene:WBGene00001173:ER8,IV,1875641,1876207,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_1|tr_gene:WBGene00001173_2,gene:WBGene00001173:ER8:EF2,IV,1875650,1876207,+,0,gene:WBGene00001173:ER8,IV,1875641,1876207,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_1|tr_gene:WBGene00001173_2,gene:WBGene00001173:ER9:EF1,IV,1877186,1877820,+,0,gene:WBGene00001173:ER9,IV,1877186,1877820,+
gene:WBGene00001173,tr_gene:WBGene00001173_1,tr_gene:WBGene00001173_2,tr_gene:WBGene00001173_1|tr_gene:WBGene00001173_2,gene:WBGene00001173:ER10:EF1,IV,1879843,1880587,+,0,gene:WBGene00001173:ER10,IV,1879843,1880587,+
gene:WBGene00001239,tr_gene:WBGene00001239_1,tr_gene:WBGene00001239_2,tr_gene:WBGene00001239_1|tr_gene:WBGene00001239_2,gene:WBGene00001239:ER1:EF1,IV,9526365,9526524,+,0,gene:WBGene00001239:ER1,IV,9526365,9526533,+
gene:WBGene00001239,tr_gene:WBGene00001239_1,tr_gene:WBGene00001239_2,tr_gene:WBGene00001239_2,gene:WBGene00001239:ER1:EF2,IV,9526524,9526533,+,0,gene:WBGene00001239:ER1,IV,9526365,9526533,+
gene:WBGene00001239,tr_gene:WBGene00001239_1,tr_gene:WBGene00001239_2,tr_gene:WBGene00001239_1,gene:WBGene00001239:ER2:EF1,IV,9526989,9526992,+,0,gene:WBGene00001239:ER2,IV,9526989,9527173,+
gene:WBGene00001239,tr_gene:WBGene00001239_1,tr_gene:WBGene00001239_2,tr_gene:WBGene00001239_1|tr_gene:WBGene00001239_2,gene:WBGene00001239:ER2:EF2,IV,9526992,9527173,+,0,gene:WBGene00001239:ER2,IV,9526989,9527173,+
gene:WBGene00001239,tr_gene:WBGene00001239_1,tr_gene:WBGene00001239_2,tr_gene:WBGene00001239_1|tr_gene:WBGene00001239_2,gene:WBGene00001239:ER3:EF1,IV,9527398,9527784,+,0,gene:WBGene00001239:ER3,IV,9527398,9527784,+
gene:WBGene00001239,tr_gene:WBGene00001239_1,tr_gene:WBGene00001239_2,tr_gene:WBGene00001239_1|tr_gene:WBGene00001239_2,gene:WBGene00001239:ER4:EF1,IV,9528010,9528350,+,0,gene:WBGene00001239:ER4,IV,9528010,9528350,+
