ERG_num,ERG_size,gene_id,xscripts,contains_which_gtf,flag_nonolp_pair,flag_IR_in_set,num_IR_xscripts,prop_IR,num_ER,min_num_nt_noOvlp,max_num_nt_noOvlp,mean_num_nt_noOvlp,median_num_nt_noOvlp,min_prop_nt_noOvlp,max_prop_nt_noOvlp,mean_prop_nt_noOvlp,median_prop_nt_noOvlp
20,2,FBgn0038488,FBtr0083414|FBtr0337043,0,0,0,0,0.0,6,980.0,980.0,980.0,980.0,0.258438818565401,0.258438818565401,0.258438818565401,0.258438818565401
21,2,FBgn0038491,FBtr0337042|FBtr0083410,0,0,0,0,0.0,2,664.0,664.0,664.0,664.0,0.357951482479784,0.357951482479784,0.357951482479784,0.357951482479784
22,2,FBgn0038492,FBtr0334402|FBtr0334403,0,0,0,0,0.0,6,3.0,3.0,3.0,3.0,0.000409053722389,0.000409053722389,0.000409053722389,0.000409053722389
23,2,FBgn0038499,FBtr0302317|FBtr0083452,0,0,0,0,0.0,7,713.0,713.0,713.0,713.0,0.239663865546218,0.239663865546218,0.239663865546218,0.239663865546218
24,2,FBgn0038504,FBtr0083447|FBtr0339531,0,0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2,FBgn0038504,FBtr0339532|FBtr0083448,0,0,0,0,0.0,3,1467.0,1467.0,1467.0,1467.0,0.340450220468786,0.340450220468786,0.340450220468786,0.340450220468786
26,2,FBgn0038515,FBtr0083505|FBtr0321266,0,0,1,2,1.0,4,61.0,61.0,61.0,61.0,0.032972972972973,0.032972972972973,0.032972972972973,0.032972972972973
27,2,FBgn0038516,FBtr0083454|FBtr0083455,0,0,0,0,0.0,3,281.0,281.0,281.0,281.0,0.222134387351779,0.222134387351779,0.222134387351779,0.222134387351779
28,2,FBgn0038524,FBtr0305308|FBtr0083462,0,0,0,0,0.0,5,7.0,7.0,7.0,7.0,0.003510531594784,0.003510531594784,0.003510531594784,0.003510531594784
29,2,FBgn0038526,FBtr0345206|FBtr0083465,0,0,0,0,0.0,2,127.0,127.0,127.0,127.0,0.143827859569649,0.143827859569649,0.143827859569649,0.143827859569649
30,3,FBgn0038532,FBtr0344347|FBtr0331347|FBtr0083476,0,0,1,3,1.0,7,179.0,768.0,558.6666666666666,729.0,0.034436321662178,0.131125149393888,0.09667597381909833,0.124466450401229
31,3,FBgn0038535,FBtr0089417|FBtr0089412|FBtr0089413,0,0,0,0,0.0,6,2.0,57.0,38.0,55.0,0.000609013398295,0.01707097933513,0.011383996779166,0.016471997604073
32,2,FBgn0038539,FBtr0346730|FBtr0083533,0,0,0,0,0.0,1,45.0,45.0,45.0,45.0,0.068807339449541,0.068807339449541,0.068807339449541,0.068807339449541
33,2,FBgn0038541,FBtr0344630|FBtr0332174,0,0,0,0,0.0,6,1277.0,1277.0,1277.0,1277.0,0.31230129616043,0.31230129616043,0.31230129616043,0.31230129616043
34,2,FBgn0038542,FBtr0346161|FBtr0083532,0,0,0,0,0.0,6,707.0,707.0,707.0,707.0,0.135414671518866,0.135414671518866,0.135414671518866,0.135414671518866
35,2,FBgn0038545,FBtr0305007|FBtr0083513,0,0,0,0,0.0,5,58.0,58.0,58.0,58.0,0.066361556064073,0.066361556064073,0.066361556064073,0.066361556064073
36,2,FBgn0038547,FBtr0083528|FBtr0347216,0,0,0,0,0.0,5,219.0,219.0,219.0,219.0,0.097855227882038,0.097855227882038,0.097855227882038,0.097855227882038
37,2,FBgn0038558,FBtr0083519|FBtr0308497,0,0,0,0,0.0,1,312.0,312.0,312.0,312.0,0.309831181727905,0.309831181727905,0.309831181727905,0.309831181727905
38,2,FBgn0038569,FBtr0083623|FBtr0344646,0,0,0,0,0.0,3,374.0,374.0,374.0,374.0,0.147070389303972,0.147070389303972,0.147070389303972,0.147070389303972
39,2,FBgn0038576,FBtr0083557|FBtr0336468,0,0,0,0,0.0,2,240.0,240.0,240.0,240.0,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069
40,2,FBgn0038590,FBtr0083605|FBtr0347215,0,0,0,0,0.0,1,429.0,429.0,429.0,429.0,0.25750300120048,0.25750300120048,0.25750300120048,0.25750300120048
41,5,FBgn0038603,FBtr0083590|FBtr0330313|FBtr0083592|FBtr0083591|FBtr0330312,0,1,0,0,0.0,8,0.0,222.0,120.25,111.0,0.0,0.058482613277134,0.03215643113663675,0.029843006074358
42,3,FBgn0038608,FBtr0302307|FBtr0339976|FBtr0083586,0,0,0,0,0.0,7,3.0,6.0,4.0,3.0,0.002002670226969,0.004005340453939,0.002670226969292333,0.002002670226969
43,2,FBgn0038610,FBtr0083583|FBtr0083581,0,0,0,0,0.0,3,48.0,48.0,48.0,48.0,0.042477876106195,0.042477876106195,0.042477876106195,0.042477876106195
44,2,FBgn0038610,FBtr0344550|FBtr0083582,0,0,0,0,0.0,4,48.0,48.0,48.0,48.0,0.037735849056604,0.037735849056604,0.037735849056604,0.037735849056604
45,2,FBgn0038619,FBtr0083630|FBtr0333830,0,0,0,0,0.0,3,18.0,18.0,18.0,18.0,0.019148936170213,0.019148936170213,0.019148936170213,0.019148936170213
46,3,FBgn0038630,FBtr0083634|FBtr0083636|FBtr0305956,0,0,1,3,1.0,1,98.0,144.0,122.66666666666667,126.0,0.074186222558668,0.102345415778252,0.08869462571429666,0.08955223880597
47,2,FBgn0038638,FBtr0083664|FBtr0083665,0,0,0,0,0.0,3,136.0,136.0,136.0,136.0,0.056572379367721,0.056572379367721,0.056572379367721,0.056572379367721
48,2,FBgn0038639,FBtr0083688|FBtr0083689,0,0,1,2,1.0,3,452.0,452.0,452.0,452.0,0.162589928057554,0.162589928057554,0.162589928057554,0.162589928057554
49,2,FBgn0038641,FBtr0083668|FBtr0083669,0,0,0,0,0.0,6,1449.0,1449.0,1449.0,1449.0,0.305181128896377,0.305181128896377,0.305181128896377,0.305181128896377
50,2,FBgn0038642,FBtr0083687|FBtr0345269,0,0,0,0,0.0,4,3.0,3.0,3.0,3.0,0.000964320154291,0.000964320154291,0.000964320154291,0.000964320154291
51,2,FBgn0038651,FBtr0305051|FBtr0273382,0,0,0,0,0.0,15,3.0,3.0,3.0,3.0,0.00039437360326,0.00039437360326,0.00039437360326,0.00039437360326
52,2,FBgn0038652,FBtr0301199|FBtr0083678,0,0,0,0,0.0,11,3.0,3.0,3.0,3.0,0.001180637544274,0.001180637544274,0.001180637544274,0.001180637544274
53,3,FBgn0038653,FBtr0330029|FBtr0332809|FBtr0083677,0,0,1,3,1.0,3,0.0,87.0,58.0,87.0,0.0,0.008873929008568,0.005915952672378666,0.008873929008568
54,2,FBgn0038654,FBtr0083695|FBtr0334521,0,0,0,0,0.0,2,180.0,180.0,180.0,180.0,0.205714285714286,0.205714285714286,0.205714285714286,0.205714285714286
55,3,FBgn0038659,FBtr0334522|FBtr0083698|FBtr0083699,0,0,1,3,1.0,1,179.0,641.0,427.3333333333333,462.0,0.047860962566845,0.154569568362672,0.10628732751414,0.116431451612903
56,2,FBgn0038662,FBtr0083723|FBtr0334525,0,0,0,0,0.0,4,97.0,97.0,97.0,97.0,0.083982683982684,0.083982683982684,0.083982683982684,0.083982683982684
57,2,FBgn0038665,FBtr0304691|FBtr0083722,0,0,0,0,0.0,2,15.0,15.0,15.0,15.0,0.031446540880503,0.031446540880503,0.031446540880503,0.031446540880503
58,2,FBgn0038666,FBtr0304689|FBtr0304690,0,0,0,0,0.0,6,233.0,233.0,233.0,233.0,0.119979402677652,0.119979402677652,0.119979402677652,0.119979402677652
59,2,FBgn0038672,FBtr0343992|FBtr0083719,0,0,0,0,0.0,3,143.0,143.0,143.0,143.0,0.098214285714286,0.098214285714286,0.098214285714286,0.098214285714286
60,2,FBgn0038683,FBtr0335020|FBtr0083750,0,0,0,0,0.0,4,205.0,205.0,205.0,205.0,0.07652108995894,0.07652108995894,0.07652108995894,0.07652108995894
61,2,FBgn0038693,FBtr0301692|FBtr0301693,0,0,1,2,1.0,27,756.0,756.0,756.0,756.0,0.081020255063766,0.081020255063766,0.081020255063766,0.081020255063766
62,2,FBgn0038695,FBtr0083738|FBtr0346143,0,0,0,0,0.0,7,489.0,489.0,489.0,489.0,0.171759747102213,0.171759747102213,0.171759747102213,0.171759747102213
63,2,FBgn0038700,FBtr0339152|FBtr0083755,0,0,0,0,0.0,7,83.0,83.0,83.0,83.0,0.051266213712168,0.051266213712168,0.051266213712168,0.051266213712168
64,4,FBgn0038704,FBtr0083759|FBtr0083758|FBtr0445726|FBtr0083760,0,0,1,4,1.0,4,70.0,260.0,165.0,165.0,0.027418723070897,0.099123141441098,0.06351750749361183,0.063396359548412
65,2,FBgn0038716,FBtr0304745|FBtr0083777,0,0,0,0,0.0,6,55.0,55.0,55.0,55.0,0.025114155251142,0.025114155251142,0.025114155251142,0.025114155251142
66,3,FBgn0038738,FBtr0083860|FBtr0302327|FBtr0083861,0,0,1,3,1.0,1,49.0,133.0,88.66666666666667,84.0,0.027328499721138,0.070857751731486,0.047646171901363,0.044752264251465
67,2,FBgn0038739,FBtr0083816|FBtr0334307,0,0,0,0,0.0,3,262.0,262.0,262.0,262.0,0.219246861924686,0.219246861924686,0.219246861924686,0.219246861924686
68,3,FBgn0038740,FBtr0330036|FBtr0083859|FBtr0113250,0,0,1,3,1.0,9,0.0,384.0,256.0,384.0,0.0,0.078785391875257,0.05252359458350467,0.078785391875257
69,2,FBgn0038740,FBtr0330034|FBtr0330035,0,0,1,2,1.0,9,1846.0,1846.0,1846.0,1846.0,0.281359548849261,0.281359548849261,0.281359548849261,0.281359548849261
70,4,FBgn0038744,FBtr0301117|FBtr0344260|FBtr0308829|FBtr0308828,0,0,0,0,0.0,9,34.0,379.0,201.16666666666666,190.5,0.009703196347032,0.103467103467103,0.0559458348119275,0.053403643426578995
71,2,FBgn0038745,FBtr0344262|FBtr0083855,0,0,0,0,0.0,5,739.0,739.0,739.0,739.0,0.191203104786546,0.191203104786546,0.191203104786546,0.191203104786546
72,3,FBgn0038747,FBtr0344351|FBtr0344354|FBtr0083821,0,0,0,0,0.0,5,3.0,545.0,363.3333333333333,542.0,0.000994694960212,0.153175941540191,0.10216780257339633,0.152332771219786
73,2,FBgn0038755,FBtr0335240|FBtr0083846,0,0,0,0,0.0,6,443.0,443.0,443.0,443.0,0.142903225806452,0.142903225806452,0.142903225806452,0.142903225806452
74,2,FBgn0038756,FBtr0083823|FBtr0344285,0,0,0,0,0.0,2,9.0,9.0,9.0,9.0,0.021951219512195,0.021951219512195,0.021951219512195,0.021951219512195
75,3,FBgn0038763,FBtr0083843|FBtr0307345|FBtr0344139,0,0,0,0,0.0,4,8.0,321.0,214.0,313.0,0.00407747196738,0.141098901098901,0.09433370662461833,0.137824746807574
76,2,FBgn0038783,FBtr0344245|FBtr0083901,0,0,0,0,0.0,2,123.0,123.0,123.0,123.0,0.130990415335463,0.130990415335463,0.130990415335463,0.130990415335463
77,2,FBgn0038787,FBtr0083899|FBtr0113252,0,0,0,0,0.0,3,76.0,76.0,76.0,76.0,0.021294480246568,0.021294480246568,0.021294480246568,0.021294480246568
78,2,FBgn0038788,FBtr0344243|FBtr0083882,0,0,0,0,0.0,4,886.0,886.0,886.0,886.0,0.387746170678337,0.387746170678337,0.387746170678337,0.387746170678337
79,2,FBgn0038803,FBtr0083906|FBtr0083904,0,0,1,2,1.0,3,57.0,57.0,57.0,57.0,0.022745411013568,0.022745411013568,0.022745411013568,0.022745411013568
80,3,FBgn0038803,FBtr0083905|FBtr0083907|FBtr0345213,0,0,1,3,1.0,4,57.0,339.0,226.0,282.0,0.021213248976554,0.126163007071083,0.084108671380722,0.104949758094529
81,2,FBgn0038805,FBtr0083948|FBtr0083949,0,0,1,2,1.0,2,187.0,187.0,187.0,187.0,0.150563607085346,0.150563607085346,0.150563607085346,0.150563607085346
82,2,FBgn0038811,FBtr0083944|FBtr0302323,0,0,0,0,0.0,4,4.0,4.0,4.0,4.0,0.002728512960437,0.002728512960437,0.002728512960437,0.002728512960437
83,2,FBgn0038814,FBtr0113254|FBtr0330028,0,0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2,FBgn0038818,FBtr0334642|FBtr0083936,0,0,0,0,0.0,5,298.0,298.0,298.0,298.0,0.082116285478093,0.082116285478093,0.082116285478093,0.082116285478093
85,2,FBgn0038828,FBtr0083994|FBtr0334723,0,0,0,0,0.0,5,328.0,328.0,328.0,328.0,0.240822320117474,0.240822320117474,0.240822320117474,0.240822320117474
86,2,FBgn0038834,FBtr0083969|FBtr0346148,0,0,0,0,0.0,3,81.0,81.0,81.0,81.0,0.135451505016722,0.135451505016722,0.135451505016722,0.135451505016722
87,2,FBgn0038839,FBtr0347575|FBtr0083986,0,0,1,2,1.0,1,63.0,63.0,63.0,63.0,0.02195887068665,0.02195887068665,0.02195887068665,0.02195887068665
88,3,FBgn0038840,FBtr0335016|FBtr0335015|FBtr0083978,0,1,1,3,1.0,11,629.0,632.0,630.5,630.5,0.172802197802198,0.173626373626374,0.173214285714286,0.173214285714286
89,2,FBgn0038842,FBtr0334919|FBtr0083979,0,0,0,0,0.0,6,746.0,746.0,746.0,746.0,0.349906191369606,0.349906191369606,0.349906191369606,0.349906191369606
90,4,FBgn0038846,FBtr0309206|FBtr0084001|FBtr0309207|FBtr0309208,0,0,0,0,0.0,3,33.0,147.0,84.5,82.5,0.035830618892508,0.148936170212766,0.0860122966644555,0.0835866261398175
91,2,FBgn0038849,FBtr0346111|FBtr0084043,0,0,0,0,0.0,3,303.0,303.0,303.0,303.0,0.244947453516572,0.244947453516572,0.244947453516572,0.244947453516572
92,2,FBgn0038850,FBtr0300816|FBtr0345303,0,0,1,2,1.0,3,68.0,68.0,68.0,68.0,0.083950617283951,0.083950617283951,0.083950617283951,0.083950617283951
93,2,FBgn0038860,FBtr0084015|FBtr0113258,0,0,1,2,1.0,1,155.0,155.0,155.0,155.0,0.06187624750499,0.06187624750499,0.06187624750499,0.06187624750499
94,2,FBgn0038871,FBtr0347217|FBtr0084107,0,0,0,0,0.0,2,2111.0,2111.0,2111.0,2111.0,0.748847108903867,0.748847108903867,0.748847108903867,0.748847108903867
95,3,FBgn0038872,FBtr0084051|FBtr0330376|FBtr0339192,0,0,0,0,0.0,7,0.0,3.0,2.0,3.0,0.0,0.000645438898451,0.00043029259896733334,0.000645438898451
96,2,FBgn0038874,FBtr0339194|FBtr0084054,0,0,0,0,0.0,5,7.0,7.0,7.0,7.0,0.002060641742714,0.002060641742714,0.002060641742714,0.002060641742714
97,2,FBgn0038876,FBtr0084055|FBtr0300616,0,0,0,0,0.0,2,329.0,329.0,329.0,329.0,0.268133659331703,0.268133659331703,0.268133659331703,0.268133659331703
98,2,FBgn0038880,FBtr0301815|FBtr0084098,0,0,0,0,0.0,6,237.0,237.0,237.0,237.0,0.047126665341022,0.047126665341022,0.047126665341022,0.047126665341022
99,4,FBgn0038881,FBtr0343807|FBtr0343805|FBtr0343806|FBtr0084095,0,0,0,0,0.0,15,186.0,2637.0,1764.0,2469.0,0.025876460767947,0.367321353949018,0.24917489842948984,0.3478250193054605
100,2,FBgn0038887,FBtr0113261|FBtr0113262,0,0,0,0,0.0,4,117.0,117.0,117.0,117.0,0.042810098792536,0.042810098792536,0.042810098792536,0.042810098792536
101,2,FBgn0038889,FBtr0084109|FBtr0334662,0,0,0,0,0.0,6,159.0,159.0,159.0,159.0,0.033672172808132,0.033672172808132,0.033672172808132,0.033672172808132
102,3,FBgn0038890,FBtr0084112|FBtr0301211|FBtr0334664,0,0,1,3,1.0,11,253.0,1267.0,844.6666666666666,1014.0,0.066649104320337,0.269402509036785,0.18797226063214934,0.227865168539326
103,2,FBgn0038890,FBtr0301212|FBtr0334663,0,0,0,0,0.0,12,118.0,118.0,118.0,118.0,0.031299734748011,0.031299734748011,0.031299734748011,0.031299734748011
104,2,FBgn0038897,FBtr0084125|FBtr0301164,0,0,0,0,0.0,6,21.0,21.0,21.0,21.0,0.006856023506366,0.006856023506366,0.006856023506366,0.006856023506366
105,2,FBgn0038909,FBtr0084155|FBtr0084156,0,0,1,2,1.0,4,64.0,64.0,64.0,64.0,0.042895442359249,0.042895442359249,0.042895442359249,0.042895442359249
106,2,FBgn0038909,FBtr0334880|FBtr0113263,0,0,0,0,0.0,3,28.0,28.0,28.0,28.0,0.034567901234568,0.034567901234568,0.034567901234568,0.034567901234568
107,2,FBgn0038922,FBtr0084190|FBtr0300788,0,0,0,0,0.0,6,632.0,632.0,632.0,632.0,0.306945118989801,0.306945118989801,0.306945118989801,0.306945118989801
108,2,FBgn0038925,FBtr0084185|FBtr0335198,0,0,0,0,0.0,3,166.0,166.0,166.0,166.0,0.122418879056047,0.122418879056047,0.122418879056047,0.122418879056047
109,2,FBgn0038930,FBtr0084182|FBtr0335197,0,0,0,0,0.0,2,154.0,154.0,154.0,154.0,0.234398782343988,0.234398782343988,0.234398782343988,0.234398782343988
110,4,FBgn0038938,FBtr0301190|FBtr0321268|FBtr0344797|FBtr0084201,0,1,1,2,0.5,10,349.0,1350.0,869.25,889.0,0.124243503025988,0.354330708661417,0.236310219588518,0.2333333333333335
111,3,FBgn0038947,FBtr0084206|FBtr0084209|FBtr0084208,0,0,0,0,0.0,6,49.0,298.0,198.66666666666666,249.0,0.031572164948454,0.165463631315936,0.11176410680587934,0.138256524153248
112,2,FBgn0038948,FBtr0084239|FBtr0330378,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2,FBgn0038957,FBtr0084221|FBtr0084219,0,0,0,0,0.0,4,329.0,329.0,329.0,329.0,0.225188227241615,0.225188227241615,0.225188227241615,0.225188227241615
114,3,FBgn0038965,FBtr0345205|FBtr0084229|FBtr0337044,0,0,0,0,0.0,3,164.0,620.0,413.3333333333333,456.0,0.13015873015873,0.361305361305361,0.25239945239945233,0.265734265734266
115,2,FBgn0038966,FBtr0346142|FBtr0084297,0,0,0,0,0.0,3,204.0,204.0,204.0,204.0,0.152125279642058,0.152125279642058,0.152125279642058,0.152125279642058
116,2,FBgn0038967,FBtr0301711|FBtr0337045,0,0,0,0,0.0,4,3.0,3.0,3.0,3.0,0.000973078170613,0.000973078170613,0.000973078170613,0.000973078170613
117,2,FBgn0038975,FBtr0301485|FBtr0084256,0,0,0,0,0.0,14,447.0,447.0,447.0,447.0,0.066438763376932,0.066438763376932,0.066438763376932,0.066438763376932
118,6,FBgn0038975,FBtr0345228|FBtr0334609|FBtr0334612|FBtr0334608|FBtr0334607|FBtr0334610,0,0,0,0,0.0,13,9.0,3060.0,1575.0,2725.0,0.001357875678938,0.317328632168412,0.1662979324275746,0.291350368865605
119,2,FBgn0038976,FBtr0301486|FBtr0084257,0,0,0,0,0.0,3,237.0,237.0,237.0,237.0,0.26510067114094,0.26510067114094,0.26510067114094,0.26510067114094
120,2,FBgn0038980,FBtr0331930|FBtr0084260,0,0,0,0,0.0,8,2749.0,2749.0,2749.0,2749.0,0.549031356101458,0.549031356101458,0.549031356101458,0.549031356101458
121,2,FBgn0038984,FBtr0084282|FBtr0308848,0,0,0,0,0.0,7,424.0,424.0,424.0,424.0,0.184428012179208,0.184428012179208,0.184428012179208,0.184428012179208
122,2,FBgn0039003,FBtr0084334|FBtr0302856,0,0,0,0,0.0,4,3.0,3.0,3.0,3.0,0.001123174840884,0.001123174840884,0.001123174840884,0.001123174840884
123,2,FBgn0039007,FBtr0084333|FBtr0335007,0,0,0,0,0.0,3,535.0,535.0,535.0,535.0,0.428342674139311,0.428342674139311,0.428342674139311,0.428342674139311
124,2,FBgn0039008,FBtr0347565|FBtr0084305,0,0,0,0,0.0,6,3.0,3.0,3.0,3.0,0.002293577981651,0.002293577981651,0.002293577981651,0.002293577981651
125,2,FBgn0039026,FBtr0084312|FBtr0310037,0,0,0,0,0.0,7,150.0,150.0,150.0,150.0,0.020511418022699,0.020511418022699,0.020511418022699,0.020511418022699
126,3,FBgn0039026,FBtr0310038|FBtr0344297|FBtr0113270,0,0,1,3,1.0,7,33.0,171.0,114.0,138.0,0.005071461502997,0.02627939142462,0.01751959428308,0.021207929921623
127,3,FBgn0039027,FBtr0345272|FBtr0084313|FBtr0339137,0,0,0,0,0.0,2,3.0,804.0,536.0,801.0,0.001155179052753,0.309587986137851,0.20639199075856735,0.308432807085098
128,2,FBgn0039029,FBtr0084314|FBtr0339138,0,0,0,0,0.0,2,615.0,615.0,615.0,615.0,0.285515320334262,0.285515320334262,0.285515320334262,0.285515320334262
129,2,FBgn0039031,FBtr0084340|FBtr0339164,0,0,0,0,0.0,1,262.0,262.0,262.0,262.0,0.292737430167598,0.292737430167598,0.292737430167598,0.292737430167598
130,2,FBgn0039044,FBtr0084360|FBtr0301765,0,0,0,0,0.0,9,225.0,225.0,225.0,225.0,0.107398568019093,0.107398568019093,0.107398568019093,0.107398568019093
131,2,FBgn0039050,FBtr0084350|FBtr0337026,0,0,0,0,0.0,4,357.0,357.0,357.0,357.0,0.200900393922341,0.200900393922341,0.200900393922341,0.200900393922341
132,2,FBgn0039051,FBtr0084351|FBtr0337027,0,0,0,0,0.0,4,60.0,60.0,60.0,60.0,0.043699927166788,0.043699927166788,0.043699927166788,0.043699927166788
133,3,FBgn0039054,FBtr0337028|FBtr0302023|FBtr0302022,0,0,0,0,0.0,11,9.0,1940.0,1293.3333333333333,1931.0,0.003658536585366,0.441812798906855,0.295379232627941,0.440666362391602
134,6,FBgn0039065,FBtr0084388|FBtr0334499|FBtr0334501|FBtr0334500|FBtr0334502|FBtr0301088,0,0,0,0,0.0,7,3.0,186.0,99.6,177.0,0.002,0.110912343470483,0.059612672626146335,0.105545617173524
135,2,FBgn0039066,FBtr0084375|FBtr0084374,0,0,0,0,0.0,8,172.0,172.0,172.0,172.0,0.059951202509585,0.059951202509585,0.059951202509585,0.059951202509585
136,2,FBgn0039069,FBtr0334497|FBtr0084378,0,0,0,0,0.0,2,699.0,699.0,699.0,699.0,0.354103343465046,0.354103343465046,0.354103343465046,0.354103343465046
137,2,FBgn0039073,FBtr0084431|FBtr0339619,0,0,0,0,0.0,1,6.0,6.0,6.0,6.0,0.00355871886121,0.00355871886121,0.00355871886121,0.00355871886121
138,2,FBgn0039075,FBtr0301085|FBtr0339617,0,0,0,0,0.0,12,1283.0,1283.0,1283.0,1283.0,0.216321025122239,0.216321025122239,0.216321025122239,0.216321025122239
139,2,FBgn0039081,FBtr0339622|FBtr0084425,0,0,0,0,0.0,6,354.0,354.0,354.0,354.0,0.157473309608541,0.157473309608541,0.157473309608541,0.157473309608541
140,3,FBgn0039084,FBtr0084422|FBtr0344701|FBtr0084421,0,0,1,3,1.0,7,439.0,945.0,630.0,506.0,0.156283374866501,0.285067873303167,0.20576335068798868,0.175938803894298
141,2,FBgn0039086,FBtr0303507|FBtr0084419,0,0,0,0,0.0,2,9.0,9.0,9.0,9.0,0.005119453924915,0.005119453924915,0.005119453924915,0.005119453924915
142,2,FBgn0039088,FBtr0084417|FBtr0300585,0,0,0,0,0.0,2,468.0,468.0,468.0,468.0,0.194918783840067,0.194918783840067,0.194918783840067,0.194918783840067
143,2,FBgn0039089,FBtr0332427|FBtr0084433,0,0,1,2,1.0,6,611.0,611.0,611.0,611.0,0.181953543776057,0.181953543776057,0.181953543776057,0.181953543776057
144,2,FBgn0039109,FBtr0084446|FBtr0084449,0,0,0,0,0.0,5,71.0,71.0,71.0,71.0,0.041447752481028,0.041447752481028,0.041447752481028,0.041447752481028
145,2,FBgn0039110,FBtr0335003|FBtr0084468,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.001694915254237,0.001694915254237,0.001694915254237,0.001694915254237
146,2,FBgn0039113,FBtr0084465|FBtr0084464,0,0,1,2,1.0,4,95.0,95.0,95.0,95.0,0.041998231653404,0.041998231653404,0.041998231653404,0.041998231653404
147,3,FBgn0039114,FBtr0084457|FBtr0084456|FBtr0335002,0,0,1,3,1.0,6,69.0,450.0,300.0,381.0,0.045969353764157,0.239107332624867,0.16507520360788766,0.210148924434639
