gene_id,xscript_model_id,ERG_num,flag_nonolp_pair,nonolp_xscript_id,num_ER
FBgn0039240,FBtr0334577,188,0,,8
FBgn0039249,FBtr0084715,189,0,,8
FBgn0039249,FBtr0306089,189,0,,8
FBgn0039249,FBtr0337009,190,0,,8
FBgn0039249,FBtr0337010,190,0,,8
FBgn0039251,FBtr0084718,191,0,,1
FBgn0039251,FBtr0337011,191,0,,1
FBgn0039254,FBtr0084749,192,0,,6
FBgn0039254,FBtr0337012,192,0,,6
FBgn0039261,FBtr0084794,193,0,,9
FBgn0039261,FBtr0084795,193,0,,9
FBgn0039261,FBtr0334507,193,0,,10
FBgn0039265,FBtr0084760,194,0,,4
FBgn0039265,FBtr0084761,194,0,,4
FBgn0039266,FBtr0084762,195,1,FBtr0084763|FBtr0113283,3
FBgn0039266,FBtr0334504,195,0,,3
FBgn0039266,FBtr0084763,195,1,FBtr0084762,2
FBgn0039266,FBtr0113283,195,1,FBtr0084762,2
FBgn0039269,FBtr0084787,196,0,,3
FBgn0039269,FBtr0301664,196,0,,3
FBgn0039272,FBtr0084767,197,0,,5
FBgn0039272,FBtr0084768,197,0,,5
FBgn0039272,FBtr0113284,197,0,,5
FBgn0039272,FBtr0302404,197,0,,5
FBgn0039272,FBtr0302405,197,0,,5
FBgn0039272,FBtr0302406,197,0,,5
FBgn0039272,FBtr0309271,197,0,,5
FBgn0039282,FBtr0301670,198,0,,12
FBgn0039282,FBtr0302168,198,0,,12
FBgn0039282,FBtr0302169,198,0,,12
FBgn0039282,FBtr0302170,198,0,,12
FBgn0039282,FBtr0302171,198,0,,12
FBgn0039282,FBtr0302172,199,0,,12
FBgn0039282,FBtr0345299,199,0,,12
FBgn0039286,FBtr0084803,200,0,,2
FBgn0039286,FBtr0330288,200,0,,2
FBgn0039286,FBtr0330289,200,0,,2
FBgn0039294,FBtr0301090,201,0,,6
FBgn0039294,FBtr0302299,201,0,,6
FBgn0039294,FBtr0339260,201,0,,6
FBgn0039298,FBtr0084810,202,0,,4
FBgn0039298,FBtr0339258,202,0,,4
FBgn0039300,FBtr0084868,203,0,,3
FBgn0039300,FBtr0304693,203,0,,3
FBgn0039302,FBtr0084813,204,0,,6
FBgn0039302,FBtr0304692,204,0,,6
FBgn0039303,FBtr0084814,205,0,,2
FBgn0039303,FBtr0347395,205,0,,2
FBgn0039321,FBtr0084857,206,0,,4
FBgn0039321,FBtr0084858,206,0,,4
FBgn0039321,FBtr0305953,206,0,,4
FBgn0039329,FBtr0084848,207,0,,6
FBgn0039329,FBtr0300687,207,0,,6
FBgn0039338,FBtr0084837,208,0,,4
FBgn0039338,FBtr0344718,208,0,,4
FBgn0039338,FBtr0084838,209,0,,3
FBgn0039338,FBtr0344719,209,0,,3
FBgn0039347,FBtr0084884,210,0,,1
FBgn0039347,FBtr0084885,210,0,,1
FBgn0039347,FBtr0304805,210,0,,1
FBgn0039347,FBtr0392910,210,0,,1
FBgn0039348,FBtr0084892,211,0,,8
FBgn0039348,FBtr0300730,211,0,,8
FBgn0039349,FBtr0084891,212,0,,3
FBgn0039349,FBtr0100569,212,0,,3
FBgn0039349,FBtr0100570,212,0,,3
FBgn0039349,FBtr0100571,212,0,,3
FBgn0039349,FBtr0300728,212,0,,3
FBgn0039350,FBtr0084886,213,0,,6
FBgn0039350,FBtr0084887,213,0,,6
FBgn0039350,FBtr0113287,213,0,,6
FBgn0039350,FBtr0445401,213,0,,6
FBgn0039355,FBtr0084934,214,0,,3
FBgn0039355,FBtr0331363,214,0,,3
FBgn0039355,FBtr0331364,214,0,,3
FBgn0039359,FBtr0084932,215,0,,2
FBgn0039359,FBtr0331360,215,0,,2
FBgn0039359,FBtr0331361,215,0,,2
FBgn0039359,FBtr0331362,215,0,,2
FBgn0039360,FBtr0084929,216,0,,5
FBgn0039360,FBtr0331359,216,0,,5
FBgn0039360,FBtr0084930,217,0,,5
FBgn0039360,FBtr0084931,217,0,,5
FBgn0039368,FBtr0084922,218,0,,1
FBgn0039368,FBtr0302177,218,0,,1
FBgn0039368,FBtr0337040,218,0,,1
FBgn0039371,FBtr0084919,219,0,,1
FBgn0039371,FBtr0346108,219,0,,1
FBgn0039373,FBtr0084902,220,0,,1
FBgn0039373,FBtr0301962,220,0,,1
FBgn0039380,FBtr0339158,221,0,,6
FBgn0039380,FBtr0339159,221,0,,6
FBgn0039381,FBtr0084909,222,0,,7
FBgn0039381,FBtr0300820,222,0,,7
FBgn0039381,FBtr0084910,223,0,,8
FBgn0039381,FBtr0300819,223,0,,8
FBgn0039386,FBtr0084939,224,0,,3
FBgn0039386,FBtr0309040,224,0,,3
FBgn0039406,FBtr0084972,225,0,,3
FBgn0039406,FBtr0084973,225,0,,3
FBgn0039406,FBtr0302369,225,0,,3
FBgn0039407,FBtr0084969,226,0,,3
FBgn0039407,FBtr0346731,226,0,,3
FBgn0039408,FBtr0084971,227,0,,2
FBgn0039408,FBtr0337058,227,0,,2
FBgn0039411,FBtr0113294,228,0,,10
FBgn0039411,FBtr0300618,228,0,,10
FBgn0039417,FBtr0085003,229,0,,4
FBgn0039417,FBtr0307342,229,0,,4
FBgn0039419,FBtr0084990,230,0,,1
FBgn0039419,FBtr0339612,230,0,,1
FBgn0039425,FBtr0085006,231,0,,3
FBgn0039425,FBtr0306708,231,0,,3
FBgn0039427,FBtr0085012,232,0,,5
FBgn0039427,FBtr0330152,232,0,,5
FBgn0039431,FBtr0302209,233,0,,11
FBgn0039431,FBtr0302210,233,0,,11
FBgn0039431,FBtr0305049,233,0,,11
FBgn0039431,FBtr0344120,233,0,,11
FBgn0039437,FBtr0085055,234,0,,1
FBgn0039437,FBtr0085056,234,0,,1
FBgn0039450,FBtr0085037,235,0,,4
FBgn0039450,FBtr0085038,235,0,,4
FBgn0039450,FBtr0085039,235,0,,4
FBgn0039451,FBtr0085046,236,0,,4
FBgn0039451,FBtr0339242,236,0,,4
FBgn0039452,FBtr0100553,237,0,,1
FBgn0039452,FBtr0339240,237,0,,1
FBgn0039453,FBtr0085044,238,0,,2
FBgn0039453,FBtr0339241,238,0,,2
FBgn0039465,FBtr0085082,239,0,,4
FBgn0039465,FBtr0336726,239,0,,4
FBgn0039465,FBtr0344665,239,0,,4
FBgn0039465,FBtr0273310,240,0,,5
FBgn0039465,FBtr0344664,240,0,,5
FBgn0039467,FBtr0085071,241,1,FBtr0331701,6
FBgn0039467,FBtr0085072,241,1,FBtr0331701,6
FBgn0039467,FBtr0085073,241,0,,6
FBgn0039467,FBtr0085074,241,1,FBtr0331701,6
FBgn0039467,FBtr0331701,241,1,FBtr0085072|FBtr0085074|FBtr0085071,6
FBgn0039478,FBtr0113296,242,0,,8
FBgn0039478,FBtr0331704,242,0,,8
FBgn0039478,FBtr0331705,242,0,,8
FBgn0039478,FBtr0346156,242,0,,8
FBgn0039479,FBtr0299564,243,0,,5
FBgn0039479,FBtr0331702,243,0,,5
FBgn0039487,FBtr0085132,244,0,,6
FBgn0039487,FBtr0345216,244,0,,6
FBgn0039487,FBtr0347412,244,0,,6
FBgn0039492,FBtr0113297,245,0,,5
FBgn0039492,FBtr0305050,245,0,,5
FBgn0039492,FBtr0339264,245,0,,5
