transcript_id,ujc_id
FBtr0082786,tr3R_13426447_13428089_9999
FBtr0082785,tr3R_13425983_13428375_13625
FBtr0346242,tr3R_13425983_13428375_13625
FBtr0083143,tr3R_15439969_15442177_12831
FBtr0079221,tr2L_6041181_6045596_18637
FBtr0079219,tr2L_6041181_6045967_19266
FBtr0079220,tr2L_6041181_6046050_19392
FBtr0100353,tr2L_7018087_7023898_20663
FBtr0079431,tr2L_7014623_7023898_23601
FBtr0339663,tr2L_7014623_7023898_23601
FBtr0100590,tr2L_14616267_14617402_6878
FBtr0100589,tr2L_14615552_14617402_11149
FBtr0100594,tr2L_14615552_14617402_11150
FBtr0100593,tr2L_14616267_14618902_14454
FBtr0100591,tr2L_14615552_14618902_16489
FBtr0343699,tr2L_14617511_14618902_8562
FBtr0100187,tr2L_14616267_14618902_14455
FBtr0006151,tr2L_14615552_14618902_16490
FBtr0086744,tr2R_18151704_18154060_13467
FBtr0340288,tr2R_18151704_18154060_13467
FBtr0078053,tr2L_378112_387439_23615
FBtr0083478,tr3R_17671271_17673828_14209
FBtr0331348,tr3R_17671271_17673828_14210
FBtr0085000,tr3R_26255966_26258279_13270
FBtr0084999,tr3R_26255204_26258279_15789
FBtr0114544,tr3R_26255966_26259213_16238
FBtr0310660,tr3R_26255204_26259213_17890
FBtr0084995,tr3R_26255204_26259835_18987
FBtr0085001,tr3R_26255966_26261412_20192
FBtr0306657,tr3R_26255966_26261412_20193
FBtr0310661,tr3R_26255966_26261591_20440
FBtr0084994,tr3R_26254069_26261591_22395
FBtr0339614,tr3R_26254069_26261591_22395
FBtr0081619,tr3R_6763404_6765261_11186
FBtr0081620,tr3R_6763404_6765261_11187
FBtr0081618,tr3R_6762593_6765261_14565
FBtr0081154,tr2L_19111841_19114110_13074
FBtr0081153,tr2L_19110154_19114110_17817
FBtr0307281,trX_9245915_9247336_8736
FBtr0071331,trX_9245915_9247336_8736
FBtr0086983,tr2R_17124764_17126369_9816
FBtr0345521,tr2R_17118636_17120303_10137
FBtr0087004,tr2R_17118636_17120303_10137
FBtr0336797,tr3R_21065883_21069754_17661
FBtr0089519,tr3R_21065241_21069754_18789
FBtr0336798,tr3R_21065241_21069754_18790
FBtr0089517,tr3R_21065241_21070539_19979
FBtr0089518,tr3R_21065241_21070917_20485
FBtr0089520,tr3R_21065241_21070917_20486
FBtr0070025,trX_20171445_20173514_12245
FBtr0301931,trX_20171445_20173514_12246
FBtr0070504,trX_2692732_2693886_6997
FBtr0085611,tr3R_30209948_30210382_1681
FBtr0346141,tr3R_30209948_30210382_1681
FBtr0330659,tr2L_2156792_2161527_19168
FBtr0077851,tr2L_2156484_2161527_19638
FBtr0077850,tr2L_2156484_2178754_27550
FBtr0330660,tr2L_2156484_2178754_27550
FBtr0330658,tr2L_2156484_2178754_27551
FBtr0078481,tr3L_22076092_22077487_8591
FBtr0334113,tr3L_22075867_22077487_9882
FBtr0070109,trX_530501_578130_29705
FBtr0307292,trX_530501_578130_29706
FBtr0307293,trX_530501_578130_29707
FBtr0307295,trX_530501_578130_29708
FBtr0307291,trX_531170_579044_29724
FBtr0307294,trX_530501_579044_29759
FBtr0089420,tr3L_1883795_1885019_7519
FBtr0346440,tr3L_1883795_1885019_7519
FBtr0346441,tr3L_1883795_1885019_7519
FBtr0080347,tr2L_12287223_12311203_27795
FBtr0300567,tr2L_12270932_12311104_29256
FBtr0080345,tr2L_12270932_12312795_29398
FBtr0331644,tr2L_12270932_12313438_29432
FBtr0331645,tr2L_12222197_12312311_30766
FBtr0331647,tr2L_12222197_12313438_30775
FBtr0331646,tr2L_12205843_12312311_30905
FBtr0080344,tr2L_12205843_12312795_30909
FBtr0331648,tr2L_12201326_12311203_30919
FBtr0331998,tr2L_12175004_12312311_31069
FBtr0075517,tr3L_15983135_15984362_7544
FBtr0345030,tr3L_9048781_9050356_9644
FBtr0076546,tr3L_9048812_9051901_15827
FBtr0331550,tr3L_9048880_9053561_19091
FBtr0076545,tr3L_9048880_9057581_23263
FBtr0076544,tr3L_9048812_9062948_25711
FBtr0076543,tr3L_9048880_9066027_26462
FBtr0112791,tr3L_9048880_9066027_26463
FBtr0089988,trX_1891401_1899524_22831
FBtr0332583,trX_1891401_1899524_22832
FBtr0089989,trX_1891401_1899610_22927
FBtr0089990,trX_1891401_1899610_22928
FBtr0089991,trX_1891401_1900173_23301
FBtr0089992,trX_1891401_1900646_23579
FBtr0087702,tr2R_13453640_13483229_28481
FBtr0340229,tr2L_18078649_18080415_10719
FBtr0081030,tr2L_18078269_18081307_15693
FBtr0307350,tr2L_18078269_18081307_15693
FBtr0076599,tr3L_8647261_8648936_10190
FBtr0070075,trX_460747_463176_13751
FBtr0084659,tr3R_24651417_24653376_11734
FBtr0306171,tr3R_24651180_24653376_12784
FBtr0084660,tr3R_24650125_24653376_16251
FBtr0084692,tr3R_24753849_24760513_21598
FBtr0112793,tr2L_10997819_11001108_16340
FBtr0080165,tr2L_10997819_11001476_17213
FBtr0082483,tr3R_11963124_11964826_10355
FBtr0339146,tr3R_31745172_31746077_5325
FBtr0346150,tr3R_31745172_31746077_5325
FBtr0346611,tr3R_31745172_31746077_5325
FBtr0074372,trX_16680089_16683895_17531
FBtr0080542,tr2L_13821248_13823979_14750
FBtr0309960,tr2L_13821248_13823979_14750
FBtr0342712,tr2L_13821248_13823979_14750
FBtr0072378,tr2R_24814822_24834602_27111
FBtr0300076,tr2R_24814822_24834602_27112
FBtr0072379,tr2R_24814822_24835667_27294
FBtr0084869,tr3R_25243039_25245057_12026
FBtr0111000,trX_17160006_17195313_28935
FBtr0343763,trX_17160006_17195313_28936
FBtr0343764,trX_17160006_17195313_28937
FBtr0074388,trX_17160006_17200728_29294
FBtr0081664,tr3R_6755842_6759466_17160
FBtr0081665,tr3R_6755842_6759466_17161
FBtr0081666,tr3R_6755842_6759466_17162
FBtr0081667,tr3R_6755842_6759466_17163
FBtr0081668,tr3R_6755842_6759466_17164
FBtr0332843,trX_13996657_13999805_15970
FBtr0332844,trX_13996657_13999805_15971
FBtr0073855,trX_13996345_13999805_16782
FBtr0300566,trX_13996345_13999805_16782
FBtr0307296,trX_13996345_13999805_16783
FBtr0300609,trX_4427135_4484452_30048
FBtr0308914,trX_4427135_4485647_30094
FBtr0308915,trX_4427135_4485647_30095
FBtr0300608,trX_4413462_4484452_30490
FBtr0331162,trX_4413462_4484452_30490
FBtr0070672,trX_4412856_4484452_30502
FBtr0343569,trX_4413462_4485647_30516
FBtr0079929,tr2L_9984645_9995538_24415
FBtr0329984,tr2L_9984645_9995538_24415
FBtr0087783,tr2R_12870249_12871240_5920
FBtr0087782,tr2R_12870249_12871794_9483
FBtr0080805,tr2L_16044552_16048626_18009
FBtr0080804,tr2L_16042917_16048757_20710
FBtr0080803,tr2L_16042047_16048626_21511
FBtr0305688,tr2L_17461398_17473215_24824
FBtr0081002,tr2L_17459605_17473215_25531
FBtr0330225,tr2L_17459605_17473215_25531
FBtr0330226,tr2L_17459605_17473215_25531
FBtr0084949,tr3R_25961994_25966948_19508
FBtr0075526,tr3L_15970082_15982849_25204
FBtr0075523,tr3L_15970082_15982869_25212
FBtr0075524,tr3L_15970082_15982869_25213
FBtr0075525,tr3L_15970082_15982869_25214
FBtr0330160,tr3L_15970082_15982869_25214
FBtr0333580,tr3L_15970082_15982869_25215
FBtr0075621,tr3L_14972667_14973198_2346
FBtr0070638,trX_4104342_4105791_8911
FBtr0077423,tr2L_4683052_4684461_8668
FBtr0302567,tr2L_5273827_5277341_16920
FBtr0342939,tr2L_5273827_5278548_19139
FBtr0079085,tr2L_5271728_5277341_20424
FBtr0079084,tr2L_5271728_5278548_21770
FBtr0302568,tr2L_5271728_5278548_21771
FBtr0310624,tr2L_5271728_5278548_21772
FBtr0310625,tr2L_5271728_5278548_21773
FBtr0300982,tr2L_10247502_10249742_12954
FBtr0302378,tr2L_10247502_10249742_12954
FBtr0080087,tr2L_10247502_10250501_15562
FBtr0071379,trX_9694186_9697558_16551
FBtr0301342,tr2L_21174182_21179683_20266
FBtr0343875,tr2L_21174182_21179683_20266
FBtr0072117,tr2R_23527805_23538499_24305
FBtr0346612,tr2R_23527805_23538499_24305
FBtr0302382,tr3R_9528334_9533011_19080
FBtr0082119,tr3R_9528238_9533011_19234
FBtr0301093,tr3R_9528238_9533011_19235
FBtr0083194,tr3R_15789473_15792579_15868
FBtr0083195,tr3R_15789473_15792579_15868
FBtr0083196,tr3R_15789473_15792579_15869
FBtr0085484,tr3R_29806811_29815047_22950
FBtr0346613,tr3R_29806811_29815047_22950
FBtr0080846,tr2L_16313685_16325625_24883
FBtr0080847,tr2L_16313097_16325420_25007
FBtr0080845,tr2L_16313036_16325625_25113
FBtr0080844,tr2L_16313097_16326207_25326
FBtr0337081,tr2L_16313097_16326207_25326
FBtr0081412,tr2L_20770731_20783135_25029
FBtr0081413,tr2L_20770731_20783135_25029
FBtr0335152,tr2L_20770731_20783135_25030
FBtr0088002,tr2R_12264544_12276621_24933
FBtr0304964,tr2R_12264544_12276621_24933
FBtr0345018,tr2R_12260032_12274625_25848
FBtr0088001,tr2R_12259398_12278809_26989
FBtr0304963,tr2R_12259398_12278809_26989
FBtr0290079,tr2L_3872646_3880067_22309
FBtr0077513,tr2L_3872660_3888824_26226
FBtr0077512,tr2L_3872660_3890025_26518
FBtr0290080,tr2L_3872660_3890031_26519
FBtr0290081,tr2L_3872660_3890031_26520
FBtr0077511,tr2L_3872660_3896108_27711
FBtr0290077,tr2L_3872660_3902860_28526
FBtr0290078,tr2L_3872660_3902860_28527
FBtr0290082,tr2L_3872660_3902860_28528
FBtr0074728,trX_19566183_19569401_16175
FBtr0074727,trX_19566019_19569401_16582
FBtr0331158,trX_19566019_19569401_16582
FBtr0073560,trX_11792879_11795887_15601
FBtr0073561,trX_11792879_11795887_15602
FBtr0100540,trX_11792879_11795887_15603
FBtr0299569,trX_11792879_11795887_15604
FBtr0308085,trX_11792533_11795887_16503
FBtr0307896,trX_11792714_11797301_18920
FBtr0333204,trX_11792879_11797565_19098
FBtr0073558,trX_11792533_11797924_20117
FBtr0308084,trX_11792879_11798850_20852
FBtr0073562,trX_11792533_11801587_23478
FBtr0075058,tr3L_18822604_18828188_20390
FBtr0335495,tr2L_9683362_9699297_26174
FBtr0079851,tr2L_9682315_9699297_26437
FBtr0079852,tr2L_9682315_9699297_26438
FBtr0085727,tr3R_30695537_30697138_9791
FBtr0335454,tr3R_30695537_30697138_9792
FBtr0085612,tr3R_30210874_30211273_1424
FBtr0085614,tr3R_30212156_30212568_1535
FBtr0085640,tr3R_30213315_30213797_1936
FBtr0085616,tr3R_30216484_30216938_1793
FBtr0085613,tr3R_30211527_30211753_852
FBtr0089614,tr3R_30212903_30213142_877
FBtr0083127,tr3R_15270432_15274790_18553
FBtr0083126,tr3R_15270432_15275241_19315
FBtr0089647,tr2L_4877110_4883107_20887
FBtr0472669,tr2L_4877110_4883107_20887
FBtr0089648,tr2L_4877110_4883107_20888
FBtr0089649,tr2L_4877110_4883107_20889
FBtr0336835,tr2L_4877110_4883107_20890
FBtr0304887,tr2L_4876891_4883107_21137
FBtr0080235,tr2L_11365289_11373397_22827
FBtr0080236,tr2L_11365289_11373397_22828
FBtr0307093,tr2L_11358873_11373636_25898
FBtr0087526,tr2R_14173693_14180228_21462
FBtr0087527,tr2R_14173693_14180228_21463
FBtr0087528,tr2R_14173693_14180228_21464
FBtr0087529,tr2R_14173693_14180228_21465
FBtr0290034,tr2R_14173693_14180228_21466
FBtr0339960,tr2R_14173693_14180228_21467
FBtr0339962,tr2R_14173693_14180228_21468
FBtr0112795,tr2R_14173693_14182838_23524
FBtr0290035,tr2R_14173693_14182838_23525
FBtr0339961,tr2R_14173693_14182838_23526
FBtr0346946,tr2R_14173693_14182838_23527
FBtr0079001,tr2L_5029616_5036930_22194
FBtr0079003,tr2L_5029609_5037114_22384
FBtr0079002,tr2L_5029609_5037279_22495
FBtr0089368,tr3R_18705501_18731178_28005
FBtr0089367,tr3R_18705501_18732344_28155
FBtr0321313,tr2L_16343600_16350283_21636
FBtr0080839,tr2L_16343600_16352628_23464
FBtr0080838,tr2L_16342430_16352628_24066
FBtr0309213,tr2L_5973007_5980101_22017
FBtr0079235,tr2L_5972900_5980101_22126
FBtr0079234,tr2L_5972900_5980481_22437
FBtr0309212,tr2L_5973324_5981018_22523
FBtr0079233,tr2L_5973203_5981018_22605
FBtr0079236,tr2L_5972115_5981018_23391
FBtr0070064,trX_255674_258469_14954
FBtr0070065,trX_255674_258469_14954
FBtr0080723,tr2L_15044963_15057862_25263
FBtr0343686,tr2L_15044963_15057862_25263
FBtr0080724,tr2L_15044963_15057862_25264
FBtr0343687,tr2L_15044963_15057862_25265
FBtr0079095,tr2L_5520260_5521382_6804
FBtr0329967,tr2L_5520135_5521382_7681
FBtr0329968,tr2L_5520135_5521382_7682
FBtr0074180,trX_15827986_15834754_21712
FBtr0074179,trX_15827986_15835490_22378
FBtr0074181,trX_15827986_15835490_22379
FBtr0074182,trX_15827986_15835490_22380
FBtr0112797,trX_15827986_15835490_22381
FBtr0112798,trX_15827986_15835490_22382
FBtr0339445,trX_15827986_15835490_22383
FBtr0306113,tr2L_6527447_6530509_15746
FBtr0079335,tr2L_6527447_6536111_23252
FBtr0079334,tr2L_6527447_6546976_27036
FBtr0071687,tr2R_21617061_21619079_12027
FBtr0071033,trX_7009006_7011145_12545
FBtr0332315,trX_7009006_7011145_12545
FBtr0344723,tr2R_7782797_7785067_13079
FBtr0080848,tr2L_16309596_16310726_6848
FBtr0080849,tr2L_16309596_16310726_6849
FBtr0337082,tr2L_16309292_16310726_8821
FBtr0073754,trX_13259021_13262488_16820
FBtr0333329,trX_13259021_13262488_16821
FBtr0079320,tr2L_6674682_6676635_11689
FBtr0333350,tr2L_6674682_6676635_11689
FBtr0089015,tr2R_7382176_7387115_19493
FBtr0336916,tr2R_7382176_7387115_19493
FBtr0076572,tr3L_8728481_8729066_2733
FBtr0076574,tr3L_8731944_8732599_3332
FBtr0076571,tr3L_8726791_8727613_4728
FBtr0076573,tr3L_8729865_8730604_4051
FBtr0071203,trX_8479319_8480523_7387
FBtr0071204,trX_8481837_8483311_9056
FBtr0300448,trX_8481837_8483311_9056
FBtr0081513,tr2L_21314360_21319527_19796
FBtr0081512,tr2L_21310866_21319527_23247
FBtr0332001,tr2L_21310866_21319527_23248
FBtr0332002,tr2L_21310866_21319527_23249
FBtr0070496,trX_2734248_2738538_18431
FBtr0070495,trX_2734248_2738773_18809
FBtr0070418,trX_2247594_2249983_13614
FBtr0070380,trX_2108249_2113664_20150
FBtr0070379,trX_2102289_2115701_25456
FBtr0070378,trX_2094234_2113664_26997
FBtr0333260,trX_2094234_2115701_27397
FBtr0111126,tr2L_22981816_22992951_24534
FBtr0334157,tr2L_22981816_22992951_24534
FBtr0290322,tr2L_6663664_6674780_24521
FBtr0346452,tr2L_6663664_6674780_24521
FBtr0340464,trX_5690002_5692773_14872
FBtr0340465,trX_5690002_5692773_14872
FBtr0070804,trX_5690002_5693084_15809
FBtr0071610,tr2R_21355015_21379464_27849
FBtr0076075,tr3L_11827083_11833578_21420
FBtr0304650,tr3L_11826719_11833578_21806
FBtr0071914,tr2R_22803521_22806303_14914
FBtr0071913,tr2R_22803521_22806499_15498
FBtr0071911,tr2R_22803521_22806948_16694
FBtr0309858,tr2R_22803521_22806948_16695
FBtr0080932,tr2L_16788774_16790721_11662
FBtr0331931,tr2L_16788774_16790721_11662
FBtr0333035,tr3L_14175610_14177537_11562
FBtr0333034,tr3L_14175610_14177537_11562
FBtr0075746,tr3L_14175610_14178620_15607
FBtr0333036,tr3L_14175610_14178620_15607
FBtr0081988,tr3R_9238083_9240267_12734
FBtr0301524,tr3R_9238083_9240267_12735
FBtr0081987,tr3R_9238083_9240654_14265
FBtr0305086,tr3L_16713660_16724415_24343
FBtr0333625,tr3L_16713660_16724415_24344
FBtr0333626,tr3L_16713660_16724415_24345
FBtr0075318,tr3L_16713660_16724575_24422
FBtr0330189,tr3L_16713660_16724575_24422
FBtr0305084,tr3L_16712126_16724415_24984
FBtr0305085,tr3L_16712126_16724415_24985
FBtr0330190,tr3L_16712126_16724415_24985
FBtr0085714,tr3R_30883464_30888826_20069
FBtr0085713,tr3R_30883464_30889062_20406
FBtr0081166,tr2L_19116483_19120306_17571
FBtr0081167,tr2L_19116483_19120306_17572
FBtr0290291,tr2L_19116483_19120306_17573
FBtr0088010,tr2R_12183844_12184310_1857
FBtr0071145,trX_7867199_7873222_20920
FBtr0071146,trX_7867199_7873222_20921
FBtr0071147,trX_7867199_7873222_20922
FBtr0309795,trX_7867199_7873222_20923
FBtr0309796,trX_7867199_7873222_20924
FBtr0310269,trX_7867161_7873222_20967
FBtr0081621,tr3R_6791836_6802428_24256
FBtr0078042,tr2L_786153_790798_19020
FBtr0081890,tr3R_8651391_8652916_9366
FBtr0300442,tr3R_8651391_8652916_9366
FBtr0088368,tr2R_10205454_10227957_27576
FBtr0330609,tr2R_10205454_10227957_27576
FBtr0306345,tr2R_10203995_10227957_27784
FBtr0088366,tr2R_10203995_10234607_28556
FBtr0452140,tr2R_10203995_10234607_28556
FBtr0112799,tr2R_10205454_10237348_28662
FBtr0073205,tr3L_4062292_4064551_13037
FBtr0301385,tr3L_10193406_10201837_23078
FBtr0076307,tr3L_10190276_10201525_24575
FBtr0331551,tr3L_10190276_10201525_24576
FBtr0339899,tr3L_10190276_10201525_24577
FBtr0076305,tr3L_10190276_10201837_24727
FBtr0082833,tr3R_13782640_13785676_15686
FBtr0345229,tr3R_13782640_13785676_15686
FBtr0082831,tr3R_13782288_13785676_16594
FBtr0082832,tr3R_13782288_13785676_16595
FBtr0082597,tr3R_12411809_12413759_11676
FBtr0344982,tr3R_12411809_12413759_11676
FBtr0074250,trX_16210598_16216750_21058
FBtr0100384,trX_16210598_16216750_21058
FBtr0083739,tr3R_19302731_19326217_27716
FBtr0083740,tr3R_19302731_19326217_27716
FBtr0304658,tr3R_19302731_19326217_27716
FBtr0081260,tr2L_19611410_19731561_30980
FBtr0305950,tr2L_19611410_19731561_30981
FBtr0331239,tr2L_19606569_19731561_30996
FBtr0331240,tr2L_19606569_19731561_30997
FBtr0112800,tr2L_19606569_19732069_30999
FBtr0331241,tr2L_19587226_19731561_31088
FBtr0331242,tr2L_19586623_19732069_31090
FBtr0086133,tr2R_6779749_6781491_10565
FBtr0083538,tr3R_18019375_18021161_10838
FBtr0070522,trX_3333870_3339327_20210
FBtr0070521,trX_3329407_3339327_23901
FBtr0070520,trX_3314179_3339327_27930
FBtr0070518,trX_3295281_3339327_29508
FBtr0070517,trX_3291244_3339327_29727
FBtr0333314,trX_3291010_3343767_29933
FBtr0333313,trX_3289381_3343767_29977
FBtr0070511,trX_3256068_3339327_30693
FBtr0070512,trX_3256068_3339327_30694
FBtr0070513,trX_3256068_3339327_30695
FBtr0070515,trX_3256068_3339327_30696
FBtr0070519,trX_3256068_3343767_30735
FBtr0333312,trX_3256068_3343767_30736
FBtr0070509,trX_3176440_3339327_31105
FBtr0333315,trX_3176440_3343767_31112
FBtr0333316,trX_3176440_3343767_31113
FBtr0333317,trX_3176440_3343767_31114
FBtr0070269,trX_1665052_1668451_16625
FBtr0075529,tr3L_15925805_15952993_28208
FBtr0075528,tr3L_15926001_15954797_28392
FBtr0077775,tr2L_2454737_2459823_19681
FBtr0077773,tr2L_2451229_2459823_23219
FBtr0077772,tr2L_2450193_2459823_23749
FBtr0077771,tr2L_2428372_2459823_28621
FBtr0085441,tr3R_29556386_29565244_23372
FBtr0073454,trX_11355881_11358724_15097
FBtr0078989,tr3R_4189692_4190260_2614
FBtr0081761,tr3R_7934482_7962786_28334
FBtr0081760,tr3R_7931168_7967408_28998
FBtr0339710,tr3R_7931168_7967408_28998
FBtr0330073,tr3R_7924323_7962786_29140
FBtr0081759,tr3R_7924323_7967408_29468
FBtr0330074,tr3R_7924323_7967408_29468
FBtr0070487,trX_2727698_2730042_13405
FBtr0070914,trX_6533999_6538575_18896
FBtr0084106,tr3R_21229839_21237177_22219
FBtr0089320,tr2L_19765776_19769067_16357
FBtr0343855,tr2L_19765776_19769067_16357
FBtr0083083,tr3R_15328729_15330408_10209
FBtr0334588,tr3R_15328729_15330408_10210
FBtr0303285,trX_14955477_14999242_29493
FBtr0310014,trX_14955477_14999242_29494
FBtr0310015,trX_14955477_14999242_29495
FBtr0073955,trX_14955477_15009989_29981
FBtr0111009,trX_14955477_15009989_29982
FBtr0303286,trX_14955477_15009989_29983
FBtr0310016,trX_14955477_15009989_29984
FBtr0074214,trX_16278579_16285618_21961
FBtr0074211,trX_16278357_16285618_22156
FBtr0074212,trX_16278357_16285618_22157
FBtr0308618,trX_16278357_16285618_22158
FBtr0308619,trX_16278357_16285618_22159
FBtr0343519,trX_16278357_16285618_22160
FBtr0308617,trX_16278328_16285618_22181
FBtr0343520,trX_16278328_16285618_22182
FBtr0072523,tr3L_238323_246912_23194
FBtr0301349,tr3L_238323_246912_23195
FBtr0072521,tr3L_233926_246912_25284
FBtr0072522,tr3L_233926_246912_25285
FBtr0301348,tr3L_233926_246912_25286
FBtr0332101,tr3L_233926_246912_25287
FBtr0332102,tr3L_233926_246912_25288
FBtr0332103,tr3L_233926_246912_25289
FBtr0332104,tr3L_233926_246912_25290
FBtr0112802,trX_3845898_3857621_24780
FBtr0070606,trX_3836080_3857621_27408
FBtr0112801,trX_3811698_3857621_29597
FBtr0072903,tr3L_2263581_2265857_13102
FBtr0086012,tr2R_6090419_6131922_29359
FBtr0086011,tr2R_6087873_6131922_29510
FBtr0302439,tr2R_6087873_6131922_29510
FBtr0086009,tr2R_6091866_6157129_30402
FBtr0086010,tr2R_6090419_6157129_30419
FBtr0086008,tr2R_6090419_6169087_30644
FBtr0334266,tr2L_4031377_4114436_30691
FBtr0077465,tr2L_4031377_4115749_30704
FBtr0334265,tr2L_4031377_4115749_30704
FBtr0078408,tr3L_21296763_21297803_6279
FBtr0344634,tr3L_21296763_21297803_6279
FBtr0081688,tr3R_6684445_6685157_3807
FBtr0085833,tr3R_31739660_31743306_17197
FBtr0085834,tr3R_31739660_31743306_17198
FBtr0085832,tr3R_31738468_31743306_19339
FBtr0085835,tr3R_31738468_31743306_19340
FBtr0085911,tr2L_21677913_21682164_18364
FBtr0085912,tr2L_21677913_21682164_18364
FBtr0332966,tr2L_21677913_21682164_18364
FBtr0332810,tr3L_21815413_21817600_12745
FBtr0078438,tr3L_21808839_21817600_23295
FBtr0078437,tr3L_21808703_21817600_23390
FBtr0343272,tr2R_23734904_23745184_24117
FBtr0114586,tr2R_23734904_23746829_24874
FBtr0083444,tr3R_17446642_17448858_12864
FBtr0334930,tr3R_17446642_17448858_12865
FBtr0330176,tr3L_15511889_15513202_8111
FBtr0303531,tr3L_15511563_15513202_9983
FBtr0075552,tr3L_15511052_15513202_12589
FBtr0075553,tr3L_15511052_15513202_12590
FBtr0330177,tr3L_15511052_15513202_12590
FBtr0075554,tr3L_15511052_15513202_12591
FBtr0086710,tr2R_18627918_18629395_9072
FBtr0345422,tr2R_18627918_18629395_9072
FBtr0075204,tr3L_17558672_17576626_26665
FBtr0100411,tr3L_17558672_17576626_26665
FBtr0075202,tr3L_17560158_17619325_30108
FBtr0075203,tr3L_17560158_17619325_30108
FBtr0305796,tr3L_17560158_17619325_30108
FBtr0075151,tr3L_17953358_17961814_23108
FBtr0075150,tr3L_17952162_17971439_26937
FBtr0075149,tr3L_17952162_17999821_29709
FBtr0347013,tr3L_17953358_18026032_30524
FBtr0075148,tr3L_17953358_18059598_30902
FBtr0306813,tr3L_17953358_18061453_30911
FBtr0306814,tr3L_17950953_18064696_30941
FBtr0072578,tr3L_749400_753492_18052
FBtr0082863,tr3R_13901853_13904620_14860
FBtr0088095,tr2R_11524006_11528210_18254
FBtr0088096,tr2R_11524006_11528210_18254
FBtr0086584,tr2R_19155221_19162598_22267
FBtr0114623,tr2R_19155221_19162598_22268
FBtr0100174,tr2R_19141632_19162097_27232
FBtr0086582,tr2R_19141632_19162598_27317
FBtr0086583,tr2R_19141632_19162598_27318
FBtr0100176,tr2R_19141632_19162598_27319
FBtr0340450,tr2R_19141632_19163705_27511
FBtr0302115,tr2L_1725060_1727717_14522
FBtr0077909,tr2L_1724974_1727717_14792
FBtr0077907,tr2L_1724974_1728463_16859
FBtr0077908,tr2L_1724974_1728463_16860
FBtr0077905,tr2L_1724974_1729636_19045
FBtr0077906,tr2L_1724768_1729636_19390
FBtr0088140,tr2R_11452769_11464030_24587
FBtr0330621,tr2R_11452769_11465270_25083
FBtr0088139,tr2R_11452043_11465270_25378
