transcript_id,ujc_id
FBtr0071519,tr_FBgn0000044_1
FBtr0078478,tr_FBgn0000045_1
FBtr0334090,tr_FBgn0000045_2
FBtr0082786,tr_FBgn0000046_1
FBtr0082785,tr_FBgn0000046_2
FBtr0346242,tr_FBgn0000046_2
FBtr0083143,tr_FBgn0000047_1
FBtr0079221,tr_FBgn0000052_1
FBtr0079219,tr_FBgn0000052_2
FBtr0079220,tr_FBgn0000052_3
FBtr0100353,tr_FBgn0000053_1
FBtr0079431,tr_FBgn0000053_2
FBtr0339663,tr_FBgn0000053_2
FBtr0100590,tr_FBgn0000055_1
FBtr0100589,tr_FBgn0000055_2
FBtr0100594,tr_FBgn0000055_3
FBtr0100593,tr_FBgn0000055_4
FBtr0100591,tr_FBgn0000055_5
FBtr0343699,tr_FBgn0000056_1
FBtr0100187,tr_FBgn0000056_2
FBtr0006151,tr_FBgn0000056_3
FBtr0086744,tr_FBgn0000057_1
FBtr0340288,tr_FBgn0000057_1
FBtr0078053,tr_FBgn0000061_1
FBtr0083478,tr_FBgn0000063_1
FBtr0331348,tr_FBgn0000063_2
FBtr0085000,tr_FBgn0000064_1
FBtr0084999,tr_FBgn0000064_2
FBtr0114544,tr_FBgn0000064_3
FBtr0310660,tr_FBgn0000064_4
FBtr0084995,tr_FBgn0000064_5
FBtr0085001,tr_FBgn0000064_6
FBtr0306657,tr_FBgn0000064_7
FBtr0310661,tr_FBgn0000064_8
FBtr0084994,tr_FBgn0000064_9
FBtr0339614,tr_FBgn0000064_9
FBtr0081619,tr_FBgn0000071_1
FBtr0081620,tr_FBgn0000071_2
FBtr0081618,tr_FBgn0000071_3
FBtr0081154,tr_FBgn0000075_1
FBtr0081153,tr_FBgn0000075_2
FBtr0307281,tr_FBgn0000077_1
FBtr0071331,tr_FBgn0000077_1
FBtr0086983,tr_FBgn0000078_1
FBtr0345521,tr_FBgn0000079_1
FBtr0087004,tr_FBgn0000079_1
FBtr0336797,tr_FBgn0000083_1
FBtr0089519,tr_FBgn0000083_2
FBtr0336798,tr_FBgn0000083_3
FBtr0089517,tr_FBgn0000083_4
FBtr0089518,tr_FBgn0000083_5
FBtr0089520,tr_FBgn0000083_6
FBtr0070025,tr_FBgn0000084_1
FBtr0301931,tr_FBgn0000084_2
FBtr0070504,tr_FBgn0000092_1
FBtr0085611,tr_FBgn0000094_1
FBtr0346141,tr_FBgn0000094_1
FBtr0330659,tr_FBgn0000097_1
FBtr0077851,tr_FBgn0000097_2
FBtr0077850,tr_FBgn0000097_3
FBtr0330660,tr_FBgn0000097_3
FBtr0330658,tr_FBgn0000097_4
FBtr0078481,tr_FBgn0000100_1
FBtr0334113,tr_FBgn0000100_2
FBtr0070109,tr_FBgn0000108_1
FBtr0307292,tr_FBgn0000108_2
FBtr0307293,tr_FBgn0000108_3
FBtr0307295,tr_FBgn0000108_4
FBtr0307291,tr_FBgn0000108_5
FBtr0307294,tr_FBgn0000108_6
FBtr0089420,tr_FBgn0000109_1
FBtr0346440,tr_FBgn0000109_1
FBtr0346441,tr_FBgn0000109_1
FBtr0080347,tr_FBgn0000114_1
FBtr0300567,tr_FBgn0000114_2
FBtr0080345,tr_FBgn0000114_3
FBtr0331644,tr_FBgn0000114_4
FBtr0331645,tr_FBgn0000114_5
FBtr0331647,tr_FBgn0000114_6
FBtr0331646,tr_FBgn0000114_7
FBtr0080344,tr_FBgn0000114_8
FBtr0331648,tr_FBgn0000114_9
FBtr0331998,tr_FBgn0000114_10
FBtr0075517,tr_FBgn0000115_1
FBtr0345030,tr_FBgn0000116_1
FBtr0076546,tr_FBgn0000116_2
FBtr0331550,tr_FBgn0000116_3
FBtr0076545,tr_FBgn0000116_4
FBtr0076544,tr_FBgn0000116_5
FBtr0076543,tr_FBgn0000116_6
FBtr0112791,tr_FBgn0000116_7
FBtr0089988,tr_FBgn0000117_1
FBtr0332583,tr_FBgn0000117_2
FBtr0089989,tr_FBgn0000117_3
FBtr0089990,tr_FBgn0000117_4
FBtr0089991,tr_FBgn0000117_5
FBtr0089992,tr_FBgn0000117_6
FBtr0087702,tr_FBgn0000119_1
FBtr0340229,tr_FBgn0000120_1
FBtr0081030,tr_FBgn0000120_2
FBtr0307350,tr_FBgn0000120_2
FBtr0076599,tr_FBgn0000121_1
FBtr0070075,tr_FBgn0000137_1
FBtr0084659,tr_FBgn0000139_1
FBtr0306171,tr_FBgn0000139_2
FBtr0084660,tr_FBgn0000139_3
FBtr0084692,tr_FBgn0000140_1
FBtr0112793,tr_FBgn0000146_1
FBtr0080165,tr_FBgn0000146_2
FBtr0082483,tr_FBgn0000147_1
FBtr0339146,tr_FBgn0000150_1
FBtr0346150,tr_FBgn0000150_1
FBtr0346611,tr_FBgn0000150_1
FBtr0074372,tr_FBgn0000152_1
FBtr0080542,tr_FBgn0000153_1
FBtr0309960,tr_FBgn0000153_1
FBtr0342712,tr_FBgn0000153_1
FBtr0072378,tr_FBgn0000157_1
FBtr0300076,tr_FBgn0000157_2
FBtr0072379,tr_FBgn0000157_3
FBtr0084869,tr_FBgn0000158_1
FBtr0111000,tr_FBgn0000163_1
FBtr0343763,tr_FBgn0000163_2
FBtr0343764,tr_FBgn0000163_3
FBtr0074388,tr_FBgn0000163_4
FBtr0081664,tr_FBgn0000166_1
FBtr0081665,tr_FBgn0000166_2
FBtr0081666,tr_FBgn0000166_3
FBtr0081667,tr_FBgn0000166_4
FBtr0081668,tr_FBgn0000166_5
FBtr0332843,tr_FBgn0000173_1
FBtr0332844,tr_FBgn0000173_2
FBtr0073855,tr_FBgn0000173_3
FBtr0300566,tr_FBgn0000173_3
FBtr0307296,tr_FBgn0000173_4
FBtr0300609,tr_FBgn0000179_1
FBtr0308914,tr_FBgn0000179_2
FBtr0308915,tr_FBgn0000179_3
FBtr0300608,tr_FBgn0000179_4
FBtr0331162,tr_FBgn0000179_4
FBtr0070672,tr_FBgn0000179_5
FBtr0343569,tr_FBgn0000179_6
FBtr0079929,tr_FBgn0000180_1
FBtr0329984,tr_FBgn0000180_1
FBtr0087783,tr_FBgn0000181_1
FBtr0087782,tr_FBgn0000181_2
FBtr0080805,tr_FBgn0000182_1
FBtr0080804,tr_FBgn0000182_2
FBtr0080803,tr_FBgn0000182_3
FBtr0305688,tr_FBgn0000183_1
FBtr0081002,tr_FBgn0000183_2
FBtr0330225,tr_FBgn0000183_2
FBtr0330226,tr_FBgn0000183_2
FBtr0084949,tr_FBgn0000206_1
FBtr0075526,tr_FBgn0000212_1
FBtr0075523,tr_FBgn0000212_2
FBtr0075524,tr_FBgn0000212_3
FBtr0075525,tr_FBgn0000212_4
FBtr0330160,tr_FBgn0000212_4
FBtr0333580,tr_FBgn0000212_5
FBtr0075621,tr_FBgn0000216_1
FBtr0070638,tr_FBgn0000221_1
FBtr0077423,tr_FBgn0000227_1
FBtr0302567,tr_FBgn0000228_1
FBtr0342939,tr_FBgn0000228_2
FBtr0079085,tr_FBgn0000228_3
FBtr0079084,tr_FBgn0000228_4
FBtr0302568,tr_FBgn0000228_5
FBtr0310624,tr_FBgn0000228_6
FBtr0310625,tr_FBgn0000228_7
FBtr0300982,tr_FBgn0000229_1
FBtr0302378,tr_FBgn0000229_1
FBtr0080087,tr_FBgn0000229_2
FBtr0071379,tr_FBgn0000233_1
FBtr0301342,tr_FBgn0000239_1
FBtr0343875,tr_FBgn0000239_1
FBtr0072117,tr_FBgn0000241_1
FBtr0346612,tr_FBgn0000241_1
FBtr0302382,tr_FBgn0000244_1
FBtr0082119,tr_FBgn0000244_2
FBtr0301093,tr_FBgn0000244_3
FBtr0083194,tr_FBgn0000246_1
FBtr0083195,tr_FBgn0000246_1
FBtr0083196,tr_FBgn0000246_2
FBtr0085484,tr_FBgn0000247_1
FBtr0346613,tr_FBgn0000247_1
FBtr0080846,tr_FBgn0000250_1
FBtr0080847,tr_FBgn0000250_2
FBtr0080845,tr_FBgn0000250_3
FBtr0080844,tr_FBgn0000250_4
FBtr0337081,tr_FBgn0000250_4
FBtr0081412,tr_FBgn0000251_1
FBtr0081413,tr_FBgn0000251_1
FBtr0335152,tr_FBgn0000251_2
FBtr0088002,tr_FBgn0000253_1
FBtr0304964,tr_FBgn0000253_1
FBtr0345018,tr_FBgn0000253_2
FBtr0088001,tr_FBgn0000253_3
FBtr0304963,tr_FBgn0000253_3
FBtr0290079,tr_FBgn0000256_1
FBtr0077513,tr_FBgn0000256_2
FBtr0077512,tr_FBgn0000256_3
FBtr0290080,tr_FBgn0000256_4
FBtr0290081,tr_FBgn0000256_5
FBtr0077511,tr_FBgn0000256_6
FBtr0290077,tr_FBgn0000256_7
FBtr0290078,tr_FBgn0000256_8
FBtr0290082,tr_FBgn0000256_9
FBtr0074728,tr_FBgn0000257_1
FBtr0074727,tr_FBgn0000257_2
FBtr0331158,tr_FBgn0000257_2
FBtr0073560,tr_FBgn0000259_1
FBtr0073561,tr_FBgn0000259_2
FBtr0100540,tr_FBgn0000259_3
FBtr0299569,tr_FBgn0000259_4
FBtr0308085,tr_FBgn0000259_5
FBtr0307896,tr_FBgn0000259_6
FBtr0333204,tr_FBgn0000259_7
FBtr0073558,tr_FBgn0000259_8
FBtr0308084,tr_FBgn0000259_9
FBtr0073562,tr_FBgn0000259_10
FBtr0075058,tr_FBgn0000261_1
FBtr0335495,tr_FBgn0000273_1
FBtr0079851,tr_FBgn0000273_2
FBtr0079852,tr_FBgn0000273_3
FBtr0085727,tr_FBgn0000274_1
FBtr0335454,tr_FBgn0000274_2
FBtr0085612,tr_FBgn0000276_1
FBtr0085614,tr_FBgn0000277_1
FBtr0085640,tr_FBgn0000278_1
FBtr0085616,tr_FBgn0000279_1
FBtr0085613,tr_FBgn0000280_1
FBtr0089614,tr_FBgn0000281_1
FBtr0083127,tr_FBgn0000283_1
FBtr0083126,tr_FBgn0000283_2
FBtr0089647,tr_FBgn0000286_1
FBtr0472669,tr_FBgn0000286_1
FBtr0089648,tr_FBgn0000286_2
FBtr0089649,tr_FBgn0000286_3
FBtr0336835,tr_FBgn0000286_4
FBtr0304887,tr_FBgn0000286_5
FBtr0080235,tr_FBgn0000287_1
FBtr0080236,tr_FBgn0000287_2
FBtr0307093,tr_FBgn0000287_3
FBtr0087526,tr_FBgn0000289_1
FBtr0087527,tr_FBgn0000289_2
FBtr0087528,tr_FBgn0000289_3
FBtr0087529,tr_FBgn0000289_4
FBtr0290034,tr_FBgn0000289_5
FBtr0339960,tr_FBgn0000289_6
FBtr0339962,tr_FBgn0000289_7
FBtr0112795,tr_FBgn0000289_8
FBtr0290035,tr_FBgn0000289_9
FBtr0339961,tr_FBgn0000289_10
FBtr0346946,tr_FBgn0000289_11
FBtr0079001,tr_FBgn0000299_1
FBtr0079003,tr_FBgn0000299_2
FBtr0079002,tr_FBgn0000299_3
FBtr0089368,tr_FBgn0000303_1
FBtr0089367,tr_FBgn0000303_2
FBtr0321313,tr_FBgn0000307_1
FBtr0080839,tr_FBgn0000307_2
FBtr0080838,tr_FBgn0000307_3
FBtr0309213,tr_FBgn0000308_1
FBtr0079235,tr_FBgn0000308_2
FBtr0079234,tr_FBgn0000308_3
FBtr0309212,tr_FBgn0000308_4
FBtr0079233,tr_FBgn0000308_5
FBtr0079236,tr_FBgn0000308_6
FBtr0070064,tr_FBgn0000316_1
FBtr0070065,tr_FBgn0000316_1
FBtr0080723,tr_FBgn0000317_1
FBtr0343686,tr_FBgn0000317_1
FBtr0080724,tr_FBgn0000317_2
FBtr0343687,tr_FBgn0000317_3
FBtr0079095,tr_FBgn0000318_1
FBtr0329967,tr_FBgn0000318_2
FBtr0329968,tr_FBgn0000318_3
FBtr0074180,tr_FBgn0000319_1
FBtr0074179,tr_FBgn0000319_2
FBtr0074181,tr_FBgn0000319_3
FBtr0074182,tr_FBgn0000319_4
FBtr0112797,tr_FBgn0000319_5
FBtr0112798,tr_FBgn0000319_6
FBtr0339445,tr_FBgn0000319_7
FBtr0306113,tr_FBgn0000320_1
FBtr0079335,tr_FBgn0000320_2
FBtr0079334,tr_FBgn0000320_3
FBtr0071687,tr_FBgn0000326_1
FBtr0071033,tr_FBgn0000330_1
FBtr0332315,tr_FBgn0000330_1
FBtr0344723,tr_FBgn0000337_1
FBtr0080848,tr_FBgn0000339_1
FBtr0080849,tr_FBgn0000339_2
FBtr0337082,tr_FBgn0000339_3
FBtr0073754,tr_FBgn0000346_1
FBtr0333329,tr_FBgn0000346_2
FBtr0079320,tr_FBgn0000351_1
FBtr0333350,tr_FBgn0000351_1
FBtr0089015,tr_FBgn0000352_1
FBtr0336916,tr_FBgn0000352_1
FBtr0076572,tr_FBgn0000355_1
FBtr0076574,tr_FBgn0000356_1
FBtr0076571,tr_FBgn0000357_1
FBtr0076573,tr_FBgn0000358_1
FBtr0071203,tr_FBgn0000359_1
FBtr0071204,tr_FBgn0000360_1
FBtr0300448,tr_FBgn0000360_1
FBtr0081513,tr_FBgn0000370_1
FBtr0081512,tr_FBgn0000370_2
FBtr0332001,tr_FBgn0000370_3
FBtr0332002,tr_FBgn0000370_4
FBtr0070496,tr_FBgn0000376_1
FBtr0070495,tr_FBgn0000376_2
FBtr0070418,tr_FBgn0000377_1
FBtr0070380,tr_FBgn0000382_1
FBtr0070379,tr_FBgn0000382_2
FBtr0070378,tr_FBgn0000382_3
FBtr0333260,tr_FBgn0000382_4
FBtr0111126,tr_FBgn0000384_1
FBtr0334157,tr_FBgn0000384_1
FBtr0290322,tr_FBgn0000392_1
FBtr0346452,tr_FBgn0000392_1
FBtr0340464,tr_FBgn0000394_1
FBtr0340465,tr_FBgn0000394_1
FBtr0070804,tr_FBgn0000394_2
FBtr0071610,tr_FBgn0000395_1
FBtr0076075,tr_FBgn0000404_1
FBtr0304650,tr_FBgn0000404_2
FBtr0071914,tr_FBgn0000405_1
FBtr0071913,tr_FBgn0000405_2
FBtr0071911,tr_FBgn0000405_3
FBtr0309858,tr_FBgn0000405_4
FBtr0080932,tr_FBgn0000406_1
FBtr0331931,tr_FBgn0000406_1
FBtr0333035,tr_FBgn0000411_1
FBtr0333034,tr_FBgn0000411_1
FBtr0075746,tr_FBgn0000411_2
FBtr0333036,tr_FBgn0000411_2
FBtr0081988,tr_FBgn0000412_1
FBtr0301524,tr_FBgn0000412_2
FBtr0081987,tr_FBgn0000412_3
FBtr0305086,tr_FBgn0000414_1
FBtr0333625,tr_FBgn0000414_2
FBtr0333626,tr_FBgn0000414_3
FBtr0075318,tr_FBgn0000414_4
FBtr0330189,tr_FBgn0000414_4
FBtr0305084,tr_FBgn0000414_5
FBtr0305085,tr_FBgn0000414_6
FBtr0330190,tr_FBgn0000414_6
FBtr0085714,tr_FBgn0000416_1
FBtr0085713,tr_FBgn0000416_2
FBtr0081166,tr_FBgn0000422_1
FBtr0081167,tr_FBgn0000422_2
FBtr0290291,tr_FBgn0000422_3
FBtr0088010,tr_FBgn0000426_1
FBtr0071145,tr_FBgn0000427_1
FBtr0071146,tr_FBgn0000427_2
FBtr0071147,tr_FBgn0000427_3
FBtr0309795,tr_FBgn0000427_4
FBtr0309796,tr_FBgn0000427_5
FBtr0310269,tr_FBgn0000427_6
FBtr0081621,tr_FBgn0000439_1
FBtr0078042,tr_FBgn0000442_1
FBtr0081890,tr_FBgn0000447_1
FBtr0300442,tr_FBgn0000447_1
FBtr0088368,tr_FBgn0000448_1
FBtr0330609,tr_FBgn0000448_1
FBtr0306345,tr_FBgn0000448_2
FBtr0088366,tr_FBgn0000448_3
FBtr0452140,tr_FBgn0000448_3
FBtr0112799,tr_FBgn0000448_4
FBtr0073205,tr_FBgn0000449_1
FBtr0301385,tr_FBgn0000451_1
FBtr0076307,tr_FBgn0000451_2
FBtr0331551,tr_FBgn0000451_3
FBtr0339899,tr_FBgn0000451_4
FBtr0076305,tr_FBgn0000451_5
FBtr0082833,tr_FBgn0000454_1
FBtr0345229,tr_FBgn0000454_1
FBtr0082831,tr_FBgn0000454_2
FBtr0082832,tr_FBgn0000454_3
FBtr0082597,tr_FBgn0000455_1
FBtr0344982,tr_FBgn0000455_1
FBtr0074250,tr_FBgn0000459_1
FBtr0100384,tr_FBgn0000459_1
FBtr0083739,tr_FBgn0000463_1
FBtr0083740,tr_FBgn0000463_1
FBtr0304658,tr_FBgn0000463_1
FBtr0081260,tr_FBgn0000464_1
FBtr0305950,tr_FBgn0000464_2
FBtr0331239,tr_FBgn0000464_3
FBtr0331240,tr_FBgn0000464_4
FBtr0112800,tr_FBgn0000464_5
FBtr0331241,tr_FBgn0000464_6
FBtr0331242,tr_FBgn0000464_7
FBtr0086133,tr_FBgn0000473_1
FBtr0083538,tr_FBgn0000477_1
FBtr0070522,tr_FBgn0000479_1
FBtr0070521,tr_FBgn0000479_2
FBtr0070520,tr_FBgn0000479_3
FBtr0070518,tr_FBgn0000479_4
FBtr0070517,tr_FBgn0000479_5
FBtr0333314,tr_FBgn0000479_6
FBtr0333313,tr_FBgn0000479_7
FBtr0070511,tr_FBgn0000479_8
FBtr0070512,tr_FBgn0000479_9
FBtr0070513,tr_FBgn0000479_10
FBtr0070515,tr_FBgn0000479_11
FBtr0070519,tr_FBgn0000479_12
FBtr0333312,tr_FBgn0000479_13
FBtr0070509,tr_FBgn0000479_14
FBtr0333315,tr_FBgn0000479_15
FBtr0333316,tr_FBgn0000479_16
FBtr0333317,tr_FBgn0000479_17
FBtr0070269,tr_FBgn0000482_1
FBtr0075529,tr_FBgn0000489_1
FBtr0075528,tr_FBgn0000489_2
FBtr0077775,tr_FBgn0000490_1
FBtr0077773,tr_FBgn0000490_2
FBtr0077772,tr_FBgn0000490_3
FBtr0077771,tr_FBgn0000490_4
FBtr0085441,tr_FBgn0000492_1
FBtr0073454,tr_FBgn0000499_1
FBtr0078989,tr_FBgn0000500_1
FBtr0081761,tr_FBgn0000504_1
FBtr0081760,tr_FBgn0000504_2
FBtr0339710,tr_FBgn0000504_2
FBtr0330073,tr_FBgn0000504_3
FBtr0081759,tr_FBgn0000504_4
FBtr0330074,tr_FBgn0000504_4
FBtr0070487,tr_FBgn0000520_1
FBtr0070914,tr_FBgn0000524_1
FBtr0084106,tr_FBgn0000527_1
FBtr0089320,tr_FBgn0000529_1
FBtr0343855,tr_FBgn0000529_1
FBtr0083083,tr_FBgn0000533_1
FBtr0334588,tr_FBgn0000533_2
FBtr0303285,tr_FBgn0000535_1
FBtr0310014,tr_FBgn0000535_2
FBtr0310015,tr_FBgn0000535_3
FBtr0073955,tr_FBgn0000535_4
FBtr0111009,tr_FBgn0000535_5
FBtr0303286,tr_FBgn0000535_6
FBtr0310016,tr_FBgn0000535_7
FBtr0074214,tr_FBgn0000536_1
FBtr0074211,tr_FBgn0000536_2
FBtr0074212,tr_FBgn0000536_3
FBtr0308618,tr_FBgn0000536_4
FBtr0308619,tr_FBgn0000536_5
FBtr0343519,tr_FBgn0000536_6
FBtr0308617,tr_FBgn0000536_7
FBtr0343520,tr_FBgn0000536_8
FBtr0072523,tr_FBgn0000541_1
FBtr0301349,tr_FBgn0000541_2
FBtr0072521,tr_FBgn0000541_3
FBtr0072522,tr_FBgn0000541_4
FBtr0301348,tr_FBgn0000541_5
FBtr0332101,tr_FBgn0000541_6
FBtr0332102,tr_FBgn0000541_7
FBtr0332103,tr_FBgn0000541_8
FBtr0332104,tr_FBgn0000541_9
FBtr0112802,tr_FBgn0000542_1
FBtr0070606,tr_FBgn0000542_2
FBtr0112801,tr_FBgn0000542_3
FBtr0072903,tr_FBgn0000543_1
FBtr0086012,tr_FBgn0000546_1
FBtr0086011,tr_FBgn0000546_2
FBtr0302439,tr_FBgn0000546_2
FBtr0086009,tr_FBgn0000546_3
FBtr0086010,tr_FBgn0000546_4
FBtr0086008,tr_FBgn0000546_5
FBtr0334266,tr_FBgn0000547_1
FBtr0077465,tr_FBgn0000547_2
FBtr0334265,tr_FBgn0000547_2
FBtr0078408,tr_FBgn0000551_1
FBtr0344634,tr_FBgn0000551_1
FBtr0081688,tr_FBgn0000552_1
FBtr0085833,tr_FBgn0000557_1
FBtr0085834,tr_FBgn0000557_2
FBtr0085832,tr_FBgn0000557_3
FBtr0085835,tr_FBgn0000557_4
FBtr0085911,tr_FBgn0000559_1
FBtr0085912,tr_FBgn0000559_1
FBtr0332966,tr_FBgn0000559_1
FBtr0332810,tr_FBgn0000560_1
FBtr0078438,tr_FBgn0000560_2
FBtr0078437,tr_FBgn0000560_3
FBtr0343272,tr_FBgn0000562_1
FBtr0114586,tr_FBgn0000562_2
FBtr0083444,tr_FBgn0000564_1
FBtr0334930,tr_FBgn0000564_2
FBtr0330176,tr_FBgn0000565_1
FBtr0303531,tr_FBgn0000565_2
FBtr0075552,tr_FBgn0000565_3
FBtr0075553,tr_FBgn0000565_4
FBtr0330177,tr_FBgn0000565_4
FBtr0075554,tr_FBgn0000565_5
FBtr0086710,tr_FBgn0000566_1
FBtr0345422,tr_FBgn0000566_1
FBtr0075204,tr_FBgn0000567_1
FBtr0100411,tr_FBgn0000567_1
FBtr0075202,tr_FBgn0000567_2
FBtr0075203,tr_FBgn0000567_2
FBtr0305796,tr_FBgn0000567_2
FBtr0075151,tr_FBgn0000568_1
FBtr0075150,tr_FBgn0000568_2
FBtr0075149,tr_FBgn0000568_3
FBtr0347013,tr_FBgn0000568_4
FBtr0075148,tr_FBgn0000568_5
FBtr0306813,tr_FBgn0000568_6
FBtr0306814,tr_FBgn0000568_7
FBtr0072578,tr_FBgn0000575_1
FBtr0082863,tr_FBgn0000576_1
FBtr0088095,tr_FBgn0000577_1
FBtr0088096,tr_FBgn0000577_1
FBtr0086584,tr_FBgn0000578_1
FBtr0114623,tr_FBgn0000578_2
FBtr0100174,tr_FBgn0000578_3
FBtr0086582,tr_FBgn0000578_4
FBtr0086583,tr_FBgn0000578_5
FBtr0100176,tr_FBgn0000578_6
FBtr0340450,tr_FBgn0000578_7
FBtr0302115,tr_FBgn0000579_1
FBtr0077909,tr_FBgn0000579_2
FBtr0077907,tr_FBgn0000579_3
FBtr0077908,tr_FBgn0000579_4
FBtr0077905,tr_FBgn0000579_5
FBtr0077906,tr_FBgn0000579_6
FBtr0088140,tr_FBgn0000581_1
FBtr0330621,tr_FBgn0000581_2
FBtr0088139,tr_FBgn0000581_3
FBtr0330622,tr_FBgn0000581_3
FBtr0330623,tr_FBgn0000581_3
FBtr0080325,tr_FBgn0000588_1
FBtr0084961,tr_FBgn0000591_1
FBtr0076003,tr_FBgn0000592_1
FBtr0333383,tr_FBgn0000592_1
FBtr0076004,tr_FBgn0000594_1
FBtr0088390,tr_FBgn0000606_1
FBtr0074137,tr_FBgn0000611_1
FBtr0074135,tr_FBgn0000611_2
FBtr0333323,tr_FBgn0000611_3
FBtr0333322,tr_FBgn0000611_4
FBtr0086243,tr_FBgn0000615_1
FBtr0086242,tr_FBgn0000615_2
FBtr0086244,tr_FBgn0000615_3
FBtr0302285,tr_FBgn0000615_4
FBtr0074463,tr_FBgn0000617_1
FBtr0073540,tr_FBgn0000618_1
FBtr0100170,tr_FBgn0000625_1
FBtr0075979,tr_FBgn0000625_2
FBtr0339921,tr_FBgn0000625_2
FBtr0273338,tr_FBgn0000629_1
FBtr0334067,tr_FBgn0000629_2
FBtr0076279,tr_FBgn0000629_3
FBtr0087625,tr_FBgn0000633_1
FBtr0339940,tr_FBgn0000633_2
FBtr0070667,tr_FBgn0000635_1
FBtr0070666,tr_FBgn0000635_2
FBtr0343524,tr_FBgn0000635_3
FBtr0070665,tr_FBgn0000635_4
FBtr0336882,tr_FBgn0000635_5
FBtr0343523,tr_FBgn0000635_6
FBtr0336884,tr_FBgn0000635_7
FBtr0112804,tr_FBgn0000636_1
FBtr0301391,tr_FBgn0000636_2
FBtr0112805,tr_FBgn0000636_3
FBtr0081051,tr_FBgn0000636_4
FBtr0081052,tr_FBgn0000636_5
FBtr0340580,tr_FBgn0000636_5
FBtr0344782,tr_FBgn0000636_6
FBtr0075749,tr_FBgn0000639_1
FBtr0075750,tr_FBgn0000639_2
FBtr0339515,tr_FBgn0000639_3
FBtr0079808,tr_FBgn0000640_1
FBtr0343428,tr_FBgn0000640_1
FBtr0343429,tr_FBgn0000640_1
FBtr0070542,tr_FBgn0000644_1
FBtr0086754,tr_FBgn0000658_1
FBtr0345227,tr_FBgn0000659_1
FBtr0300259,tr_FBgn0000659_1
FBtr0330333,tr_FBgn0000659_1
FBtr0346765,tr_FBgn0000659_1
FBtr0085321,tr_FBgn0000659_1
FBtr0087647,tr_FBgn0000662_1
FBtr0087648,tr_FBgn0000662_2
FBtr0304696,tr_FBgn0000662_3
FBtr0304697,tr_FBgn0000662_4
FBtr0303048,tr_FBgn0000667_1
FBtr0310658,tr_FBgn0000667_2
FBtr0333801,tr_FBgn0000667_3
FBtr0333802,tr_FBgn0000667_4
FBtr0310659,tr_FBgn0000667_5
FBtr0070343,tr_FBgn0000667_6
FBtr0070344,tr_FBgn0000667_7
FBtr0310657,tr_FBgn0000667_8
FBtr0070345,tr_FBgn0000667_9
FBtr0077192,tr_FBgn0000709_1
FBtr0071446,tr_FBgn0000711_1
FBtr0071447,tr_FBgn0000711_2
