transcript_id,ujc_id
sim_FBtr0357871,tr_FBgn0000166_3
mel_FBtr0081667,tr_FBgn0000166_4
sim_FBtr0349586,tr_FBgn0000166_4
mel_FBtr0081668,tr_FBgn0000166_5
sim_FBtr0363728,tr_FBgn0000166_5
sim_FBtr0356930,tr_FBgn0000173_1
sim_FBtr0359747,tr_FBgn0000173_2
mel_FBtr0332843,tr_FBgn0000173_3
mel_FBtr0332844,tr_FBgn0000173_4
mel_FBtr0307296,tr_FBgn0000173_5
mel_FBtr0073855,tr_FBgn0000173_6
mel_FBtr0300566,tr_FBgn0000173_6
sim_FBtr0358642,tr_FBgn0000173_6
mel_FBtr0300609,tr_FBgn0000179_1
sim_FBtr0360358,tr_FBgn0000179_2
mel_FBtr0308914,tr_FBgn0000179_3
mel_FBtr0308915,tr_FBgn0000179_4
mel_FBtr0300608,tr_FBgn0000179_5
mel_FBtr0331162,tr_FBgn0000179_5
mel_FBtr0070672,tr_FBgn0000179_6
mel_FBtr0343569,tr_FBgn0000179_7
mel_FBtr0079929,tr_FBgn0000180_1
mel_FBtr0329984,tr_FBgn0000180_1
sim_FBtr0357856,tr_FBgn0000180_1
mel_FBtr0087783,tr_FBgn0000181_1
mel_FBtr0087782,tr_FBgn0000181_2
sim_FBtr0210834,tr_FBgn0000181_2
mel_FBtr0080805,tr_FBgn0000182_1
mel_FBtr0305688,tr_FBgn0000183_1
mel_FBtr0081002,tr_FBgn0000183_2
mel_FBtr0330225,tr_FBgn0000183_2
mel_FBtr0330226,tr_FBgn0000183_2
sim_FBtr0221777,tr_FBgn0000183_2
mel_FBtr0084949,tr_FBgn0000206_1
sim_FBtr0221164,tr_FBgn0000206_1
mel_FBtr0075526,tr_FBgn0000212_1
mel_FBtr0075523,tr_FBgn0000212_2
mel_FBtr0075524,tr_FBgn0000212_3
mel_FBtr0333580,tr_FBgn0000212_4
mel_FBtr0075525,tr_FBgn0000212_5
mel_FBtr0330160,tr_FBgn0000212_5
sim_FBtr0364687,tr_FBgn0000212_5
mel_FBtr0075621,tr_FBgn0000216_1
sim_FBtr0214421,tr_FBgn0000216_1
mel_FBtr0070638,tr_FBgn0000221_1
sim_FBtr0216579,tr_FBgn0000221_1
sim_FBtr0348609,tr_FBgn0000227_1
mel_FBtr0077423,tr_FBgn0000227_2
mel_FBtr0302567,tr_FBgn0000228_1
mel_FBtr0342939,tr_FBgn0000228_2
mel_FBtr0079085,tr_FBgn0000228_3
sim_FBtr0359139,tr_FBgn0000228_4
mel_FBtr0079084,tr_FBgn0000228_5
sim_FBtr0222568,tr_FBgn0000228_5
mel_FBtr0302568,tr_FBgn0000228_6
sim_FBtr0359069,tr_FBgn0000228_6
mel_FBtr0310624,tr_FBgn0000228_7
mel_FBtr0310625,tr_FBgn0000228_8
sim_FBtr0355569,tr_FBgn0000228_8
mel_FBtr0300982,tr_FBgn0000229_1
mel_FBtr0302378,tr_FBgn0000229_1
mel_FBtr0080087,tr_FBgn0000229_2
sim_FBtr0222199,tr_FBgn0000229_2
mel_FBtr0071379,tr_FBgn0000233_1
sim_FBtr0354537,tr_FBgn0000233_1
sim_FBtr0352716,tr_FBgn0000239_1
mel_FBtr0301342,tr_FBgn0000239_2
mel_FBtr0343875,tr_FBgn0000239_2
sim_FBtr0347967,tr_FBgn0000239_2
mel_FBtr0072117,tr_FBgn0000241_1
mel_FBtr0346612,tr_FBgn0000241_1
sim_FBtr0355360,tr_FBgn0000241_1
mel_FBtr0302382,tr_FBgn0000244_1
mel_FBtr0301093,tr_FBgn0000244_2
mel_FBtr0082119,tr_FBgn0000244_3
sim_FBtr0220699,tr_FBgn0000244_3
mel_FBtr0083194,tr_FBgn0000246_1
mel_FBtr0083195,tr_FBgn0000246_1
mel_FBtr0083196,tr_FBgn0000246_2
sim_FBtr0349562,tr_FBgn0000246_2
sim_FBtr0363199,tr_FBgn0000246_3
mel_FBtr0085484,tr_FBgn0000247_1
mel_FBtr0346613,tr_FBgn0000247_1
sim_FBtr0354623,tr_FBgn0000247_1
mel_FBtr0080846,tr_FBgn0000250_1
mel_FBtr0080847,tr_FBgn0000250_2
mel_FBtr0080845,tr_FBgn0000250_3
sim_FBtr0352645,tr_FBgn0000250_3
mel_FBtr0080844,tr_FBgn0000250_4
mel_FBtr0337081,tr_FBgn0000250_4
sim_FBtr0357084,tr_FBgn0000250_4
mel_FBtr0335152,tr_FBgn0000251_1
mel_FBtr0081412,tr_FBgn0000251_2
mel_FBtr0081413,tr_FBgn0000251_2
sim_FBtr0358483,tr_FBgn0000251_2
mel_FBtr0088002,tr_FBgn0000253_1
mel_FBtr0304964,tr_FBgn0000253_1
sim_FBtr0348867,tr_FBgn0000253_1
mel_FBtr0345018,tr_FBgn0000253_2
mel_FBtr0088001,tr_FBgn0000253_3
mel_FBtr0304963,tr_FBgn0000253_3
sim_FBtr0210759,tr_FBgn0000253_3
mel_FBtr0290079,tr_FBgn0000256_1
sim_FBtr0355062,tr_FBgn0000256_1
mel_FBtr0077513,tr_FBgn0000256_2
mel_FBtr0077512,tr_FBgn0000256_3
mel_FBtr0290080,tr_FBgn0000256_4
mel_FBtr0290081,tr_FBgn0000256_5
sim_FBtr0357179,tr_FBgn0000256_5
mel_FBtr0077511,tr_FBgn0000256_6
mel_FBtr0290077,tr_FBgn0000256_7
mel_FBtr0290078,tr_FBgn0000256_8
sim_FBtr0357804,tr_FBgn0000256_8
mel_FBtr0290082,tr_FBgn0000256_9
sim_FBtr0353317,tr_FBgn0000256_9
mel_FBtr0074728,tr_FBgn0000257_1
sim_FBtr0217357,tr_FBgn0000257_2
mel_FBtr0074727,tr_FBgn0000257_3
mel_FBtr0331158,tr_FBgn0000257_3
mel_FBtr0073561,tr_FBgn0000259_1
mel_FBtr0299569,tr_FBgn0000259_2
sim_FBtr0348717,tr_FBgn0000259_3
mel_FBtr0308085,tr_FBgn0000259_4
mel_FBtr0073560,tr_FBgn0000259_5
sim_FBtr0357270,tr_FBgn0000259_5
mel_FBtr0100540,tr_FBgn0000259_6
sim_FBtr0359313,tr_FBgn0000259_6
sim_FBtr0358314,tr_FBgn0000259_7
sim_FBtr0364310,tr_FBgn0000259_8
mel_FBtr0307896,tr_FBgn0000259_9
mel_FBtr0333204,tr_FBgn0000259_10
sim_FBtr0353146,tr_FBgn0000259_10
sim_FBtr0364736,tr_FBgn0000259_11
mel_FBtr0073558,tr_FBgn0000259_12
sim_FBtr0362351,tr_FBgn0000259_12
sim_FBtr0361681,tr_FBgn0000259_13
mel_FBtr0308084,tr_FBgn0000259_14
mel_FBtr0073562,tr_FBgn0000259_15
sim_FBtr0361529,tr_FBgn0000259_15
mel_FBtr0075058,tr_FBgn0000261_1
sim_FBtr0214680,tr_FBgn0000261_1
sim_FBtr0222255,tr_FBgn0000273_1
mel_FBtr0335495,tr_FBgn0000273_2
mel_FBtr0079851,tr_FBgn0000273_3
mel_FBtr0079852,tr_FBgn0000273_4
mel_FBtr0335454,tr_FBgn0000274_1
mel_FBtr0085727,tr_FBgn0000274_2
sim_FBtr0216790,tr_FBgn0000274_2
sim_FBtr0364889,tr_FBgn0000274_3
sim_FBtr0364904,tr_FBgn0000274_3
mel_FBtr0085612,tr_FBgn0000276_1
sim_FBtr0221418,tr_FBgn0000276_1
mel_FBtr0085614,tr_FBgn0000277_1
mel_FBtr0085640,tr_FBgn0000278_1
sim_FBtr0217100,tr_FBgn0000278_1
mel_FBtr0085616,tr_FBgn0000279_1
sim_FBtr0221419,tr_FBgn0000279_1
mel_FBtr0085613,tr_FBgn0000280_1
mel_FBtr0089614,tr_FBgn0000281_1
sim_FBtr0356196,tr_FBgn0000281_2
mel_FBtr0083127,tr_FBgn0000283_1
mel_FBtr0083126,tr_FBgn0000283_2
sim_FBtr0360617,tr_FBgn0000283_2
sim_FBtr0359503,tr_FBgn0000286_1
sim_FBtr0347938,tr_FBgn0000286_2
sim_FBtr0362287,tr_FBgn0000286_3
mel_FBtr0089647,tr_FBgn0000286_4
mel_FBtr0472669,tr_FBgn0000286_4
sim_FBtr0362443,tr_FBgn0000286_4
mel_FBtr0089648,tr_FBgn0000286_5
sim_FBtr0360798,tr_FBgn0000286_5
mel_FBtr0089649,tr_FBgn0000286_6
sim_FBtr0361324,tr_FBgn0000286_6
mel_FBtr0336835,tr_FBgn0000286_7
sim_FBtr0222593,tr_FBgn0000286_7
mel_FBtr0304887,tr_FBgn0000286_8
sim_FBtr0360340,tr_FBgn0000286_8
mel_FBtr0080235,tr_FBgn0000287_1
mel_FBtr0080236,tr_FBgn0000287_2
sim_FBtr0223686,tr_FBgn0000287_3
mel_FBtr0307093,tr_FBgn0000287_4
sim_FBtr0357261,tr_FBgn0000287_4
mel_FBtr0087527,tr_FBgn0000289_1
mel_FBtr0087528,tr_FBgn0000289_2
mel_FBtr0087529,tr_FBgn0000289_3
sim_FBtr0351360,tr_FBgn0000289_4
sim_FBtr0359277,tr_FBgn0000289_5
mel_FBtr0087526,tr_FBgn0000289_6
sim_FBtr0348377,tr_FBgn0000289_6
mel_FBtr0290034,tr_FBgn0000289_7
sim_FBtr0355564,tr_FBgn0000289_7
mel_FBtr0339960,tr_FBgn0000289_8
sim_FBtr0349290,tr_FBgn0000289_8
mel_FBtr0339962,tr_FBgn0000289_9
sim_FBtr0359926,tr_FBgn0000289_9
sim_FBtr0355056,tr_FBgn0000289_10
sim_FBtr0356434,tr_FBgn0000289_11
sim_FBtr0358309,tr_FBgn0000289_12
sim_FBtr0348141,tr_FBgn0000289_13
sim_FBtr0356587,tr_FBgn0000289_14
sim_FBtr0357391,tr_FBgn0000289_15
sim_FBtr0357695,tr_FBgn0000289_16
sim_FBtr0359986,tr_FBgn0000289_17
sim_FBtr0361148,tr_FBgn0000289_18
sim_FBtr0361614,tr_FBgn0000289_19
sim_FBtr0362038,tr_FBgn0000289_20
mel_FBtr0112795,tr_FBgn0000289_21
mel_FBtr0346946,tr_FBgn0000289_22
mel_FBtr0290035,tr_FBgn0000289_23
sim_FBtr0348373,tr_FBgn0000289_23
mel_FBtr0339961,tr_FBgn0000289_24
sim_FBtr0352313,tr_FBgn0000289_24
sim_FBtr0354971,tr_FBgn0000299_1
mel_FBtr0079001,tr_FBgn0000299_2
mel_FBtr0079003,tr_FBgn0000299_3
sim_FBtr0362585,tr_FBgn0000299_3
mel_FBtr0079002,tr_FBgn0000299_4
sim_FBtr0364032,tr_FBgn0000299_4
mel_FBtr0089368,tr_FBgn0000303_1
mel_FBtr0089367,tr_FBgn0000303_2
sim_FBtr0349238,tr_FBgn0000303_2
mel_FBtr0321313,tr_FBgn0000307_1
sim_FBtr0353128,tr_FBgn0000307_1
sim_FBtr0221823,tr_FBgn0000307_2
mel_FBtr0080839,tr_FBgn0000307_3
mel_FBtr0080838,tr_FBgn0000307_4
sim_FBtr0358660,tr_FBgn0000307_4
mel_FBtr0309213,tr_FBgn0000308_1
mel_FBtr0079235,tr_FBgn0000308_2
sim_FBtr0362679,tr_FBgn0000308_2
mel_FBtr0079234,tr_FBgn0000308_3
sim_FBtr0356257,tr_FBgn0000308_3
mel_FBtr0309212,tr_FBgn0000308_4
sim_FBtr0356811,tr_FBgn0000308_4
mel_FBtr0079233,tr_FBgn0000308_5
sim_FBtr0350962,tr_FBgn0000308_5
mel_FBtr0079236,tr_FBgn0000308_6
sim_FBtr0354459,tr_FBgn0000316_1
sim_FBtr0364253,tr_FBgn0000316_2
mel_FBtr0070064,tr_FBgn0000316_3
mel_FBtr0070065,tr_FBgn0000316_3
sim_FBtr0216407,tr_FBgn0000316_3
mel_FBtr0080723,tr_FBgn0000317_1
mel_FBtr0343686,tr_FBgn0000317_1
sim_FBtr0354977,tr_FBgn0000317_1
mel_FBtr0080724,tr_FBgn0000317_2
sim_FBtr0221883,tr_FBgn0000317_2
mel_FBtr0343687,tr_FBgn0000317_3
sim_FBtr0349447,tr_FBgn0000317_3
mel_FBtr0079095,tr_FBgn0000318_1
mel_FBtr0329967,tr_FBgn0000318_2
sim_FBtr0357188,tr_FBgn0000318_2
mel_FBtr0329968,tr_FBgn0000318_3
sim_FBtr0223255,tr_FBgn0000318_3
mel_FBtr0074180,tr_FBgn0000319_1
sim_FBtr0355439,tr_FBgn0000319_2
mel_FBtr0074179,tr_FBgn0000319_3
sim_FBtr0358019,tr_FBgn0000319_3
mel_FBtr0074181,tr_FBgn0000319_4
sim_FBtr0356236,tr_FBgn0000319_4
mel_FBtr0074182,tr_FBgn0000319_5
mel_FBtr0112797,tr_FBgn0000319_6
mel_FBtr0112798,tr_FBgn0000319_7
mel_FBtr0339445,tr_FBgn0000319_8
sim_FBtr0364691,tr_FBgn0000319_8
mel_FBtr0306113,tr_FBgn0000320_1
mel_FBtr0079335,tr_FBgn0000320_2
sim_FBtr0222478,tr_FBgn0000320_2
mel_FBtr0079334,tr_FBgn0000320_3
sim_FBtr0365528,tr_FBgn0000320_3
mel_FBtr0071687,tr_FBgn0000326_1
