gene_id,transcript_id,coords
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4250052:4250388:+
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4250674:4251000:+
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4251761:4252079:+
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4252473:4252883:+
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4253604:4254078:+
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4255647:4256069:+
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4256257:4256697:+
gene:WBGene00000123,tr_gene:WBGene00000123_1,IV:4256863:4257690:+
gene:WBGene00000181,tr_gene:WBGene00000181_1,IV:11131306:11131409:+
gene:WBGene00000181,tr_gene:WBGene00000181_1,IV:11131548:11132350:+
gene:WBGene00000181,tr_gene:WBGene00000181_1,IV:11132495:11132562:+
gene:WBGene00000181,tr_gene:WBGene00000181_1,IV:11132680:11133329:+
gene:WBGene00000181,tr_gene:WBGene00000181_1,IV:11133450:11133520:+
gene:WBGene00000183,tr_gene:WBGene00000183_1,IV:7982585:7982655:+
gene:WBGene00000183,tr_gene:WBGene00000183_1,IV:7982732:7982879:+
gene:WBGene00000183,tr_gene:WBGene00000183_1,IV:7982984:7983052:+
gene:WBGene00000183,tr_gene:WBGene00000183_1,IV:7983215:7983397:+
gene:WBGene00000184,tr_gene:WBGene00000184_1,IV:16947199:16947286:+
gene:WBGene00000184,tr_gene:WBGene00000184_1,IV:16947370:16947480:+
gene:WBGene00000184,tr_gene:WBGene00000184_1,IV:16947558:16947661:+
gene:WBGene00000184,tr_gene:WBGene00000184_1,IV:16947742:16947982:+
gene:WBGene00000184,tr_gene:WBGene00000184_1,IV:16948023:16949389:+
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12622515:12622589:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12622814:12623094:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12623296:12623665:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12624117:12624925:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12625438:12626361:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12626711:12627518:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12627842:12628368:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12628669:12629249:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12629464:12630103:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12630258:12630704:-
gene:WBGene00000186,tr_gene:WBGene00000186_1,IV:12630770:12630902:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12622527:12622589:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12622814:12623094:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12623296:12623665:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12624117:12624925:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12625438:12626361:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12626711:12627518:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12627842:12628368:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12628669:12629249:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12629464:12630103:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12630258:12630704:-
gene:WBGene00000186,tr_gene:WBGene00000186_2,IV:12630770:12630902:-
gene:WBGene00000190,tr_gene:WBGene00000190_1,IV:7635450:7635575:+
gene:WBGene00000192,tr_gene:WBGene00000192_1,IV:14798291:14798359:+
gene:WBGene00000192,tr_gene:WBGene00000192_1,IV:14798727:14798794:+
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:520498:520566:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:520737:520803:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:520880:520945:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:521027:521099:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:521250:521807:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:521868:521940:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:522031:522099:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:522372:522765:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:522868:523043:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:523115:523350:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:523403:523482:-
gene:WBGene00000213,tr_gene:WBGene00000213_1,IV:523635:523709:-
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17269416:17269480:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17269561:17269629:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17269742:17270096:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17270474:17270554:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17270700:17270768:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17270837:17270907:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17271062:17271278:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17271561:17271629:+
gene:WBGene00000224,tr_gene:WBGene00000224_1,IV:17271891:17271958:+
gene:WBGene00000247,tr_gene:WBGene00000247_1,IV:5661515:5662146:-
gene:WBGene00000247,tr_gene:WBGene00000247_1,IV:5662336:5662550:-
gene:WBGene00000247,tr_gene:WBGene00000247_1,IV:5662687:5662753:-
gene:WBGene00000247,tr_gene:WBGene00000247_1,IV:5662808:5663374:-
gene:WBGene00000247,tr_gene:WBGene00000247_1,IV:5663656:5663722:-
gene:WBGene00000247,tr_gene:WBGene00000247_1,IV:5663801:5664328:-
gene:WBGene00000266,tr_gene:WBGene00000266_1,IV:8987291:8988779:+
gene:WBGene00000266,tr_gene:WBGene00000266_1,IV:8988870:8988940:+
gene:WBGene00000266,tr_gene:WBGene00000266_1,IV:8989133:8989296:+
gene:WBGene00000266,tr_gene:WBGene00000266_1,IV:8989607:8989698:+
gene:WBGene00000266,tr_gene:WBGene00000266_1,IV:8990088:8990221:+
gene:WBGene00000270,tr_gene:WBGene00000270_1,IV:12050230:12050303:-
gene:WBGene00000270,tr_gene:WBGene00000270_1,IV:12050481:12050545:-
gene:WBGene00000270,tr_gene:WBGene00000270_1,IV:12050714:12050784:-
gene:WBGene00000270,tr_gene:WBGene00000270_1,IV:12050911:12050983:-
gene:WBGene00000270,tr_gene:WBGene00000270_1,IV:12051060:12051177:-
gene:WBGene00000292,tr_gene:WBGene00000292_1,IV:7228728:7229089:-
gene:WBGene00000292,tr_gene:WBGene00000292_1,IV:7229234:7229418:-
gene:WBGene00000292,tr_gene:WBGene00000292_1,IV:7229839:7229913:-
gene:WBGene00000292,tr_gene:WBGene00000292_1,IV:7230019:7230151:-
gene:WBGene00000301,tr_gene:WBGene00000301_1,IV:9772797:9772942:+
gene:WBGene00000370,tr_gene:WBGene00000370_1,IV:15270498:15271909:-
gene:WBGene00000370,tr_gene:WBGene00000370_1,IV:15272512:15275720:-
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12362071:12363048:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12363228:12363296:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12363380:12363886:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12364125:12368404:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12368453:12368793:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12369238:12369307:+
gene:WBGene00000376,tr_gene:WBGene00000376_1,IV:12369815:12370460:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12361684:12363048:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12363228:12363296:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12363380:12363886:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12364125:12368404:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12368453:12368793:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12369238:12369307:+
gene:WBGene00000376,tr_gene:WBGene00000376_2,IV:12369815:12370460:+
gene:WBGene00000416,tr_gene:WBGene00000416_1,IV:1597748:1600187:+
gene:WBGene00000416,tr_gene:WBGene00000416_1,IV:1600370:1601181:+
gene:WBGene00000417,tr_gene:WBGene00000417_1,IV:13199282:13199778:-
gene:WBGene00000417,tr_gene:WBGene00000417_1,IV:13199998:13200372:-
gene:WBGene00000417,tr_gene:WBGene00000417_1,IV:13200480:13200554:-
gene:WBGene00000417,tr_gene:WBGene00000417_1,IV:13200748:13201680:-
gene:WBGene00000417,tr_gene:WBGene00000417_1,IV:13201992:13203200:-
gene:WBGene00000417,tr_gene:WBGene00000417_1,IV:13203434:13203732:-
gene:WBGene00000417,tr_gene:WBGene00000417_1,IV:13203858:13203941:-
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10484145:10484208:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10484545:10484614:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10484788:10484855:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10484972:10485039:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10485237:10485485:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10486554:10486890:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10486949:10487017:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10487129:10487311:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10487577:10487693:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10487835:10487901:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10488198:10489043:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10489099:10489478:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10489615:10489682:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10490072:10490746:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10490858:10490925:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10491118:10491182:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10491507:10491575:+
gene:WBGene00000419,tr_gene:WBGene00000419_1,IV:10492295:10492369:+
gene:WBGene00000424,tr_gene:WBGene00000424_1,IV:3507561:3508065:-
gene:WBGene00000424,tr_gene:WBGene00000424_1,IV:3508231:3508518:-
gene:WBGene00000424,tr_gene:WBGene00000424_1,IV:3508590:3509398:-
gene:WBGene00000442,tr_gene:WBGene00000442_1,IV:7953794:7954509:-
gene:WBGene00000442,tr_gene:WBGene00000442_1,IV:7954584:7954656:-
gene:WBGene00000442,tr_gene:WBGene00000442_1,IV:7954740:7955577:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9732881:9732956:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733003:9733076:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733167:9733232:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733315:9733419:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733551:9733618:-
gene:WBGene00000509,tr_gene:WBGene00000509_1,IV:9733735:9733800:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732259:9732335:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732463:9732531:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732642:9732793:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9732890:9732956:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733003:9733076:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733167:9733232:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733315:9733419:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733551:9733618:-
gene:WBGene00000509,tr_gene:WBGene00000509_2,IV:9733735:9733800:-
gene:WBGene00000535,tr_gene:WBGene00000535_1,IV:6092911:6093006:-
gene:WBGene00000535,tr_gene:WBGene00000535_1,IV:6093058:6093525:-
gene:WBGene00000547,tr_gene:WBGene00000547_1,IV:1435629:1436957:-
gene:WBGene00000547,tr_gene:WBGene00000547_1,IV:1437401:1437933:-
gene:WBGene00000547,tr_gene:WBGene00000547_1,IV:1438165:1438236:-
gene:WBGene00000547,tr_gene:WBGene00000547_1,IV:1438484:1442354:-
gene:WBGene00000547,tr_gene:WBGene00000547_1,IV:1442722:1443884:-
gene:WBGene00000547,tr_gene:WBGene00000547_1,IV:1444317:1445003:-
gene:WBGene00000547,tr_gene:WBGene00000547_1,IV:1445199:1445693:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7037342:7037459:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7037524:7037589:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7037818:7037885:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7037982:7038047:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7038431:7038497:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7038898:7038963:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7039137:7039203:-
gene:WBGene00000585,tr_gene:WBGene00000585_1,IV:7039349:7039417:-
gene:WBGene00000675,tr_gene:WBGene00000675_1,IV:326237:326323:-
gene:WBGene00000675,tr_gene:WBGene00000675_1,IV:326520:326643:-
gene:WBGene00000677,tr_gene:WBGene00000677_1,IV:763414:763530:-
gene:WBGene00000691,tr_gene:WBGene00000691_1,IV:8823814:8824093:-
gene:WBGene00000692,tr_gene:WBGene00000692_1,IV:8848347:8848634:+
gene:WBGene00000692,tr_gene:WBGene00000692_1,IV:8848810:8848958:+
gene:WBGene00000692,tr_gene:WBGene00000692_1,IV:8849415:8849549:+
gene:WBGene00000695,tr_gene:WBGene00000695_1,IV:9395294:9395364:-
gene:WBGene00000695,tr_gene:WBGene00000695_1,IV:9395838:9395913:-
gene:WBGene00000695,tr_gene:WBGene00000695_1,IV:9396005:9396070:-
gene:WBGene00000696,tr_gene:WBGene00000696_1,IV:9563398:9563524:+
gene:WBGene00000698,tr_gene:WBGene00000698_1,IV:10216549:10216619:+
gene:WBGene00000703,tr_gene:WBGene00000703_1,IV:12109631:12110111:-
gene:WBGene00000708,tr_gene:WBGene00000708_1,IV:15131571:15131636:-
gene:WBGene00000763,tr_gene:WBGene00000763_1,IV:14793397:14793469:-
gene:WBGene00000763,tr_gene:WBGene00000763_1,IV:14793610:14795362:-
gene:WBGene00000763,tr_gene:WBGene00000763_1,IV:14795463:14795959:-
gene:WBGene00000763,tr_gene:WBGene00000763_1,IV:14796170:14796238:-
gene:WBGene00000775,tr_gene:WBGene00000775_1,IV:9451638:9451830:+
gene:WBGene00000775,tr_gene:WBGene00000775_1,IV:9451896:9451965:+
gene:WBGene00000775,tr_gene:WBGene00000775_1,IV:9452300:9452553:+
gene:WBGene00000775,tr_gene:WBGene00000775_1,IV:9452672:9452738:+
gene:WBGene00000775,tr_gene:WBGene00000775_1,IV:9452837:9452961:+
gene:WBGene00000775,tr_gene:WBGene00000775_1,IV:9453055:9453124:+
gene:WBGene00000815,tr_gene:WBGene00000815_1,IV:194774:194850:+
gene:WBGene00000815,tr_gene:WBGene00000815_1,IV:194956:196849:+
gene:WBGene00000815,tr_gene:WBGene00000815_1,IV:197099:197770:+
gene:WBGene00000815,tr_gene:WBGene00000815_1,IV:198061:199124:+
gene:WBGene00000815,tr_gene:WBGene00000815_1,IV:199301:200847:+
gene:WBGene00000815,tr_gene:WBGene00000815_1,IV:201283:202312:+
gene:WBGene00000816,tr_gene:WBGene00000816_1,IV:1078105:1080396:-
gene:WBGene00000816,tr_gene:WBGene00000816_1,IV:1080789:1082745:-
gene:WBGene00000816,tr_gene:WBGene00000816_1,IV:1083023:1084617:-
gene:WBGene00000816,tr_gene:WBGene00000816_1,IV:1084758:1086233:-
gene:WBGene00000816,tr_gene:WBGene00000816_1,IV:1086299:1086937:-
gene:WBGene00000817,tr_gene:WBGene00000817_1,IV:5649591:5649661:+
gene:WBGene00000817,tr_gene:WBGene00000817_1,IV:5649895:5649963:+
gene:WBGene00000817,tr_gene:WBGene00000817_1,IV:5650326:5650592:+
gene:WBGene00000818,tr_gene:WBGene00000818_1,IV:13301081:13301153:+
gene:WBGene00000818,tr_gene:WBGene00000818_1,IV:13301534:13302566:+
gene:WBGene00000818,tr_gene:WBGene00000818_1,IV:13302888:13302946:+
gene:WBGene00000818,tr_gene:WBGene00000818_1,IV:13303056:13303379:+
gene:WBGene00000841,tr_gene:WBGene00000841_1,IV:12586674:12586874:-
gene:WBGene00000841,tr_gene:WBGene00000841_1,IV:12586917:12587016:-
gene:WBGene00000841,tr_gene:WBGene00000841_1,IV:12587326:12587499:-
gene:WBGene00000841,tr_gene:WBGene00000841_1,IV:12587929:12588078:-
gene:WBGene00000841,tr_gene:WBGene00000841_1,IV:12588398:12588681:-
gene:WBGene00000841,tr_gene:WBGene00000841_1,IV:12589438:12590340:-
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10735371:10735451:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10735505:10735567:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10735966:10736065:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10736432:10736498:+
gene:WBGene00000865,tr_gene:WBGene00000865_2,IV:10736581:10736645:+
gene:WBGene00000866,tr_gene:WBGene00000866_2,IV:10986329:10986437:+
gene:WBGene00000866,tr_gene:WBGene00000866_2,IV:10986804:10986868:+
gene:WBGene00000866,tr_gene:WBGene00000866_2,IV:10986951:10987013:+
gene:WBGene00000888,tr_gene:WBGene00000888_1,IV:7132419:7132844:-
gene:WBGene00000888,tr_gene:WBGene00000888_1,IV:7132923:7133019:-
gene:WBGene00000889,tr_gene:WBGene00000889_1,IV:17111451:17115635:-
gene:WBGene00000889,tr_gene:WBGene00000889_1,IV:17116039:17116419:-
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:132486:133885:+
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:133952:134304:+
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:134412:135164:+
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:135363:135435:+
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:136172:136374:+
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:136518:136665:+
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:136912:136977:+
gene:WBGene00000897,tr_gene:WBGene00000897_1,IV:137231:137563:+
gene:WBGene00000910,tr_gene:WBGene00000910_1,IV:10253665:10254098:+
gene:WBGene00000910,tr_gene:WBGene00000910_1,IV:10254220:10254287:+
gene:WBGene00000910,tr_gene:WBGene00000910_1,IV:10254418:10254504:+
gene:WBGene00000910,tr_gene:WBGene00000910_1,IV:10254997:10255557:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9386528:9386612:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9386690:9386928:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9387130:9387275:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9387552:9387621:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9387728:9388119:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9388469:9388545:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9388705:9388768:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9389482:9389570:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9390413:9390479:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9390568:9391019:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9391216:9391278:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9391438:9391504:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9391643:9391712:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9392224:9392727:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9393019:9393100:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9393286:9393706:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9393901:9393970:+
gene:WBGene00000911,tr_gene:WBGene00000911_1,IV:9394279:9394419:+
gene:WBGene00000913,tr_gene:WBGene00000913_1,IV:420535:420607:-
gene:WBGene00000913,tr_gene:WBGene00000913_1,IV:420986:421573:-
gene:WBGene00000913,tr_gene:WBGene00000913_1,IV:421998:422069:-
gene:WBGene00000913,tr_gene:WBGene00000913_1,IV:422652:423144:-
gene:WBGene00000913,tr_gene:WBGene00000913_1,IV:423990:424652:-
gene:WBGene00000913,tr_gene:WBGene00000913_1,IV:424877:424947:-
gene:WBGene00000923,tr_gene:WBGene00000923_1,IV:8290413:8290485:+
gene:WBGene00000923,tr_gene:WBGene00000923_1,IV:8290725:8291168:+
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7085847:7086076:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7086089:7086192:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7086263:7086336:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7086418:7086486:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7086841:7087478:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7087661:7089296:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7089469:7089546:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7089611:7089839:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7090127:7090250:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7090402:7090523:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7090611:7090682:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7091372:7091439:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7091617:7091687:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7091787:7092426:-
gene:WBGene00000942,tr_gene:WBGene00000942_1,IV:7092514:7094219:-
gene:WBGene00000975,tr_gene:WBGene00000975_1,IV:10145369:10145437:+
gene:WBGene00000975,tr_gene:WBGene00000975_1,IV:10145660:10145723:+
gene:WBGene00000975,tr_gene:WBGene00000975_1,IV:10145997:10146064:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8692230:8692296:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8692372:8692507:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8692805:8692884:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8693081:8693183:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8693335:8693435:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8693584:8693694:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8693896:8693994:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8694163:8694233:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8694336:8694398:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8694479:8694874:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8694949:8695018:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8695054:8695121:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8695215:8695323:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8695693:8695841:+
gene:WBGene00000994,tr_gene:WBGene00000994_1,IV:8695918:8695995:+
gene:WBGene00000996,tr_gene:WBGene00000996_1,IV:7551877:7552011:-
gene:WBGene00000996,tr_gene:WBGene00000996_1,IV:7552485:7552579:-
gene:WBGene00000996,tr_gene:WBGene00000996_1,IV:7552864:7552987:-
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10097284:10097351:+
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10097528:10097721:+
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10098017:10098355:+
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10098576:10098819:+
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10099238:10099315:+
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10099597:10099735:+
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10100116:10100993:+
gene:WBGene00001001,tr_gene:WBGene00001001_1,IV:10101138:10103683:+
