gene_id,er_id,ef_id,ef_chr,ef_start,ef_end,ef_strand,ef_exon_ids,ef_transcript_ids,exons_per_ef,transcripts_per_ef,ef_ir_flag,ea_annotation_frequency
gene:WBGene00000109,gene:WBGene00000109:ER4,gene:WBGene00000109:ER4:EF4,IV,11023378,11023984,+,tr_gene:WBGene00000109_1_exon_4,tr_gene:WBGene00000109_1,1,1,0,unique
gene:WBGene00000109,gene:WBGene00000109:ER5,gene:WBGene00000109:ER5:EF5,IV,11024028,11024755,+,tr_gene:WBGene00000109_1_exon_5,tr_gene:WBGene00000109_1,1,1,0,unique
gene:WBGene00000109,gene:WBGene00000109:ER6,gene:WBGene00000109:ER6:EF6,IV,11024837,11025429,+,tr_gene:WBGene00000109_1_exon_6,tr_gene:WBGene00000109_1,1,1,0,unique
gene:WBGene00000109,gene:WBGene00000109:ER7,gene:WBGene00000109:ER7:EF7,IV,11025479,11025870,+,tr_gene:WBGene00000109_1_exon_7,tr_gene:WBGene00000109_1,1,1,0,unique
gene:WBGene00000120,gene:WBGene00000120:ER1,gene:WBGene00000120:ER1:EF1,IV,9108930,9109147,+,tr_gene:WBGene00000120_1_exon_1,tr_gene:WBGene00000120_1,1,1,0,unique
gene:WBGene00000120,gene:WBGene00000120:ER2,gene:WBGene00000120:ER2:EF2,IV,9109196,9109753,+,tr_gene:WBGene00000120_1_exon_2,tr_gene:WBGene00000120_1,1,1,0,unique
gene:WBGene00000121,gene:WBGene00000121:ER1,gene:WBGene00000121:ER1:EF1,IV,9147467,9147700,+,tr_gene:WBGene00000121_1_exon_1,tr_gene:WBGene00000121_1,1,1,0,unique
gene:WBGene00000121,gene:WBGene00000121:ER2,gene:WBGene00000121:ER2:EF2,IV,9147750,9147962,+,tr_gene:WBGene00000121_1_exon_2,tr_gene:WBGene00000121_1,1,1,0,unique
gene:WBGene00000121,gene:WBGene00000121:ER3,gene:WBGene00000121:ER3:EF3,IV,9148238,9148579,+,tr_gene:WBGene00000121_1_exon_3,tr_gene:WBGene00000121_1,1,1,0,unique
gene:WBGene00000122,tr_gene:WBGene00000122_1_exon_1,tr_gene:WBGene00000122_1_exon_1:EF1,IV,12123738,12123830,+,tr_gene:WBGene00000122_1_exon_1,tr_gene:WBGene00000122_1,1,1,0,unique
gene:WBGene00000122,tr_gene:WBGene00000122_1_exon_2,tr_gene:WBGene00000122_1_exon_2:EF1,IV,12124246,12124373,+,tr_gene:WBGene00000122_1_exon_2,tr_gene:WBGene00000122_1,1,1,0,unique
gene:WBGene00000122,tr_gene:WBGene00000122_1_exon_3,tr_gene:WBGene00000122_1_exon_3:EF1,IV,12124423,12124807,+,tr_gene:WBGene00000122_1_exon_3,tr_gene:WBGene00000122_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER1,gene:WBGene00000123:ER1:EF1,IV,4248019,4248131,+,tr_gene:WBGene00000123_1_exon_1,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER2,gene:WBGene00000123:ER2:EF2,IV,4248187,4248271,+,tr_gene:WBGene00000123_1_exon_2,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER3,gene:WBGene00000123:ER3:EF3,IV,4248321,4248431,+,tr_gene:WBGene00000123_1_exon_3,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER4,gene:WBGene00000123:ER4:EF4,IV,4248528,4248857,+,tr_gene:WBGene00000123_1_exon_4,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER5,gene:WBGene00000123:ER5:EF5,IV,4249341,4250062,+,tr_gene:WBGene00000123_1_exon_5,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER6,gene:WBGene00000123:ER6:EF6,IV,4250378,4250684,+,tr_gene:WBGene00000123_1_exon_6,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER7,gene:WBGene00000123:ER7:EF7,IV,4250990,4251771,+,tr_gene:WBGene00000123_1_exon_7,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER8,gene:WBGene00000123:ER8:EF8,IV,4252069,4252483,+,tr_gene:WBGene00000123_1_exon_8,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER9,gene:WBGene00000123:ER9:EF9,IV,4252873,4253614,+,tr_gene:WBGene00000123_1_exon_9,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER10,gene:WBGene00000123:ER10:EF10,IV,4254068,4255657,+,tr_gene:WBGene00000123_1_exon_10,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER11,gene:WBGene00000123:ER11:EF11,IV,4256059,4256267,+,tr_gene:WBGene00000123_1_exon_11,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER12,gene:WBGene00000123:ER12:EF12,IV,4256687,4256873,+,tr_gene:WBGene00000123_1_exon_12,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000123,gene:WBGene00000123:ER13,gene:WBGene00000123:ER13:EF13,IV,4257680,4258173,+,tr_gene:WBGene00000123_1_exon_13,tr_gene:WBGene00000123_1,1,1,0,unique
gene:WBGene00000181,gene:WBGene00000181:ER1,gene:WBGene00000181:ER1:EF1,IV,11131278,11131316,+,tr_gene:WBGene00000181_1_exon_1,tr_gene:WBGene00000181_1,1,1,0,unique
gene:WBGene00000181,gene:WBGene00000181:ER2,gene:WBGene00000181:ER2:EF2,IV,11131399,11131558,+,tr_gene:WBGene00000181_1_exon_2,tr_gene:WBGene00000181_1,1,1,0,unique
gene:WBGene00000181,gene:WBGene00000181:ER3,gene:WBGene00000181:ER3:EF3,IV,11132340,11132505,+,tr_gene:WBGene00000181_1_exon_3,tr_gene:WBGene00000181_1,1,1,0,unique
gene:WBGene00000181,gene:WBGene00000181:ER4,gene:WBGene00000181:ER4:EF4,IV,11132552,11132690,+,tr_gene:WBGene00000181_1_exon_4,tr_gene:WBGene00000181_1,1,1,0,unique
gene:WBGene00000181,gene:WBGene00000181:ER5,gene:WBGene00000181:ER5:EF5,IV,11133319,11133460,+,tr_gene:WBGene00000181_1_exon_5,tr_gene:WBGene00000181_1,1,1,0,unique
gene:WBGene00000181,gene:WBGene00000181:ER6,gene:WBGene00000181:ER6:EF6,IV,11133510,11133785,+,tr_gene:WBGene00000181_1_exon_6,tr_gene:WBGene00000181_1,1,1,0,unique
gene:WBGene00000183,gene:WBGene00000183:ER1,gene:WBGene00000183:ER1:EF1,IV,7982525,7982595,+,tr_gene:WBGene00000183_1_exon_1,tr_gene:WBGene00000183_1,1,1,0,unique
gene:WBGene00000183,gene:WBGene00000183:ER2,gene:WBGene00000183:ER2:EF2,IV,7982645,7982742,+,tr_gene:WBGene00000183_1_exon_2,tr_gene:WBGene00000183_1,1,1,0,unique
gene:WBGene00000183,gene:WBGene00000183:ER3,gene:WBGene00000183:ER3:EF3,IV,7982869,7982994,+,tr_gene:WBGene00000183_1_exon_3,tr_gene:WBGene00000183_1,1,1,0,unique
gene:WBGene00000183,gene:WBGene00000183:ER4,gene:WBGene00000183:ER4:EF4,IV,7983042,7983225,+,tr_gene:WBGene00000183_1_exon_4,tr_gene:WBGene00000183_1,1,1,0,unique
gene:WBGene00000183,gene:WBGene00000183:ER5,gene:WBGene00000183:ER5:EF5,IV,7983387,7983853,+,tr_gene:WBGene00000183_1_exon_5,tr_gene:WBGene00000183_1,1,1,0,unique
gene:WBGene00000184,gene:WBGene00000184:ER1,gene:WBGene00000184:ER1:EF1,IV,16947119,16947209,+,tr_gene:WBGene00000184_1_exon_1,tr_gene:WBGene00000184_1,1,1,0,unique
gene:WBGene00000184,gene:WBGene00000184:ER2,gene:WBGene00000184:ER2:EF2,IV,16947276,16947380,+,tr_gene:WBGene00000184_1_exon_2,tr_gene:WBGene00000184_1,1,1,0,unique
gene:WBGene00000184,gene:WBGene00000184:ER3,gene:WBGene00000184:ER3:EF3,IV,16947470,16947568,+,tr_gene:WBGene00000184_1_exon_3,tr_gene:WBGene00000184_1,1,1,0,unique
gene:WBGene00000184,gene:WBGene00000184:ER4,gene:WBGene00000184:ER4:EF4,IV,16947651,16947752,+,tr_gene:WBGene00000184_1_exon_4,tr_gene:WBGene00000184_1,1,1,0,unique
gene:WBGene00000184,gene:WBGene00000184:ER5,gene:WBGene00000184:ER5:EF5,IV,16947972,16948033,+,tr_gene:WBGene00000184_1_exon_5,tr_gene:WBGene00000184_1,1,1,0,unique
gene:WBGene00000184,gene:WBGene00000184:ER6,gene:WBGene00000184:ER6:EF6,IV,16949379,16949959,+,tr_gene:WBGene00000184_1_exon_6,tr_gene:WBGene00000184_1,1,1,0,unique
gene:WBGene00000186,gene:WBGene00000186:ER1,gene:WBGene00000186:ER1:EF1,IV,12622092,12622525,-,tr_gene:WBGene00000186_1_exon_1|tr_gene:WBGene00000186_2_exon_1,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER1,gene:WBGene00000186:ER1:EF2,IV,12622525,12622537,-,tr_gene:WBGene00000186_1_exon_1|tr_gene:WBGene00000186_2_exon_1,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER2,gene:WBGene00000186:ER2:EF1,IV,12622579,12622824,-,tr_gene:WBGene00000186_1_exon_2|tr_gene:WBGene00000186_2_exon_2,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER3,gene:WBGene00000186:ER3:EF1,IV,12623084,12623306,-,tr_gene:WBGene00000186_1_exon_3|tr_gene:WBGene00000186_2_exon_3,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER4,gene:WBGene00000186:ER4:EF1,IV,12623655,12624127,-,tr_gene:WBGene00000186_1_exon_4|tr_gene:WBGene00000186_2_exon_4,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER5,gene:WBGene00000186:ER5:EF1,IV,12624915,12625448,-,tr_gene:WBGene00000186_1_exon_5|tr_gene:WBGene00000186_2_exon_5,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER6,gene:WBGene00000186:ER6:EF1,IV,12626351,12626721,-,tr_gene:WBGene00000186_1_exon_6|tr_gene:WBGene00000186_2_exon_6,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER7,gene:WBGene00000186:ER7:EF1,IV,12627508,12627852,-,tr_gene:WBGene00000186_1_exon_7|tr_gene:WBGene00000186_2_exon_7,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER8,gene:WBGene00000186:ER8:EF1,IV,12628358,12628679,-,tr_gene:WBGene00000186_1_exon_8|tr_gene:WBGene00000186_2_exon_8,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER9,gene:WBGene00000186:ER9:EF1,IV,12629239,12629474,-,tr_gene:WBGene00000186_1_exon_9|tr_gene:WBGene00000186_2_exon_9,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER10,gene:WBGene00000186:ER10:EF1,IV,12630093,12630268,-,tr_gene:WBGene00000186_1_exon_10|tr_gene:WBGene00000186_2_exon_10,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER11,gene:WBGene00000186:ER11:EF1,IV,12630694,12630780,-,tr_gene:WBGene00000186_1_exon_11|tr_gene:WBGene00000186_2_exon_11,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000186,gene:WBGene00000186:ER12,gene:WBGene00000186:ER12:EF1,IV,12630892,12631022,-,tr_gene:WBGene00000186_1_exon_12|tr_gene:WBGene00000186_2_exon_12,tr_gene:WBGene00000186_1|tr_gene:WBGene00000186_2,2,2,0,constitutive
gene:WBGene00000190,gene:WBGene00000190:ER1,gene:WBGene00000190:ER1:EF1,IV,7635295,7635460,+,tr_gene:WBGene00000190_1_exon_1,tr_gene:WBGene00000190_1,1,1,0,unique
gene:WBGene00000190,gene:WBGene00000190:ER2,gene:WBGene00000190:ER2:EF2,IV,7635565,7635710,+,tr_gene:WBGene00000190_1_exon_2,tr_gene:WBGene00000190_1,1,1,0,unique
gene:WBGene00000192,gene:WBGene00000192:ER1,gene:WBGene00000192:ER1:EF1,IV,14798148,14798301,+,tr_gene:WBGene00000192_1_exon_1,tr_gene:WBGene00000192_1,1,1,0,unique
gene:WBGene00000192,gene:WBGene00000192:ER2,gene:WBGene00000192:ER2:EF2,IV,14798349,14798737,+,tr_gene:WBGene00000192_1_exon_2,tr_gene:WBGene00000192_1,1,1,0,unique
gene:WBGene00000192,gene:WBGene00000192:ER3,gene:WBGene00000192:ER3:EF3,IV,14798784,14799229,+,tr_gene:WBGene00000192_1_exon_3,tr_gene:WBGene00000192_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER1,gene:WBGene00000213:ER1:EF1,IV,520213,520508,-,tr_gene:WBGene00000213_1_exon_1,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER2,gene:WBGene00000213:ER2:EF2,IV,520556,520747,-,tr_gene:WBGene00000213_1_exon_2,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER3,gene:WBGene00000213:ER3:EF3,IV,520793,520890,-,tr_gene:WBGene00000213_1_exon_3,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER4,gene:WBGene00000213:ER4:EF4,IV,520935,521037,-,tr_gene:WBGene00000213_1_exon_4,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER5,gene:WBGene00000213:ER5:EF5,IV,521089,521260,-,tr_gene:WBGene00000213_1_exon_5,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER6,gene:WBGene00000213:ER6:EF6,IV,521797,521878,-,tr_gene:WBGene00000213_1_exon_6,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER7,gene:WBGene00000213:ER7:EF7,IV,521930,522041,-,tr_gene:WBGene00000213_1_exon_7,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER8,gene:WBGene00000213:ER8:EF8,IV,522089,522382,-,tr_gene:WBGene00000213_1_exon_8,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER9,gene:WBGene00000213:ER9:EF9,IV,522755,522878,-,tr_gene:WBGene00000213_1_exon_9,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER10,gene:WBGene00000213:ER10:EF10,IV,523033,523125,-,tr_gene:WBGene00000213_1_exon_10,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER11,gene:WBGene00000213:ER11:EF11,IV,523340,523413,-,tr_gene:WBGene00000213_1_exon_11,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER12,gene:WBGene00000213:ER12:EF12,IV,523472,523645,-,tr_gene:WBGene00000213_1_exon_12,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000213,gene:WBGene00000213:ER13,gene:WBGene00000213:ER13:EF13,IV,523699,523809,-,tr_gene:WBGene00000213_1_exon_13,tr_gene:WBGene00000213_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER1,gene:WBGene00000224:ER1:EF1,IV,17269341,17269426,+,tr_gene:WBGene00000224_1_exon_1,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER2,gene:WBGene00000224:ER2:EF2,IV,17269470,17269571,+,tr_gene:WBGene00000224_1_exon_2,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER3,gene:WBGene00000224:ER3:EF3,IV,17269619,17269752,+,tr_gene:WBGene00000224_1_exon_3,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER4,gene:WBGene00000224:ER4:EF4,IV,17270086,17270484,+,tr_gene:WBGene00000224_1_exon_4,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER5,gene:WBGene00000224:ER5:EF5,IV,17270544,17270710,+,tr_gene:WBGene00000224_1_exon_5,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER6,gene:WBGene00000224:ER6:EF6,IV,17270758,17270847,+,tr_gene:WBGene00000224_1_exon_6,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER7,gene:WBGene00000224:ER7:EF7,IV,17270897,17271072,+,tr_gene:WBGene00000224_1_exon_7,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER8,gene:WBGene00000224:ER8:EF8,IV,17271268,17271571,+,tr_gene:WBGene00000224_1_exon_8,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER9,gene:WBGene00000224:ER9:EF9,IV,17271619,17271901,+,tr_gene:WBGene00000224_1_exon_9,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000224,gene:WBGene00000224:ER10,gene:WBGene00000224:ER10:EF10,IV,17271948,17272183,+,tr_gene:WBGene00000224_1_exon_10,tr_gene:WBGene00000224_1,1,1,0,unique
gene:WBGene00000247,gene:WBGene00000247:ER1,gene:WBGene00000247:ER1:EF1,IV,5661140,5661525,-,tr_gene:WBGene00000247_1_exon_1,tr_gene:WBGene00000247_1,1,1,0,unique
gene:WBGene00000247,gene:WBGene00000247:ER2,gene:WBGene00000247:ER2:EF2,IV,5662136,5662346,-,tr_gene:WBGene00000247_1_exon_2,tr_gene:WBGene00000247_1,1,1,0,unique
gene:WBGene00000247,gene:WBGene00000247:ER3,gene:WBGene00000247:ER3:EF3,IV,5662540,5662697,-,tr_gene:WBGene00000247_1_exon_3,tr_gene:WBGene00000247_1,1,1,0,unique
gene:WBGene00000247,gene:WBGene00000247:ER4,gene:WBGene00000247:ER4:EF4,IV,5662743,5662818,-,tr_gene:WBGene00000247_1_exon_4,tr_gene:WBGene00000247_1,1,1,0,unique
gene:WBGene00000247,gene:WBGene00000247:ER5,gene:WBGene00000247:ER5:EF5,IV,5663364,5663666,-,tr_gene:WBGene00000247_1_exon_5,tr_gene:WBGene00000247_1,1,1,0,unique
gene:WBGene00000247,gene:WBGene00000247:ER6,gene:WBGene00000247:ER6:EF6,IV,5663712,5663811,-,tr_gene:WBGene00000247_1_exon_6,tr_gene:WBGene00000247_1,1,1,0,unique
gene:WBGene00000247,gene:WBGene00000247:ER7,gene:WBGene00000247:ER7:EF7,IV,5664318,5664425,-,tr_gene:WBGene00000247_1_exon_7,tr_gene:WBGene00000247_1,1,1,0,unique
gene:WBGene00000266,gene:WBGene00000266:ER1,gene:WBGene00000266:ER1:EF1,IV,8987260,8987301,+,tr_gene:WBGene00000266_1_exon_1,tr_gene:WBGene00000266_1,1,1,0,unique
gene:WBGene00000266,gene:WBGene00000266:ER2,gene:WBGene00000266:ER2:EF2,IV,8988769,8988880,+,tr_gene:WBGene00000266_1_exon_2,tr_gene:WBGene00000266_1,1,1,0,unique
