ERS_grp_num,ERS_grp_size,gene_id,xscripts,contains_which_gtf,flag_nonolp_pair,flag_IR_in_set,num_IR_xscripts,prop_IR,num_ER,min_num_nt_diff,max_num_nt_diff,mean_num_nt_diff,median_num_nt_diff,min_prop_nt_diff,max_prop_nt_diff,mean_prop_nt_diff,median_prop_nt_diff
38,2,TTLL8,tr_TTLL8_1|tr_TTLL8_2,0,0,0,0,0.0,2,41.0,41.0,41.0,41.0,0.010306686777275,0.010306686777275,0.010306686777275,0.010306686777275
39,3,VAMP7_1,tr_VAMP7_1_3|tr_VAMP7_1_7|tr_VAMP7_1_1,0,0,0,0,0.0,8,48.0,113.0,75.33333333333333,65.0,0.0181680545041635,0.0427706283118849,0.0286655028559277,0.0250578257517347
40,2,VAMP7_1,tr_VAMP7_1_5|tr_VAMP7_1_2,0,0,0,0,0.0,7,65.0,65.0,65.0,65.0,0.0256309148264984,0.0256309148264984,0.0256309148264984,0.0256309148264984
41,2,VAMP7_1,tr_VAMP7_1_6|tr_VAMP7_1_4,0,0,0,0,0.0,7,44.0,44.0,44.0,44.0,0.0171206225680933,0.0171206225680933,0.0171206225680933,0.0171206225680933
42,2,ZBED1_1,tr_ZBED1_1_3|tr_ZBED1_1_2,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.0006669630947087,0.0006669630947087,0.0006669630947087,0.0006669630947087
43,2,LOC107984582,tr_LOC107984582_2|tr_LOC107984582_1,0,0,0,0,0.0,3,5.0,5.0,5.0,5.0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099
44,3,LOC107984613,tr_LOC107984613_2|tr_LOC107984613_3|tr_LOC107984613_1,0,0,1,3,1.0,3,508.0,1341.0,894.0,833.0,0.2232967032967032,0.4314671814671815,0.3250495000495,0.3203846153846154
45,2,LOC107984615,tr_LOC107984615_2|tr_LOC107984615_1,0,0,1,2,1.0,2,6480.0,6480.0,6480.0,6480.0,0.6327507079386778,0.6327507079386778,0.6327507079386778,0.6327507079386778
46,2,LOC107984634,tr_LOC107984634_1|tr_LOC107984634_2,0,0,0,0,0.0,3,2977.0,2977.0,2977.0,2977.0,0.8691970802919708,0.8691970802919708,0.8691970802919708,0.8691970802919708
47,2,LOC107984641,tr_LOC107984641_2|tr_LOC107984641_1,0,0,0,0,0.0,2,478.0,478.0,478.0,478.0,0.3593984962406015,0.3593984962406015,0.3593984962406015,0.3593984962406015
48,2,LOC107984676,tr_LOC107984676_2|tr_LOC107984676_1,0,0,0,0,0.0,4,29.0,29.0,29.0,29.0,0.027027027027027,0.027027027027027,0.027027027027027,0.027027027027027
49,2,LOC107984842,tr_LOC107984842_1|tr_LOC107984842_2,0,0,0,0,0.0,3,76.0,76.0,76.0,76.0,0.1404805914972273,0.1404805914972273,0.1404805914972273,0.1404805914972273
50,3,LOC107984859,tr_LOC107984859_3|tr_LOC107984859_2|tr_LOC107984859_1,0,0,1,3,1.0,3,72.0,186.0,124.0,114.0,0.0446096654275092,0.1076388888888889,0.07274025884620676,0.0659722222222222
51,2,LOC107984862,tr_LOC107984862_2|tr_LOC107984862_1,0,0,0,0,0.0,3,406.0,406.0,406.0,406.0,0.15681730397837,0.15681730397837,0.15681730397837,0.15681730397837
52,2,LOC107984905,tr_LOC107984905_1|tr_LOC107984905_2,0,0,0,0,0.0,3,25.0,25.0,25.0,25.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555
53,2,LOC107984912,tr_LOC107984912_2|tr_LOC107984912_1,0,0,0,0,0.0,3,79.0,79.0,79.0,79.0,0.1771300448430493,0.1771300448430493,0.1771300448430493,0.1771300448430493
54,4,LOC107984960,tr_LOC107984960_4|tr_LOC107984960_3|tr_LOC107984960_2|tr_LOC107984960_1,0,1,1,4,1.0,2,229.0,4179.0,2530.8,3838.0,0.0156186059200654,0.2850225071613695,0.17260946664847904,0.2617651070795253
55,2,LOC107985023,tr_LOC107985023_1|tr_LOC107985023_2,0,0,0,0,0.0,2,37.0,37.0,37.0,37.0,0.1097922848664688,0.1097922848664688,0.1097922848664688,0.1097922848664688
56,2,LOC107985036,tr_LOC107985036_1|tr_LOC107985036_2,0,0,0,0,0.0,8,30.0,30.0,30.0,30.0,0.034324942791762,0.034324942791762,0.034324942791762,0.034324942791762
57,3,LOC107985059,tr_LOC107985059_1|tr_LOC107985059_3|tr_LOC107985059_2,0,0,1,3,1.0,2,5.0,1119.0,746.0,1114.0,0.0023923444976076,0.5077132486388385,0.33859322464511893,0.5056740807989106
58,2,LOC107985088,tr_LOC107985088_1|tr_LOC107985088_4,0,0,1,2,1.0,5,9689.0,9689.0,9689.0,9689.0,0.7524268074862157,0.7524268074862157,0.7524268074862157,0.7524268074862157
59,2,LOC107985091,tr_LOC107985091_2|tr_LOC107985091_1,0,0,0,0,0.0,4,3.0,3.0,3.0,3.0,0.003440366972477,0.003440366972477,0.003440366972477,0.003440366972477
60,2,LOC107985115,tr_LOC107985115_4|tr_LOC107985115_3,0,0,0,0,0.0,3,765.0,765.0,765.0,765.0,0.195852534562212,0.195852534562212,0.195852534562212,0.195852534562212
61,2,LOC107985137,tr_LOC107985137_1|tr_LOC107985137_2,0,0,0,0,0.0,3,816.0,816.0,816.0,816.0,0.3911792905081496,0.3911792905081496,0.3911792905081496,0.3911792905081496
62,2,LOC107985233,tr_LOC107985233_1|tr_LOC107985233_2,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.000986517592897,0.000986517592897,0.000986517592897,0.000986517592897
63,2,LOC107985255,tr_LOC107985255_1|tr_LOC107985255_2,0,0,0,0,0.0,3,3.0,3.0,3.0,3.0,0.0032715376226826,0.0032715376226826,0.0032715376226826,0.0032715376226826
64,3,LOC107985285,tr_LOC107985285_3|tr_LOC107985285_2|tr_LOC107985285_1,0,0,1,3,1.0,2,749.0,2047.0,1415.3333333333333,1450.0,0.1544011544011544,0.4219748505462791,0.29176114890400606,0.2989074417645846
65,2,LOC107985295,tr_LOC107985295_2|tr_LOC107985295_1,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.0013704888076747,0.0013704888076747,0.0013704888076747,0.0013704888076747
66,3,LOC107985306,tr_LOC107985306_1|tr_LOC107985306_2|tr_LOC107985306_3,0,0,0,0,0.0,3,80.0,198.0,132.0,118.0,0.0658978583196046,0.1630971993410214,0.1087314662273476,0.0971993410214168
67,2,LOC107985347,tr_LOC107985347_2|tr_LOC107985347_3,0,0,0,0,0.0,2,38.0,38.0,38.0,38.0,0.0191532258064516,0.0191532258064516,0.0191532258064516,0.0191532258064516
68,2,LOC107985371,tr_LOC107985371_2|tr_LOC107985371_1,0,0,0,0,0.0,3,792.0,792.0,792.0,792.0,0.7213114754098361,0.7213114754098361,0.7213114754098361,0.7213114754098361
69,2,LOC107985402,tr_LOC107985402_3|tr_LOC107985402_2,0,0,1,2,1.0,3,915.0,915.0,915.0,915.0,0.4469956033219345,0.4469956033219345,0.4469956033219345,0.4469956033219345
70,5,LOC107985409,tr_LOC107985409_4|tr_LOC107985409_5|tr_LOC107985409_3|tr_LOC107985409_1|tr_LOC107985409_2,0,1,1,5,1.0,2,148.0,1483.0,886.1111111111111,907.0,0.0611317637339942,0.6125567947129286,0.36601037220615906,0.3746385790995456
71,2,LOC107985438,tr_LOC107985438_2|tr_LOC107985438_1,0,0,0,0,0.0,3,5.0,5.0,5.0,5.0,0.0067294751009421,0.0067294751009421,0.0067294751009421,0.0067294751009421
72,2,LOC107985466,tr_LOC107985466_2|tr_LOC107985466_1,0,0,0,0,0.0,3,561.0,561.0,561.0,561.0,0.6091205211726385,0.6091205211726385,0.6091205211726385,0.6091205211726385
73,2,LOC107985467,tr_LOC107985467_1|tr_LOC107985467_2,0,0,1,2,1.0,2,1741.0,1741.0,1741.0,1741.0,0.4110979929161747,0.4110979929161747,0.4110979929161747,0.4110979929161747
74,2,LOC107985486,tr_LOC107985486_1|tr_LOC107985486_2,0,0,1,2,1.0,2,1262.0,1262.0,1262.0,1262.0,0.585886722376973,0.585886722376973,0.585886722376973,0.585886722376973
75,2,LOC107985492,tr_LOC107985492_1|tr_LOC107985492_2,0,0,1,2,1.0,3,1084.0,1084.0,1084.0,1084.0,0.1380539989811513,0.1380539989811513,0.1380539989811513,0.1380539989811513
76,2,LOC107985517,tr_LOC107985517_2|tr_LOC107985517_1,0,0,0,0,0.0,2,304.0,304.0,304.0,304.0,0.0963549920760697,0.0963549920760697,0.0963549920760697,0.0963549920760697
77,2,LOC107985549,tr_LOC107985549_4|tr_LOC107985549_3,0,0,0,0,0.0,2,23.0,23.0,23.0,23.0,0.0966386554621848,0.0966386554621848,0.0966386554621848,0.0966386554621848
78,2,LOC107985556,tr_LOC107985556_1|tr_LOC107985556_2,0,0,0,0,0.0,2,12.0,12.0,12.0,12.0,0.004885993485342,0.004885993485342,0.004885993485342,0.004885993485342
79,2,LOC107985662,tr_LOC107985662_1|tr_LOC107985662_2,0,0,0,0,0.0,3,5.0,5.0,5.0,5.0,0.0048496605237633,0.0048496605237633,0.0048496605237633,0.0048496605237633
80,2,LOC107985664,tr_LOC107985664_10|tr_LOC107985664_11,0,0,0,0,0.0,4,390.0,390.0,390.0,390.0,0.3991811668372569,0.3991811668372569,0.3991811668372569,0.3991811668372569
81,2,LOC107985664,tr_LOC107985664_6|tr_LOC107985664_5,0,0,0,0,0.0,5,802.0,802.0,802.0,802.0,0.2093994778067885,0.2093994778067885,0.2093994778067885,0.2093994778067885
82,3,LOC107985664,tr_LOC107985664_8|tr_LOC107985664_7|tr_LOC107985664_9,0,1,1,2,0.6666666666666666,4,634.0,802.0,718.0,718.0,0.1716296697347049,0.2171088251218191,0.194369247428262,0.194369247428262
83,2,LOC107985680,tr_LOC107985680_1|tr_LOC107985680_2,0,0,0,0,0.0,3,38.0,38.0,38.0,38.0,0.0142857142857142,0.0142857142857142,0.0142857142857142,0.0142857142857142
84,2,LOC107985709,tr_LOC107985709_3|tr_LOC107985709_2,0,0,0,0,0.0,4,8.0,8.0,8.0,8.0,0.0196560196560196,0.0196560196560196,0.0196560196560196,0.0196560196560196
85,2,LOC107985709,tr_LOC107985709_5|tr_LOC107985709_6,0,0,0,0,0.0,7,8.0,8.0,8.0,8.0,0.0076555023923444,0.0076555023923444,0.0076555023923444,0.0076555023923444
86,2,LOC107985719,tr_LOC107985719_1|tr_LOC107985719_2,0,0,1,2,1.0,3,111.0,111.0,111.0,111.0,0.0470937632583792,0.0470937632583792,0.0470937632583792,0.0470937632583792
87,2,LOC107985817,tr_LOC107985817_1|tr_LOC107985817_2,0,0,0,0,0.0,4,328.0,328.0,328.0,328.0,0.3215686274509804,0.3215686274509804,0.3215686274509804,0.3215686274509804
88,3,LOC107985838,tr_LOC107985838_1|tr_LOC107985838_3|tr_LOC107985838_2,0,0,1,3,1.0,3,38.0,1245.0,830.0,1207.0,0.0433789954337899,0.6562994201370586,0.4453154022733965,0.6362677912493411
89,3,LOC107985858,tr_LOC107985858_3|tr_LOC107985858_2|tr_LOC107985858_1,0,0,1,2,0.6666666666666666,3,221.0,272.0,242.0,233.0,0.0678746928746928,0.0859399684044233,0.07611693657053924,0.0745361484325016
90,2,LOC107985862,tr_LOC107985862_1|tr_LOC107985862_2,0,0,0,0,0.0,6,43.0,43.0,43.0,43.0,0.0318991097922848,0.0318991097922848,0.0318991097922848,0.0318991097922848
91,2,LOC107985862,tr_LOC107985862_3|tr_LOC107985862_5,0,0,0,0,0.0,6,57.0,57.0,57.0,57.0,0.1156186612576064,0.1156186612576064,0.1156186612576064,0.1156186612576064
92,2,LOC107985876,tr_LOC107985876_1|tr_LOC107985876_2,0,0,0,0,0.0,2,158.0,158.0,158.0,158.0,0.0310534591194968,0.0310534591194968,0.0310534591194968,0.0310534591194968
93,2,LOC107985892,tr_LOC107985892_1|tr_LOC107985892_2,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.0039577836411609,0.0039577836411609,0.0039577836411609,0.0039577836411609
94,2,LOC107985936,tr_LOC107985936_1|tr_LOC107985936_2,0,0,0,0,0.0,2,3.0,3.0,3.0,3.0,0.0072289156626506,0.0072289156626506,0.0072289156626506,0.0072289156626506
95,3,LOC107985959,tr_LOC107985959_1|tr_LOC107985959_2|tr_LOC107985959_3,0,1,1,2,0.6666666666666666,4,476.0,594.0,535.0,535.0,0.3885714285714285,0.4848979591836734,0.43673469387755093,0.43673469387755093
96,2,LOC107985988,tr_LOC107985988_1|tr_LOC107985988_2,0,0,0,0,0.0,3,30.0,30.0,30.0,30.0,0.0562851782363977,0.0562851782363977,0.0562851782363977,0.0562851782363977
97,2,LOC107986066,tr_LOC107986066_1|tr_LOC107986066_2,0,0,0,0,0.0,3,3.0,3.0,3.0,3.0,0.0023419203747072,0.0023419203747072,0.0023419203747072,0.0023419203747072
98,2,LOC107986066,tr_LOC107986066_3|tr_LOC107986066_4,0,0,0,0,0.0,4,3.0,3.0,3.0,3.0,0.0054744525547445,0.0054744525547445,0.0054744525547445,0.0054744525547445
99,2,LOC107986088,tr_LOC107986088_1|tr_LOC107986088_2,0,0,1,2,1.0,4,1675.0,1675.0,1675.0,1675.0,0.6044749188018765,0.6044749188018765,0.6044749188018765,0.6044749188018765
100,2,LOC107986095,tr_LOC107986095_2|tr_LOC107986095_1,0,0,1,2,1.0,3,171.0,171.0,171.0,171.0,0.0742509769865392,0.0742509769865392,0.0742509769865392,0.0742509769865392
101,2,LOC107986108,tr_LOC107986108_3|tr_LOC107986108_2,0,0,1,2,1.0,4,2427.0,2427.0,2427.0,2427.0,0.6998269896193772,0.6998269896193772,0.6998269896193772,0.6998269896193772
102,2,LOC107986167,tr_LOC107986167_2|tr_LOC107986167_3,0,0,1,2,1.0,3,2249.0,2249.0,2249.0,2249.0,0.8259272860815278,0.8259272860815278,0.8259272860815278,0.8259272860815278
103,2,LOC107986204,tr_LOC107986204_2|tr_LOC107986204_1,0,0,0,0,0.0,3,23.0,23.0,23.0,23.0,0.0146777281429483,0.0146777281429483,0.0146777281429483,0.0146777281429483
104,2,LOC107986205,tr_LOC107986205_2|tr_LOC107986205_1,0,0,1,2,1.0,5,3655.0,3655.0,3655.0,3655.0,0.6060354833360968,0.6060354833360968,0.6060354833360968,0.6060354833360968
105,2,LOC107986262,tr_LOC107986262_2|tr_LOC107986262_1,0,0,0,0,0.0,3,31.0,31.0,31.0,31.0,0.0150631681243926,0.0150631681243926,0.0150631681243926,0.0150631681243926
106,2,LOC107986328,tr_LOC107986328_1|tr_LOC107986328_2,0,0,1,2,1.0,2,210.0,210.0,210.0,210.0,0.1063829787234042,0.1063829787234042,0.1063829787234042,0.1063829787234042
107,2,LOC107986356,tr_LOC107986356_1|tr_LOC107986356_2,0,0,0,0,0.0,6,2670.0,2670.0,2670.0,2670.0,0.5939933259176863,0.5939933259176863,0.5939933259176863,0.5939933259176863
108,2,LOC107986406,tr_LOC107986406_1|tr_LOC107986406_2,0,0,1,2,1.0,2,1302.0,1302.0,1302.0,1302.0,0.2408880666049953,0.2408880666049953,0.2408880666049953,0.2408880666049953
109,2,LOC107986406,tr_LOC107986406_3|tr_LOC107986406_4,0,0,1,2,1.0,3,1302.0,1302.0,1302.0,1302.0,0.2377647918188458,0.2377647918188458,0.2377647918188458,0.2377647918188458
110,2,LOC107986410,tr_LOC107986410_2|tr_LOC107986410_1,0,0,0,0,0.0,4,133.0,133.0,133.0,133.0,0.0420353982300885,0.0420353982300885,0.0420353982300885,0.0420353982300885
111,4,LOC107986416,tr_LOC107986416_3|tr_LOC107986416_4|tr_LOC107986416_2|tr_LOC107986416_1,0,0,1,4,1.0,3,24.0,220.0,122.0,122.0,0.0133037694013303,0.1116751269035533,0.06314338131844628,0.0637506049725933
112,2,LOC107986419,tr_LOC107986419_2|tr_LOC107986419_1,0,0,0,0,0.0,3,3.0,3.0,3.0,3.0,0.0038610038610038,0.0038610038610038,0.0038610038610038,0.0038610038610038
113,4,LOC107986421,tr_LOC107986421_3|tr_LOC107986421_2|tr_LOC107986421_6|tr_LOC107986421_4,0,1,1,3,0.75,5,614.0,1627.0,1194.75,1269.0,0.2670726402783819,0.4989267095982827,0.38607205458048166,0.38914443422263106
114,2,LOC107986421,tr_LOC107986421_5|tr_LOC107986421_7,0,0,1,2,1.0,3,962.0,962.0,962.0,962.0,0.3010012515644555,0.3010012515644555,0.3010012515644555,0.3010012515644555
115,2,LOC107986474,tr_LOC107986474_1|tr_LOC107986474_2,0,0,0,0,0.0,2,168.0,168.0,168.0,168.0,0.2063882063882063,0.2063882063882063,0.2063882063882063,0.2063882063882063
116,5,LOC107986476,tr_LOC107986476_2|tr_LOC107986476_4|tr_LOC107986476_5|tr_LOC107986476_6|tr_LOC107986476_3,0,0,1,5,1.0,5,214.0,2706.0,1390.2,1432.0,0.0356488422455439,0.4507746126936531,0.23568753755375366,0.23854739297018157
117,2,LOC107986516,tr_LOC107986516_2|tr_LOC107986516_1,0,0,0,0,0.0,2,53.0,53.0,53.0,53.0,0.0732044198895027,0.0732044198895027,0.0732044198895027,0.0732044198895027
118,2,LOC107986544,tr_LOC107986544_2|tr_LOC107986544_1,0,0,1,2,1.0,3,119.0,119.0,119.0,119.0,0.1671348314606741,0.1671348314606741,0.1671348314606741,0.1671348314606741
119,2,LOC107986548,tr_LOC107986548_2|tr_LOC107986548_1,0,0,0,0,0.0,3,26.0,26.0,26.0,26.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,0.0235294117647058
120,2,LOC107986599,tr_LOC107986599_4|tr_LOC107986599_2,0,0,0,0,0.0,3,48.0,48.0,48.0,48.0,0.0654843110504774,0.0654843110504774,0.0654843110504774,0.0654843110504774
121,3,LOC107986602,tr_LOC107986602_3|tr_LOC107986602_1|tr_LOC107986602_4,0,0,0,0,0.0,4,11.0,60.0,40.0,49.0,0.0059880239520958,0.0326619488296135,0.021774632553075633,0.0266739248775176
122,2,LOC107986602,tr_LOC107986602_2|tr_LOC107986602_5,0,0,0,0,0.0,3,11.0,11.0,11.0,11.0,0.0068535825545171,0.0068535825545171,0.0068535825545171,0.0068535825545171
123,2,LOC107986634,tr_LOC107986634_1|tr_LOC107986634_2,0,0,0,0,0.0,7,114.0,114.0,114.0,114.0,0.1285231116121758,0.1285231116121758,0.1285231116121758,0.1285231116121758
124,2,LOC107986674,tr_LOC107986674_1|tr_LOC107986674_2,0,0,1,2,1.0,4,2517.0,2517.0,2517.0,2517.0,0.4479444741057127,0.4479444741057127,0.4479444741057127,0.4479444741057127
125,2,LOC107986759,tr_LOC107986759_2|tr_LOC107986759_1,0,0,0,0,0.0,3,172.0,172.0,172.0,172.0,0.2057416267942583,0.2057416267942583,0.2057416267942583,0.2057416267942583
126,2,LOC107986788,tr_LOC107986788_2|tr_LOC107986788_1,0,0,0,0,0.0,4,10.0,10.0,10.0,10.0,0.0076687116564417,0.0076687116564417,0.0076687116564417,0.0076687116564417
127,2,LOC105377442,tr_LOC105377442_1|tr_LOC105377442_2,0,0,0,0,0.0,3,13.0,13.0,13.0,13.0,0.0048399106478034,0.0048399106478034,0.0048399106478034,0.0048399106478034
128,3,LOC105377452,tr_LOC105377452_2|tr_LOC105377452_3|tr_LOC105377452_1,0,0,1,3,1.0,2,94.0,773.0,515.3333333333334,679.0,0.0793248945147679,0.4460473167916907,0.3057261092891119,0.3918061165608771
129,6,LOC105377478,tr_LOC105377478_3|tr_LOC105377478_1|tr_LOC105377478_5|tr_LOC105377478_2|tr_LOC105377478_6|tr_LOC105377478_4,0,1,1,6,1.0,5,48.0,1753.0,1055.2857142857142,1288.0,0.0164552622557422,0.3949977467327625,0.24272766967963447,0.2902208201892744
