gene_id,xscript_model_id,ERS_grp_num,flag_nonolp_pair,nonolp_xscript_id,num_ER
LOC107986108,tr_LOC107986108_3,101,0,,4
LOC107986167,tr_LOC107986167_2,102,0,,3
LOC107986167,tr_LOC107986167_3,102,0,,3
LOC107986204,tr_LOC107986204_1,103,0,,3
LOC107986204,tr_LOC107986204_2,103,0,,3
LOC107986205,tr_LOC107986205_1,104,0,,5
LOC107986205,tr_LOC107986205_2,104,0,,5
LOC107986262,tr_LOC107986262_1,105,0,,3
LOC107986262,tr_LOC107986262_2,105,0,,3
LOC107986328,tr_LOC107986328_1,106,0,,2
LOC107986328,tr_LOC107986328_2,106,0,,2
LOC107986356,tr_LOC107986356_1,107,0,,6
LOC107986356,tr_LOC107986356_2,107,0,,6
LOC107986406,tr_LOC107986406_1,108,0,,2
LOC107986406,tr_LOC107986406_2,108,0,,2
LOC107986406,tr_LOC107986406_3,109,0,,3
LOC107986406,tr_LOC107986406_4,109,0,,3
LOC107986410,tr_LOC107986410_1,110,0,,4
LOC107986410,tr_LOC107986410_2,110,0,,4
LOC107986416,tr_LOC107986416_1,111,0,,3
LOC107986416,tr_LOC107986416_2,111,0,,3
LOC107986416,tr_LOC107986416_3,111,0,,3
LOC107986416,tr_LOC107986416_4,111,0,,2
LOC107986419,tr_LOC107986419_1,112,0,,3
LOC107986419,tr_LOC107986419_2,112,0,,3
LOC107986421,tr_LOC107986421_2,113,1,tr_LOC107986421_3,5
LOC107986421,tr_LOC107986421_4,113,1,tr_LOC107986421_3,5
LOC107986421,tr_LOC107986421_6,113,0,,4
LOC107986421,tr_LOC107986421_3,113,1,tr_LOC107986421_4|tr_LOC107986421_2,4
LOC107986421,tr_LOC107986421_5,114,0,,3
LOC107986421,tr_LOC107986421_7,114,0,,3
LOC107986474,tr_LOC107986474_1,115,0,,2
LOC107986474,tr_LOC107986474_2,115,0,,2
LOC107986476,tr_LOC107986476_2,116,0,,5
LOC107986476,tr_LOC107986476_3,116,0,,5
LOC107986476,tr_LOC107986476_4,116,0,,4
LOC107986476,tr_LOC107986476_5,116,0,,4
LOC107986476,tr_LOC107986476_6,116,0,,4
LOC107986516,tr_LOC107986516_1,117,0,,2
LOC107986516,tr_LOC107986516_2,117,0,,2
LOC107986544,tr_LOC107986544_1,118,0,,3
LOC107986544,tr_LOC107986544_2,118,0,,3
LOC107986548,tr_LOC107986548_1,119,0,,3
LOC107986548,tr_LOC107986548_2,119,0,,3
LOC107986599,tr_LOC107986599_2,120,0,,3
LOC107986599,tr_LOC107986599_4,120,0,,3
LOC107986602,tr_LOC107986602_1,121,0,,4
LOC107986602,tr_LOC107986602_3,121,0,,4
LOC107986602,tr_LOC107986602_4,121,0,,4
LOC107986602,tr_LOC107986602_2,122,0,,3
LOC107986602,tr_LOC107986602_5,122,0,,3
LOC107986634,tr_LOC107986634_1,123,0,,7
LOC107986634,tr_LOC107986634_2,123,0,,7
LOC107986674,tr_LOC107986674_1,124,0,,4
LOC107986674,tr_LOC107986674_2,124,0,,4
LOC107986759,tr_LOC107986759_1,125,0,,3
LOC107986759,tr_LOC107986759_2,125,0,,3
LOC107986788,tr_LOC107986788_1,126,0,,4
LOC107986788,tr_LOC107986788_2,126,0,,4
LOC105377442,tr_LOC105377442_1,127,0,,3
LOC105377442,tr_LOC105377442_2,127,0,,3
LOC105377452,tr_LOC105377452_1,128,0,,2
LOC105377452,tr_LOC105377452_2,128,0,,2
LOC105377452,tr_LOC105377452_3,128,0,,2
LOC105377478,tr_LOC105377478_1,129,0,,5
LOC105377478,tr_LOC105377478_2,129,0,,5
LOC105377478,tr_LOC105377478_3,129,0,,5
LOC105377478,tr_LOC105377478_4,129,1,tr_LOC105377478_5,4
LOC105377478,tr_LOC105377478_5,129,1,tr_LOC105377478_4,4
LOC105377478,tr_LOC105377478_6,129,0,,4
LOC105377506,tr_LOC105377506_1,130,0,,4
LOC105377506,tr_LOC105377506_2,130,0,,4
LOC105377506,tr_LOC105377506_3,130,0,,4
LOC105377508,tr_LOC105377508_1,131,0,,4
LOC105377508,tr_LOC105377508_2,131,0,,4
LOC105377513,tr_LOC105377513_1,132,0,,4
LOC105377513,tr_LOC105377513_2,132,0,,4
LOC105377517,tr_LOC105377517_1,133,0,,3
LOC105377517,tr_LOC105377517_2,133,0,,3
LOC105377567,tr_LOC105377567_3,134,0,,3
LOC105377567,tr_LOC105377567_4,134,0,,3
LOC105377572,tr_LOC105377572_1,135,1,tr_LOC105377572_4,3
LOC105377572,tr_LOC105377572_2,135,0,,3
LOC105377572,tr_LOC105377572_3,135,0,,3
LOC105377572,tr_LOC105377572_4,135,1,tr_LOC105377572_1,3
LOC105377576,tr_LOC105377576_1,136,0,,2
LOC105377576,tr_LOC105377576_2,136,0,,2
LOC105377576,tr_LOC105377576_3,136,0,,2
LOC105377576,tr_LOC105377576_4,136,0,,2
LOC105377576,tr_LOC105377576_5,136,0,,2
LOC105377580,tr_LOC105377580_1,137,1,tr_LOC105377580_3,2
LOC105377580,tr_LOC105377580_2,137,0,,2
LOC105377580,tr_LOC105377580_3,137,1,tr_LOC105377580_1,2
LOC105377582,tr_LOC105377582_2,138,0,,5
LOC105377582,tr_LOC105377582_3,138,0,,5
LOC105377582,tr_LOC105377582_4,138,0,,5
LOC105377619,tr_LOC105377619_1,139,0,,5
LOC105377619,tr_LOC105377619_2,139,0,,5
LOC105377657,tr_LOC105377657_2,140,0,,3
LOC105377657,tr_LOC105377657_3,140,0,,3
LOC105377657,tr_LOC105377657_4,141,0,,3
LOC105377657,tr_LOC105377657_5,141,0,,3
LOC105377691,tr_LOC105377691_1,142,0,,3
LOC105377691,tr_LOC105377691_2,142,0,,3
LOC105377712,tr_LOC105377712_1,143,0,,3
LOC105377712,tr_LOC105377712_2,143,0,,3
LOC105377712,tr_LOC105377712_3,143,0,,3
LOC105377712,tr_LOC105377712_4,143,0,,3
LOC105377713,tr_LOC105377713_1,144,0,,3
LOC105377713,tr_LOC105377713_2,144,0,,3
LOC105377743,tr_LOC105377743_1,145,0,,3
LOC105377743,tr_LOC105377743_2,145,0,,3
LOC105377743,tr_LOC105377743_3,145,0,,2
LOC105377757,tr_LOC105377757_1,146,0,,2
LOC105377757,tr_LOC105377757_2,146,0,,2
LOC105377757,tr_LOC105377757_3,146,0,,1
LOC105377762,tr_LOC105377762_1,147,0,,3
LOC105377762,tr_LOC105377762_2,147,0,,3
LOC105377916,tr_LOC105377916_1,148,0,,3
LOC105377916,tr_LOC105377916_2,148,0,,3
LOC105377916,tr_LOC105377916_3,148,0,,3
LOC105377927,tr_LOC105377927_1,149,0,,3
LOC105377927,tr_LOC105377927_2,149,0,,3
LOC105377939,tr_LOC105377939_1,150,0,,2
LOC105377939,tr_LOC105377939_2,150,0,,2
LOC105377950,tr_LOC105377950_1,151,0,,4
LOC105377950,tr_LOC105377950_2,151,0,,4
LOC105377953,tr_LOC105377953_1,152,0,,6
LOC105377953,tr_LOC105377953_2,152,0,,6
LOC105377979,tr_LOC105377979_1,153,0,,6
LOC105377979,tr_LOC105377979_2,153,0,,6
LOC105377979,tr_LOC105377979_6,154,0,,7
LOC105377979,tr_LOC105377979_7,154,0,,7
LOC105377994,tr_LOC105377994_1,155,0,,3
LOC105377994,tr_LOC105377994_2,155,0,,3
LOC105378005,tr_LOC105378005_1,156,0,,5
LOC105378005,tr_LOC105378005_2,156,0,,5
LOC105378005,tr_LOC105378005_3,156,0,,5
LOC105378005,tr_LOC105378005_4,156,0,,5
LOC105378035,tr_LOC105378035_3,157,0,,3
LOC105378035,tr_LOC105378035_4,157,0,,3
LOC105378035,tr_LOC105378035_5,157,0,,3
LOC105378036,tr_LOC105378036_1,158,0,,4
LOC105378036,tr_LOC105378036_2,158,0,,4
LOC105378075,tr_LOC105378075_2,159,0,,3
LOC105378075,tr_LOC105378075_3,159,0,,3
LOC105378113,tr_LOC105378113_2,160,0,,6
LOC105378113,tr_LOC105378113_3,160,0,,6
LOC105378116,tr_LOC105378116_1,161,0,,3
LOC105378116,tr_LOC105378116_2,161,0,,3
LOC105378130,tr_LOC105378130_1,162,0,,2
LOC105378130,tr_LOC105378130_2,162,0,,2
LOC105378140,tr_LOC105378140_1,163,0,,2
LOC105378140,tr_LOC105378140_2,163,0,,2
LOC105378150,tr_LOC105378150_1,164,0,,3
LOC105378150,tr_LOC105378150_2,164,0,,3
LOC105378157,tr_LOC105378157_1,165,0,,4
LOC105378157,tr_LOC105378157_2,165,0,,4
LOC105378316,tr_LOC105378316_2,166,0,,6
LOC105378316,tr_LOC105378316_4,166,0,,6
LOC105378345,tr_LOC105378345_1,167,0,,3
LOC105378345,tr_LOC105378345_2,167,1,tr_LOC105378345_3,3
LOC105378345,tr_LOC105378345_3,167,1,tr_LOC105378345_2,3
LOC105378351,tr_LOC105378351_1,168,0,,3
LOC105378351,tr_LOC105378351_2,168,0,,3
LOC105378351,tr_LOC105378351_3,168,0,,3
LOC105378353,tr_LOC105378353_2,169,0,,2
LOC105378353,tr_LOC105378353_3,169,0,,2
LOC105378369,tr_LOC105378369_1,170,0,,2
LOC105378369,tr_LOC105378369_2,170,1,tr_LOC105378369_3,2
LOC105378369,tr_LOC105378369_3,170,1,tr_LOC105378369_2,2
LOC105378369,tr_LOC105378369_4,170,0,,2
LOC105378369,tr_LOC105378369_5,171,0,,3
LOC105378369,tr_LOC105378369_7,171,0,,3
LOC105378369,tr_LOC105378369_8,171,0,,3
LOC105378390,tr_LOC105378390_1,172,0,,2
LOC105378390,tr_LOC105378390_2,172,0,,2
LOC105378392,tr_LOC105378392_1,173,0,,3
LOC105378392,tr_LOC105378392_2,173,0,,3
LOC105378406,tr_LOC105378406_1,174,0,,3
LOC105378406,tr_LOC105378406_2,174,0,,3
LOC105378407,tr_LOC105378407_1,175,0,,4
LOC105378407,tr_LOC105378407_2,175,0,,4
LOC105378408,tr_LOC105378408_1,176,0,,3
LOC105378408,tr_LOC105378408_2,176,0,,3
LOC105378449,tr_LOC105378449_1,177,0,,3
LOC105378449,tr_LOC105378449_2,177,0,,3
LOC105378450,tr_LOC105378450_1,178,0,,3
LOC105378450,tr_LOC105378450_2,178,1,tr_LOC105378450_4,3
LOC105378450,tr_LOC105378450_3,178,0,,3
LOC105378450,tr_LOC105378450_4,178,1,tr_LOC105378450_2,3
LOC105378458,tr_LOC105378458_1,179,0,,3
LOC105378458,tr_LOC105378458_2,179,0,,3
LOC105378458,tr_LOC105378458_3,180,0,,3
LOC105378458,tr_LOC105378458_4,180,0,,3
LOC105378465,tr_LOC105378465_1,181,0,,4
LOC105378465,tr_LOC105378465_3,181,0,,4
LOC105378469,tr_LOC105378469_1,182,0,,4
LOC105378469,tr_LOC105378469_2,182,0,,4
LOC105378469,tr_LOC105378469_3,182,0,,4
LOC105378477,tr_LOC105378477_2,183,0,,5
LOC105378477,tr_LOC105378477_3,183,0,,5
LOC105378477,tr_LOC105378477_4,183,0,,5
LOC105378497,tr_LOC105378497_1,184,0,,3
LOC105378497,tr_LOC105378497_2,184,0,,3
LOC105378518,tr_LOC105378518_1,185,0,,2
LOC105378518,tr_LOC105378518_2,185,0,,2
LOC105378521,tr_LOC105378521_1,186,0,,3
LOC105378521,tr_LOC105378521_2,186,0,,3
LOC105378521,tr_LOC105378521_3,186,0,,3
LOC105378547,tr_LOC105378547_1,187,0,,3
LOC105378547,tr_LOC105378547_2,187,0,,3
LOC105378549,tr_LOC105378549_1,188,0,,3
LOC105378549,tr_LOC105378549_2,188,0,,3
LOC105378561,tr_LOC105378561_1,189,1,tr_LOC105378561_3,4
LOC105378561,tr_LOC105378561_4,189,0,,4
LOC105378561,tr_LOC105378561_3,189,1,tr_LOC105378561_1,4
LOC105378563,tr_LOC105378563_1,190,0,,4
LOC105378563,tr_LOC105378563_2,190,0,,4
LOC105378563,tr_LOC105378563_3,190,0,,4
LOC105378563,tr_LOC105378563_4,190,0,,4
LOC105378571,tr_LOC105378571_3,191,0,,4
LOC105378571,tr_LOC105378571_4,191,0,,4
LOC105378590,tr_LOC105378590_1,192,0,,4
LOC105378590,tr_LOC105378590_2,192,0,,4
LOC105378600,tr_LOC105378600_1,193,0,,3
LOC105378600,tr_LOC105378600_2,193,0,,3
LOC105378601,tr_LOC105378601_1,194,0,,3
LOC105378601,tr_LOC105378601_2,194,0,,3
LOC105378602,tr_LOC105378602_1,195,0,,3
LOC105378602,tr_LOC105378602_2,195,0,,3
LOC105378607,tr_LOC105378607_1,196,0,,2
LOC105378607,tr_LOC105378607_2,196,0,,2
LOC105378607,tr_LOC105378607_3,196,0,,2
LOC105378621,tr_LOC105378621_1,197,0,,3
LOC105378621,tr_LOC105378621_2,197,0,,3
LOC105378625,tr_LOC105378625_1,198,0,,2
LOC105378625,tr_LOC105378625_2,198,0,,2
LOC105378646,tr_LOC105378646_2,199,0,,5
LOC105378646,tr_LOC105378646_3,199,0,,5
LOC105378646,tr_LOC105378646_4,199,0,,5
LOC105378667,tr_LOC105378667_1,200,0,,3
LOC105378667,tr_LOC105378667_2,200,0,,3
LOC105378669,tr_LOC105378669_2,201,0,,3
LOC105378669,tr_LOC105378669_3,201,0,,3
LOC105378669,tr_LOC105378669_4,201,0,,3
LOC105378693,tr_LOC105378693_1,202,0,,3
LOC105378693,tr_LOC105378693_2,202,0,,3
LOC105378709,tr_LOC105378709_1,203,0,,3
LOC105378709,tr_LOC105378709_2,203,0,,3
LOC105378709,tr_LOC105378709_3,203,0,,3
LOC105378741,tr_LOC105378741_1,204,0,,3
LOC105378741,tr_LOC105378741_2,204,0,,3
LOC105378741,tr_LOC105378741_3,204,0,,3
LOC105378741,tr_LOC105378741_4,204,0,,3
LOC105378746,tr_LOC105378746_1,205,1,tr_LOC105378746_2,5
LOC105378746,tr_LOC105378746_3,205,0,,5
LOC105378746,tr_LOC105378746_4,205,0,,5
LOC105378746,tr_LOC105378746_5,205,0,,5
LOC105378746,tr_LOC105378746_2,205,1,tr_LOC105378746_1,5
LOC105378747,tr_LOC105378747_1,206,0,,3
LOC105378747,tr_LOC105378747_2,206,0,,3
LOC105378747,tr_LOC105378747_3,206,0,,2
LOC105378747,tr_LOC105378747_4,206,0,,2
LOC105378748,tr_LOC105378748_2,207,0,,4
LOC105378748,tr_LOC105378748_3,207,0,,4
LOC105378748,tr_LOC105378748_4,207,0,,4
LOC105378783,tr_LOC105378783_1,208,0,,3
LOC105378783,tr_LOC105378783_2,208,0,,3
LOC105378813,tr_LOC105378813_1,209,0,,2
LOC105378813,tr_LOC105378813_2,209,0,,2
LOC105378833,tr_LOC105378833_1,210,0,,3
LOC105378833,tr_LOC105378833_2,210,0,,3
LOC105378861,tr_LOC105378861_1,211,0,,2
LOC105378861,tr_LOC105378861_2,211,0,,2
LOC105378864,tr_LOC105378864_1,212,0,,3
LOC105378864,tr_LOC105378864_2,212,0,,3
LOC105378866,tr_LOC105378866_1,213,0,,3
LOC105378866,tr_LOC105378866_2,213,0,,3
LOC105378891,tr_LOC105378891_2,214,0,,6
LOC105378891,tr_LOC105378891_3,214,0,,6
LOC105378906,tr_LOC105378906_1,215,0,,3
LOC105378906,tr_LOC105378906_2,215,0,,3
LOC105378918,tr_LOC105378918_1,216,0,,3
LOC105378918,tr_LOC105378918_2,216,0,,3
LOC105378925,tr_LOC105378925_1,217,0,,3
LOC105378925,tr_LOC105378925_2,217,0,,3
LOC105378938,tr_LOC105378938_2,218,0,,4
LOC105378938,tr_LOC105378938_3,218,0,,4
LOC105378938,tr_LOC105378938_4,218,0,,5
LOC105378938,tr_LOC105378938_5,218,0,,4
LOC105378938,tr_LOC105378938_6,218,0,,4
LOC105378964,tr_LOC105378964_2,219,0,,3
LOC105378964,tr_LOC105378964_3,219,0,,3
LOC105379010,tr_LOC105379010_1,220,0,,3
LOC105379010,tr_LOC105379010_2,220,0,,3
