gene_id,ujc_id,num_xscripts,junction_string
FBgn0000032,tr_FBtr0085609,1,3R:29991693:29991754:-|3R:29992012:29992083:-|3R:29992772:29992829:-|3R:29992927:29992986:-|3R:29993181:29993262:-
FBgn0000032,tr_FBtr0085610,1,3R:29991693:29991754:-|3R:29992012:29992083:-|3R:29992772:29992829:-|3R:29992927:29992986:-
FBgn0000036,tr_FBtr0084619,3,3R:24401945:24403215:-|3R:24403510:24404682:-|3R:24404893:24404969:-|3R:24405429:24407318:-|3R:24407498:24412508:-|3R:24412617:24414847:-|3R:24414891:24421695:-|3R:24421904:24451895:-|3R:24452633:24456435:-
FBgn0000037,tr_FBtr0072367,1,2R:24381856:24383241:-|2R:24383377:24383436:-|2R:24383619:24383924:-|2R:24385048:24389598:-
FBgn0000037,tr_FBtr0072368,1,2R:24381856:24383190:-|2R:24383377:24383436:-|2R:24383619:24383924:-|2R:24385048:24389594:-
FBgn0000038,tr_FBtr0073299,1,3L:4429502:4429566:+|3L:4429715:4432386:+|3L:4432522:4433305:+|3L:4433459:4433615:+|3L:4434059:4434490:+|3L:4435089:4435175:+
FBgn0000038,tr_FBtr0073300,1,3L:4429502:4429566:+
FBgn0000039,tr_FBtr0084639,1,3R:24486200:24487131:+|3R:24487285:24487423:+|3R:24487603:24488452:+|3R:24488611:24488781:+|3R:24489366:24489599:+|3R:24489800:24490818:+
FBgn0000039,tr_FBtr0084640,1,3R:24485839:24485908:+|3R:24486200:24487131:+|3R:24487285:24487423:+|3R:24487603:24488452:+|3R:24488611:24488781:+|3R:24489366:24489599:+|3R:24489800:24490818:+
FBgn0000042,tr_FBtr0070822,4,X:5901013:5902690:+
FBgn0000042,tr_FBtr0070823,1,X:5902096:5902690:+
FBgn0000043,tr_FBtr0086029,1,2R:6015422:6015577:-
FBgn0000044,tr_FBtr0071519,1,2R:20944156:20944844:+
FBgn0000045,tr_FBtr0078478,1,3L:21985248:21985325:+|3L:21986275:21986638:+
FBgn0000045,tr_FBtr0334090,1,3L:21986275:21986638:+
FBgn0000046,tr_FBtr0082785,2,3R:13426042:13426583:+
FBgn0000046,tr_FBtr0082786,1,monoexon_13426447_13428089
FBgn0000047,tr_FBtr0083143,1,3R:15440046:15440600:+|3R:15441540:15441602:+
FBgn0000052,tr_FBtr0079219,1,2L:6042011:6042075:-|2L:6044351:6044428:-|2L:6045526:6045894:-
FBgn0000052,tr_FBtr0079220,1,2L:6042011:6042075:-|2L:6044351:6044428:-|2L:6045526:6045921:-
FBgn0000052,tr_FBtr0079221,1,2L:6042011:6042075:-|2L:6044351:6044428:-
FBgn0000053,tr_FBtr0079431,2,2L:7016374:7016437:-|2L:7017486:7017545:-|2L:7017966:7018149:-|2L:7018374:7018431:-|2L:7019080:7019135:-|2L:7019382:7023529:-
FBgn0000053,tr_FBtr0100353,1,2L:7018374:7018431:-|2L:7019080:7019135:-|2L:7019382:7023529:-
FBgn0000055,tr_FBtr0100589,1,2L:14615643:14616303:+|2L:14616437:14616503:+|2L:14616907:14616978:+
FBgn0000055,tr_FBtr0100591,1,2L:14615643:14616303:+|2L:14616437:14616503:+|2L:14616907:14616978:+|2L:14617643:14618070:+|2L:14618474:14618526:+
FBgn0000055,tr_FBtr0100594,1,2L:14615643:14616129:+|2L:14616437:14616503:+|2L:14616907:14616978:+
FBgn0000055,tr_FBtr0100590,1,2L:14616437:14616503:+|2L:14616907:14616978:+
FBgn0000055,tr_FBtr0100593,1,2L:14616437:14616503:+|2L:14616907:14616978:+|2L:14617643:14618070:+|2L:14618474:14618526:+
FBgn0000056,tr_FBtr0006151,1,2L:14615643:14616303:+|2L:14616437:14616503:+|2L:14616907:14616978:+|2L:14617643:14618070:+|2L:14618474:14618526:+
FBgn0000056,tr_FBtr0100187,1,2L:14616437:14616503:+|2L:14616907:14616978:+|2L:14617643:14618070:+|2L:14618474:14618526:+
FBgn0000056,tr_FBtr0343699,1,2L:14617643:14618070:+|2L:14618474:14618526:+
FBgn0000057,tr_FBtr0086744,2,2R:18152641:18152708:+
FBgn0000061,tr_FBtr0078053,1,2L:378481:384511:+|2L:384894:385701:+|2L:385746:386308:+|2L:386576:386703:+
FBgn0000063,tr_FBtr0083478,1,3R:17671567:17671850:+|3R:17672857:17672921:+|3R:17673476:17673577:+
FBgn0000063,tr_FBtr0331348,1,3R:17671567:17671850:+|3R:17672857:17672921:+|3R:17673476:17673549:+
FBgn0000064,tr_FBtr0084994,2,3R:26255431:26256933:-|3R:26257132:26257225:-|3R:26258041:26261336:-
FBgn0000064,tr_FBtr0084995,1,3R:26255431:26256933:-|3R:26257132:26257225:-|3R:26258041:26259802:-
FBgn0000064,tr_FBtr0084999,1,3R:26255431:26256933:-|3R:26257132:26257225:-
FBgn0000064,tr_FBtr0310660,1,3R:26255431:26256933:-|3R:26257132:26257225:-|3R:26258041:26258987:-
FBgn0000064,tr_FBtr0085000,1,3R:26256307:26256474:-|3R:26256623:26256933:-|3R:26257132:26257225:-
FBgn0000064,tr_FBtr0085001,1,3R:26256307:26256933:-|3R:26257132:26257225:-|3R:26258041:26261154:-
FBgn0000064,tr_FBtr0114544,1,3R:26256307:26256474:-|3R:26256623:26256933:-|3R:26257132:26257225:-|3R:26258041:26258987:-
FBgn0000064,tr_FBtr0306657,1,3R:26256307:26256933:-|3R:26257132:26257225:-|3R:26258041:26261158:-
FBgn0000064,tr_FBtr0310661,1,3R:26256307:26256933:-|3R:26257132:26257225:-|3R:26258041:26261336:-
FBgn0000071,tr_FBtr0081618,1,3R:6762996:6763833:+
FBgn0000071,tr_FBtr0081619,1,3R:6763516:6763833:+
FBgn0000071,tr_FBtr0081620,1,3R:6763500:6763833:+
FBgn0000075,tr_FBtr0081153,1,2L:19110350:19110412:+|2L:19110646:19112794:+
FBgn0000075,tr_FBtr0081154,1,2L:19112315:19112794:+
FBgn0000077,tr_FBtr0071331,2,monoexon_9245915_9247336
FBgn0000078,tr_FBtr0086983,1,monoexon_17124764_17126369
FBgn0000079,tr_FBtr0087004,2,monoexon_17118636_17120303
FBgn0000083,tr_FBtr0089517,1,3R:21065285:21067446:+|3R:21067499:21068069:+|3R:21068777:21068838:+|3R:21069019:21070278:+
FBgn0000083,tr_FBtr0089518,1,3R:21065285:21067446:+|3R:21067499:21068069:+|3R:21068777:21068838:+|3R:21069019:21070724:+
FBgn0000083,tr_FBtr0089519,1,3R:21065285:21067446:+|3R:21067499:21068069:+|3R:21068777:21068838:+|3R:21069019:21069313:+
FBgn0000083,tr_FBtr0089520,1,3R:21065401:21067446:+|3R:21067499:21068069:+|3R:21068777:21068838:+|3R:21069019:21070724:+
FBgn0000083,tr_FBtr0336798,1,3R:21065310:21067446:+|3R:21067499:21068069:+|3R:21068777:21068838:+|3R:21069019:21069313:+
FBgn0000083,tr_FBtr0336797,1,3R:21065951:21067446:+|3R:21067499:21068069:+|3R:21068777:21068838:+|3R:21069019:21069313:+
FBgn0000084,tr_FBtr0070025,1,X:20171648:20172041:-|X:20172222:20172305:-|X:20173016:20173369:-
FBgn0000084,tr_FBtr0301931,1,X:20171648:20171929:-|X:20171931:20172041:-|X:20172222:20172305:-|X:20173016:20173369:-
FBgn0000092,tr_FBtr0070504,1,X:2693097:2693156:-|X:2693648:2693733:-
FBgn0000094,tr_FBtr0085611,2,3R:30210080:30210143:+
FBgn0000097,tr_FBtr0077850,2,2L:2158405:2158468:-|2L:2159245:2159312:-|2L:2160582:2177847:-
FBgn0000097,tr_FBtr0077851,1,2L:2158405:2158468:-|2L:2159245:2159312:-|2L:2160582:2161233:-
FBgn0000097,tr_FBtr0330658,1,2L:2158405:2158468:-|2L:2159245:2159312:-|2L:2160582:2171142:-|2L:2171198:2177847:-
FBgn0000097,tr_FBtr0330659,1,2L:2158405:2158468:-|2L:2159245:2159312:-|2L:2160582:2161010:-
FBgn0000100,tr_FBtr0334113,1,3L:22075926:22076035:+|3L:22076136:22076248:+|3L:22076341:22076416:+
FBgn0000100,tr_FBtr0078481,1,3L:22076136:22076248:+|3L:22076341:22076416:+
FBgn0000108,tr_FBtr0070109,1,X:530534:531627:+|X:531876:560606:+|X:560776:570862:+|X:571000:571134:+|X:571352:571427:+|X:572070:572149:+|X:572289:573853:+|X:574002:574196:+|X:574878:574942:+|X:575089:575168:+|X:575350:575471:+
FBgn0000108,tr_FBtr0307292,1,X:530534:531627:+|X:531876:570862:+|X:571000:571134:+|X:571352:571427:+|X:572070:572149:+|X:572289:573853:+|X:574002:574196:+|X:574878:574942:+|X:575089:575168:+|X:575350:575471:+
FBgn0000108,tr_FBtr0307293,1,X:530534:531627:+|X:531876:560606:+|X:560776:570862:+|X:571000:571131:+|X:571352:571427:+|X:572070:572137:+|X:572289:573865:+|X:574002:574196:+|X:574878:574942:+|X:575089:575168:+|X:575350:575471:+
FBgn0000108,tr_FBtr0307294,1,X:530534:531627:+|X:531876:560606:+|X:560776:570862:+|X:571000:571134:+|X:571352:571427:+|X:572058:572149:+|X:572289:573853:+|X:574002:574196:+|X:574878:574942:+|X:575089:575168:+|X:575350:575471:+
FBgn0000108,tr_FBtr0307295,1,X:530534:531627:+|X:531876:560606:+|X:560776:570862:+|X:571000:571131:+|X:571352:571427:+|X:572058:572137:+|X:572289:573853:+|X:574002:574196:+|X:574878:574942:+|X:575089:575168:+|X:575350:575471:+
FBgn0000108,tr_FBtr0307291,1,X:531189:531627:+|X:531876:560606:+|X:560776:570862:+|X:571000:571134:+|X:571352:571427:+|X:572070:572149:+|X:572289:573853:+|X:574002:574196:+|X:574878:574945:+|X:575089:575168:+|X:575362:575471:+
FBgn0000109,tr_FBtr0089420,3,3L:1884248:1884323:-|3L:1884560:1884691:-
FBgn0000114,tr_FBtr0331998,1,2L:12175420:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+
FBgn0000114,tr_FBtr0331648,1,2L:12201771:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+
FBgn0000114,tr_FBtr0080344,1,2L:12206130:12240868:+|2L:12241780:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+|2L:12311093:12312376:+|2L:12312465:12312526:+
FBgn0000114,tr_FBtr0331646,1,2L:12206130:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+
FBgn0000114,tr_FBtr0331645,1,2L:12222337:12240868:+|2L:12241780:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+
FBgn0000114,tr_FBtr0331647,1,2L:12222337:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+|2L:12311093:12312376:+|2L:12312465:12312526:+
FBgn0000114,tr_FBtr0080345,1,2L:12271347:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+|2L:12311093:12312376:+|2L:12312465:12312526:+
FBgn0000114,tr_FBtr0300567,1,2L:12271347:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+
FBgn0000114,tr_FBtr0331644,1,2L:12271347:12271591:+|2L:12272084:12278837:+|2L:12278919:12282514:+|2L:12282562:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12300361:+|2L:12300396:12300610:+|2L:12300621:12304446:+|2L:12304595:12310682:+|2L:12311093:12312376:+|2L:12312465:12312526:+
FBgn0000114,tr_FBtr0080347,1,2L:12287808:12288905:+|2L:12289344:12298568:+|2L:12298749:12298814:+|2L:12299111:12299188:+|2L:12299394:12304446:+|2L:12304595:12310682:+
FBgn0000115,tr_FBtr0075517,1,3L:15983280:15983378:+|3L:15983594:15983863:+
FBgn0000116,tr_FBtr0345030,1,monoexon_9048781_9050356
FBgn0000116,tr_FBtr0076544,1,3L:9050359:9061907:-|3L:9062467:9062812:-
FBgn0000116,tr_FBtr0076546,1,3L:9050359:9051130:-
FBgn0000116,tr_FBtr0076543,1,3L:9050359:9061907:-|3L:9062467:9064464:-|3L:9064517:9065708:-
FBgn0000116,tr_FBtr0076545,1,3L:9050359:9057543:-
FBgn0000116,tr_FBtr0112791,1,3L:9050359:9064464:-|3L:9064517:9065708:-
FBgn0000116,tr_FBtr0331550,1,3L:9050359:9051130:-|3L:9051717:9053520:-
FBgn0000117,tr_FBtr0089988,1,X:1892119:1893403:-|X:1893499:1894508:-|X:1894780:1894841:-|X:1895041:1895114:-|X:1896753:1898980:-|X:1899039:1899399:-
FBgn0000117,tr_FBtr0089989,1,X:1892119:1893403:-|X:1893499:1894508:-|X:1894780:1894841:-|X:1895041:1895114:-|X:1896753:1898980:-|X:1899039:1899381:-
FBgn0000117,tr_FBtr0089990,1,X:1892119:1894508:-|X:1894780:1894841:-|X:1895041:1895114:-|X:1896753:1898980:-|X:1899039:1899381:-
FBgn0000117,tr_FBtr0089991,1,X:1892119:1893403:-|X:1893499:1894508:-|X:1894780:1894841:-|X:1895041:1895114:-|X:1896753:1898980:-|X:1899039:1900044:-
FBgn0000117,tr_FBtr0089992,1,X:1892119:1893403:-|X:1893499:1894508:-|X:1894780:1894841:-|X:1895041:1895114:-|X:1896753:1898980:-|X:1899039:1900510:-
FBgn0000117,tr_FBtr0332583,1,X:1892119:1893403:-|X:1893499:1894508:-|X:1894780:1894841:-|X:1895041:1895114:-|X:1896753:1898980:-|X:1899039:1899304:-
FBgn0000119,tr_FBtr0087702,1,2R:13455236:13455296:-|2R:13455920:13455983:-|2R:13456252:13456316:-|2R:13456473:13456536:-|2R:13459525:13481776:-|2R:13482084:13483155:-
FBgn0000120,tr_FBtr0081030,2,2L:18078496:18078916:+|2L:18079723:18079957:+|2L:18080086:18080147:+
FBgn0000120,tr_FBtr0340229,1,2L:18078797:18078916:+|2L:18079723:18079957:+|2L:18080086:18080147:+
FBgn0000121,tr_FBtr0076599,1,3L:8647645:8647708:-|3L:8647902:8647970:-
FBgn0000137,tr_FBtr0070075,1,monoexon_460747_463176
FBgn0000139,tr_FBtr0084660,1,3R:24650344:24650405:+|3R:24650589:24650650:+|3R:24650994:24651861:+|3R:24652241:24652310:+|3R:24652590:24652782:+|3R:24653039:24653098:+
FBgn0000139,tr_FBtr0306171,1,3R:24651251:24651861:+|3R:24652241:24652310:+|3R:24652590:24652782:+|3R:24653039:24653098:+
FBgn0000139,tr_FBtr0084659,1,3R:24651630:24651861:+|3R:24652241:24652310:+|3R:24652590:24652782:+|3R:24653039:24653098:+
FBgn0000140,tr_FBtr0084692,1,3R:24754055:24754128:+|3R:24754304:24754357:+|3R:24754569:24754649:+|3R:24759530:24759591:+|3R:24759892:24759957:+
FBgn0000146,tr_FBtr0080165,1,2L:10998832:10998897:-|2L:10999007:10999061:-|2L:10999450:10999518:-|2L:10999672:10999727:-|2L:10999854:10999914:-|2L:11000106:11000165:-|2L:11000658:11000786:-|2L:11000918:11001270:-
FBgn0000146,tr_FBtr0112793,1,2L:10998832:10998897:-|2L:10999007:10999061:-|2L:10999450:10999518:-|2L:10999672:10999727:-|2L:10999854:10999914:-|2L:11000106:11000165:-|2L:11000658:11000786:-
FBgn0000147,tr_FBtr0082483,1,3R:11963405:11963470:+|3R:11963770:11963833:+
FBgn0000150,tr_FBtr0339146,3,3R:31745590:31745770:-
FBgn0000152,tr_FBtr0074372,1,X:16680301:16680364:-|X:16680540:16680601:-|X:16681571:16681910:-|X:16682122:16682201:-|X:16682471:16683027:-|X:16683133:16683209:-|X:16683357:16683422:-
FBgn0000153,tr_FBtr0080542,3,2L:13822148:13822682:+|2L:13823049:13823114:+
FBgn0000157,tr_FBtr0072378,1,2R:24815567:24817594:+|2R:24817769:24819814:+|2R:24820007:24833409:+|2R:24833550:24833626:+|2R:24833730:24833797:+
FBgn0000157,tr_FBtr0072379,1,2R:24815567:24817594:+|2R:24817769:24819814:+|2R:24820007:24833409:+|2R:24833550:24833626:+|2R:24833730:24833797:+|2R:24834013:24834154:+
FBgn0000157,tr_FBtr0300076,1,2R:24815567:24817594:+|2R:24817769:24819814:+|2R:24820007:24833409:+|2R:24833730:24833797:+
FBgn0000158,tr_FBtr0084869,1,3R:25243992:25244054:-|3R:25244424:25244489:-
FBgn0000163,tr_FBtr0074388,1,X:17161191:17188992:+|X:17190686:17190755:+|X:17191377:17191439:+|X:17191720:17191788:+|X:17192461:17192531:+|X:17193035:17193899:+|X:17195253:17200287:+
FBgn0000163,tr_FBtr0111000,1,X:17161191:17175347:+|X:17178970:17186794:+|X:17187123:17188992:+|X:17190686:17190755:+|X:17191377:17191439:+|X:17191720:17191788:+|X:17192461:17192531:+|X:17193035:17193313:+|X:17193417:17193899:+
FBgn0000163,tr_FBtr0343763,1,X:17161191:17188992:+|X:17190686:17190755:+|X:17191377:17191439:+|X:17191720:17191788:+|X:17192461:17192531:+|X:17193035:17193313:+|X:17193417:17193899:+
FBgn0000163,tr_FBtr0343764,1,X:17161191:17175347:+|X:17178970:17186794:+|X:17187123:17188992:+|X:17190686:17190755:+|X:17191377:17191439:+|X:17191720:17191788:+|X:17192461:17192531:+|X:17193035:17193899:+
FBgn0000166,tr_FBtr0081664,1,3R:6756960:6759107:-
FBgn0000166,tr_FBtr0081665,1,3R:6756960:6757473:-|3R:6758416:6758472:-|3R:6758547:6759107:-
FBgn0000166,tr_FBtr0081666,1,3R:6756960:6757473:-|3R:6758431:6758472:-|3R:6758569:6759107:-
FBgn0000166,tr_FBtr0081667,1,3R:6756960:6757473:-|3R:6758416:6758472:-|3R:6758569:6759107:-
FBgn0000166,tr_FBtr0081668,1,3R:6756960:6757473:-|3R:6758431:6758472:-|3R:6758547:6759107:-
FBgn0000173,tr_FBtr0073855,2,X:13996523:13998095:+
FBgn0000173,tr_FBtr0307296,1,X:13996523:13996616:+|X:13996728:13998095:+
FBgn0000173,tr_FBtr0332843,1,X:13996797:13998095:+
FBgn0000173,tr_FBtr0332844,1,X:13996755:13998095:+
FBgn0000179,tr_FBtr0070672,1,X:4412920:4428198:+|X:4429498:4450688:+|X:4450801:4450877:+|X:4451039:4478148:+|X:4478294:4478354:+|X:4478430:4482140:+|X:4482384:4482517:+
FBgn0000179,tr_FBtr0300608,2,X:4413899:4428198:+|X:4429498:4450688:+|X:4450801:4450877:+|X:4451039:4478148:+|X:4478294:4478354:+|X:4478430:4482140:+|X:4482384:4482517:+
FBgn0000179,tr_FBtr0343569,1,X:4413899:4428198:+|X:4429498:4450688:+|X:4450801:4450877:+|X:4451030:4478148:+|X:4478294:4478354:+|X:4478430:4482131:+|X:4482384:4482520:+
