gene_id,transcript_1,transcript_2,transcript_id,ef_id,ef_chr,ef_start,ef_end,ef_strand,ef_ir_flag,er_id,er_chr,er_start,er_end,er_strand
FBgn0000014,FBtr0300485,FBtr0352852,FBtr0300485|FBtr0352852,FBgn0000014:ER5:EF1,3R,16828920,16830049,-,0,FBgn0000014:ER5,3R,16828920,16830882,-
FBgn0000014,FBtr0300485,FBtr0352852,FBtr0352852,FBgn0000014:ER5:EF2,3R,16830049,16830882,-,0,FBgn0000014:ER5,3R,16828920,16830882,-
FBgn0000014,FBtr0300485,FBtr0361182,FBtr0300485,FBgn0000014:ER1:EF1,3R,16807213,16808436,-,0,FBgn0000014:ER1,3R,16807213,16810061,-
FBgn0000014,FBtr0300485,FBtr0361182,FBtr0300485|FBtr0361182,FBgn0000014:ER1:EF2,3R,16808436,16810061,-,0,FBgn0000014:ER1,3R,16807213,16810061,-
FBgn0000014,FBtr0300485,FBtr0361182,FBtr0300485|FBtr0361182,FBgn0000014:ER2:EF1,3R,16810131,16810355,-,0,FBgn0000014:ER2,3R,16810131,16810355,-
FBgn0000014,FBtr0300485,FBtr0361182,FBtr0300485|FBtr0361182,FBgn0000014:ER3:EF1,3R,16822421,16822469,-,0,FBgn0000014:ER3,3R,16822421,16822469,-
FBgn0000014,FBtr0300485,FBtr0361182,FBtr0300485|FBtr0361182,FBgn0000014:ER4:EF1,3R,16826050,16826307,-,0,FBgn0000014:ER4,3R,16826050,16826307,-
FBgn0000014,FBtr0300485,FBtr0361182,FBtr0300485|FBtr0361182,FBgn0000014:ER5:EF1,3R,16828920,16830049,-,0,FBgn0000014:ER5,3R,16828920,16830885,-
FBgn0000014,FBtr0300485,FBtr0361182,FBtr0361182,FBgn0000014:ER5:EF2,3R,16830049,16830885,-,0,FBgn0000014:ER5,3R,16828920,16830885,-
FBgn0000015,FBtr0083384,FBtr0360356,FBtr0083384,FBgn0000015:ER1:EF1,3R,16927211,16927664,-,0,FBgn0000015:ER1,3R,16927211,16929580,-
FBgn0000015,FBtr0083384,FBtr0360356,FBtr0083384|FBtr0360356,FBgn0000015:ER1:EF2,3R,16927664,16929580,-,0,FBgn0000015:ER1,3R,16927211,16929580,-
FBgn0000015,FBtr0083384,FBtr0360356,FBtr0083384|FBtr0360356,FBgn0000015:ER2:EF1,3R,16929637,16929852,-,0,FBgn0000015:ER2,3R,16929637,16929852,-
FBgn0000015,FBtr0083384,FBtr0360356,FBtr0083384|FBtr0360356,FBgn0000015:ER3:EF1,3R,16931115,16931317,-,0,FBgn0000015:ER3,3R,16931115,16931317,-
FBgn0000015,FBtr0083384,FBtr0360356,FBtr0083384|FBtr0360356,FBgn0000015:ER4:EF1,3R,16932370,16933322,-,0,FBgn0000015:ER4,3R,16932370,16934242,-
FBgn0000015,FBtr0083384,FBtr0360356,FBtr0083384,FBgn0000015:ER4:EF2,3R,16933322,16934242,-,0,FBgn0000015:ER4,3R,16932370,16934242,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0083387,FBgn0000014:ER1:EF1,3R,16807626,16808436,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0083387|FBtr0349354,FBgn0000014:ER1:EF2,3R,16808436,16810061,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0083387|FBtr0349354,FBgn0000014:ER2:EF1,3R,16810131,16810355,-,0,FBgn0000014:ER2,3R,16810131,16810355,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0083387|FBtr0349354,FBgn0000014:ER3:EF1,3R,16822421,16822469,-,0,FBgn0000014:ER3,3R,16822421,16822469,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0083387,FBgn0000014:ER4:EF1,3R,16826050,16826307,-,0,FBgn0000014:ER4,3R,16826050,16826307,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0083387|FBtr0349354,FBgn0000014:ER5:EF1,3R,16827134,16827637,-,0,FBgn0000014:ER5,3R,16827134,16828583,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0349354,FBgn0000014:ER5:EF2,3R,16827637,16828583,-,0,FBgn0000014:ER5,3R,16827134,16828583,-
FBgn0000014,FBtr0083387,FBtr0349354,FBtr0083387,FBgn0000014:ER6:EF1,3R,16828920,16829752,-,0,FBgn0000014:ER6,3R,16828920,16829752,-
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763,FBgn0000008:ER1:EF1,2R,22136967,22137208,+,0,FBgn0000008:ER1,2R,22136967,22137208,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER2:EF1,2R,22137999,22138251,+,0,FBgn0000008:ER2,2R,22137999,22138251,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER3:EF1,2R,22151653,22151695,+,0,FBgn0000008:ER3,2R,22151653,22151695,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER4:EF1,2R,22162904,22163694,+,0,FBgn0000008:ER4,2R,22162904,22163694,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER5:EF1,2R,22164776,22164989,+,0,FBgn0000008:ER5,2R,22164776,22164989,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER6:EF1,2R,22169243,22170717,+,0,FBgn0000008:ER6,2R,22169243,22170717,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER7:EF1,2R,22170777,22171985,+,0,FBgn0000008:ER7,2R,22170777,22171985,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER8:EF1,2R,22172081,22172252,+,0,FBgn0000008:ER8,2R,22172081,22172252,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0071763|FBtr0358259,FBgn0000008:ER9:EF1,2R,22172496,22172834,+,0,FBgn0000008:ER9,2R,22172496,22172836,+
FBgn0000008,FBtr0071763,FBtr0358259,FBtr0358259,FBgn0000008:ER9:EF2,2R,22172834,22172836,+,0,FBgn0000008:ER9,2R,22172496,22172836,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521,FBgn0000008:ER1:EF1,2R,22136967,22137026,+,0,FBgn0000008:ER1,2R,22136967,22137026,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER2:EF1,2R,22137999,22138251,+,0,FBgn0000008:ER2,2R,22137999,22138251,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER3:EF1,2R,22151653,22151695,+,0,FBgn0000008:ER3,2R,22151653,22151695,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER4:EF1,2R,22162904,22163694,+,0,FBgn0000008:ER4,2R,22162904,22163694,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER5:EF1,2R,22164776,22164989,+,0,FBgn0000008:ER5,2R,22164776,22164989,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER6:EF1,2R,22169243,22170717,+,0,FBgn0000008:ER6,2R,22169243,22170717,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER7:EF1,2R,22170777,22171985,+,0,FBgn0000008:ER7,2R,22170777,22171985,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER8:EF1,2R,22172081,22172252,+,0,FBgn0000008:ER8,2R,22172081,22172252,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0100521|FBtr0358259,FBgn0000008:ER9:EF1,2R,22172496,22172834,+,0,FBgn0000008:ER9,2R,22172496,22172836,+
FBgn0000008,FBtr0100521,FBtr0358259,FBtr0358259,FBgn0000008:ER9:EF2,2R,22172834,22172836,+,0,FBgn0000008:ER9,2R,22172496,22172836,+
FBgn0000014,FBtr0083388,FBtr0352852,FBtr0083388,FBgn0000014:ER1:EF1,3R,16807626,16808436,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083388,FBtr0352852,FBtr0083388|FBtr0352852,FBgn0000014:ER1:EF2,3R,16808436,16810061,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083388,FBtr0352852,FBtr0083388|FBtr0352852,FBgn0000014:ER2:EF1,3R,16810131,16810355,-,0,FBgn0000014:ER2,3R,16810131,16810355,-
FBgn0000014,FBtr0083388,FBtr0352852,FBtr0083388|FBtr0352852,FBgn0000014:ER3:EF1,3R,16822421,16822469,-,0,FBgn0000014:ER3,3R,16822421,16822469,-
FBgn0000014,FBtr0083388,FBtr0352852,FBtr0352852,FBgn0000014:ER4:EF1,3R,16826050,16826307,-,0,FBgn0000014:ER4,3R,16826050,16826307,-
FBgn0000014,FBtr0083388,FBtr0352852,FBtr0083388,FBgn0000014:ER5:EF1,3R,16827134,16828105,-,0,FBgn0000014:ER5,3R,16827134,16828105,-
FBgn0000014,FBtr0083388,FBtr0352852,FBtr0352852,FBgn0000014:ER6:EF1,3R,16828920,16830882,-,0,FBgn0000014:ER6,3R,16828920,16830882,-
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981,FBgn0000008:ER1:EF1,2R,22136967,22137026,+,0,FBgn0000008:ER1,2R,22136967,22137026,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981|FBtr0358259,FBgn0000008:ER2:EF1,2R,22137999,22138251,+,0,FBgn0000008:ER2,2R,22137999,22138251,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0358259,FBgn0000008:ER3:EF1,2R,22151653,22151695,+,0,FBgn0000008:ER3,2R,22151653,22151695,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981|FBtr0358259,FBgn0000008:ER4:EF1,2R,22162904,22163694,+,0,FBgn0000008:ER4,2R,22162904,22163694,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981|FBtr0358259,FBgn0000008:ER5:EF1,2R,22164776,22164989,+,0,FBgn0000008:ER5,2R,22164776,22164989,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981|FBtr0358259,FBgn0000008:ER6:EF1,2R,22169243,22170717,+,0,FBgn0000008:ER6,2R,22169243,22170717,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981|FBtr0358259,FBgn0000008:ER7:EF1,2R,22170777,22171259,+,0,FBgn0000008:ER7,2R,22170777,22171985,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0358259,FBgn0000008:ER7:EF2,2R,22171259,22171985,+,0,FBgn0000008:ER7,2R,22170777,22171985,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981|FBtr0358259,FBgn0000008:ER8:EF1,2R,22172081,22172252,+,0,FBgn0000008:ER8,2R,22172081,22172252,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0342981|FBtr0358259,FBgn0000008:ER9:EF1,2R,22172496,22172834,+,0,FBgn0000008:ER9,2R,22172496,22172836,+
FBgn0000008,FBtr0342981,FBtr0358259,FBtr0358259,FBgn0000008:ER9:EF2,2R,22172834,22172836,+,0,FBgn0000008:ER9,2R,22172496,22172836,+
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0360356,FBgn0000015:ER1:EF1,3R,16927664,16927666,-,0,FBgn0000015:ER1,3R,16927664,16929580,-
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0083381|FBtr0360356,FBgn0000015:ER1:EF2,3R,16927666,16929580,-,0,FBgn0000015:ER1,3R,16927664,16929580,-
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0083381|FBtr0360356,FBgn0000015:ER2:EF1,3R,16929637,16929852,-,0,FBgn0000015:ER2,3R,16929637,16929852,-
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0083381|FBtr0360356,FBgn0000015:ER3:EF1,3R,16931115,16931317,-,0,FBgn0000015:ER3,3R,16931115,16931317,-
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0083381,FBgn0000015:ER4:EF1,3R,16931401,16931613,-,0,FBgn0000015:ER4,3R,16931401,16931613,-
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0360356,FBgn0000015:ER5:EF1,3R,16932370,16933322,-,0,FBgn0000015:ER5,3R,16932370,16933322,-
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0083381,FBgn0000015:ER6:EF1,3R,16935926,16936104,-,0,FBgn0000015:ER6,3R,16935926,16936104,-
FBgn0000015,FBtr0083381,FBtr0360356,FBtr0083381,FBgn0000015:ER7:EF1,3R,16963158,16968574,-,0,FBgn0000015:ER7,3R,16963158,16968574,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0360356,FBgn0000015:ER1:EF1,3R,16927664,16927666,-,0,FBgn0000015:ER1,3R,16927664,16929580,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0083382|FBtr0360356,FBgn0000015:ER1:EF2,3R,16927666,16929580,-,0,FBgn0000015:ER1,3R,16927664,16929580,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0083382|FBtr0360356,FBgn0000015:ER2:EF1,3R,16929637,16929852,-,0,FBgn0000015:ER2,3R,16929637,16929852,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0083382|FBtr0360356,FBgn0000015:ER3:EF1,3R,16931115,16931317,-,0,FBgn0000015:ER3,3R,16931115,16931317,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0083382,FBgn0000015:ER4:EF1,3R,16931401,16931613,-,0,FBgn0000015:ER4,3R,16931401,16931613,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0360356,FBgn0000015:ER5:EF1,3R,16932370,16933322,-,0,FBgn0000015:ER5,3R,16932370,16933322,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0083382,FBgn0000015:ER6:EF1,3R,16935926,16936104,-,0,FBgn0000015:ER6,3R,16935926,16936104,-
FBgn0000015,FBtr0083382,FBtr0360356,FBtr0083382,FBgn0000015:ER7:EF1,3R,16959971,16960281,-,0,FBgn0000015:ER7,3R,16959971,16960281,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0083385,FBgn0000015:ER1:EF1,3R,16927211,16927664,-,0,FBgn0000015:ER1,3R,16927211,16929580,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0083385|FBtr0360356,FBgn0000015:ER1:EF2,3R,16927664,16929580,-,0,FBgn0000015:ER1,3R,16927211,16929580,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0083385|FBtr0360356,FBgn0000015:ER2:EF1,3R,16929637,16929852,-,0,FBgn0000015:ER2,3R,16929637,16929852,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0083385|FBtr0360356,FBgn0000015:ER3:EF1,3R,16931115,16931317,-,0,FBgn0000015:ER3,3R,16931115,16931317,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0083385,FBgn0000015:ER4:EF1,3R,16931401,16931613,-,0,FBgn0000015:ER4,3R,16931401,16931613,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0360356,FBgn0000015:ER5:EF1,3R,16932370,16933322,-,0,FBgn0000015:ER5,3R,16932370,16933322,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0083385,FBgn0000015:ER6:EF1,3R,16935926,16936104,-,0,FBgn0000015:ER6,3R,16935926,16936104,-
FBgn0000015,FBtr0083385,FBtr0360356,FBtr0083385,FBgn0000015:ER7:EF1,3R,16971758,16972236,-,0,FBgn0000015:ER7,3R,16971758,16972236,-
FBgn0000014,FBtr0083388,FBtr0361182,FBtr0083388,FBgn0000014:ER1:EF1,3R,16807626,16808436,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083388,FBtr0361182,FBtr0083388|FBtr0361182,FBgn0000014:ER1:EF2,3R,16808436,16810061,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083388,FBtr0361182,FBtr0083388|FBtr0361182,FBgn0000014:ER2:EF1,3R,16810131,16810355,-,0,FBgn0000014:ER2,3R,16810131,16810355,-
FBgn0000014,FBtr0083388,FBtr0361182,FBtr0083388|FBtr0361182,FBgn0000014:ER3:EF1,3R,16822421,16822469,-,0,FBgn0000014:ER3,3R,16822421,16822469,-
FBgn0000014,FBtr0083388,FBtr0361182,FBtr0361182,FBgn0000014:ER4:EF1,3R,16826050,16826307,-,0,FBgn0000014:ER4,3R,16826050,16826307,-
FBgn0000014,FBtr0083388,FBtr0361182,FBtr0083388,FBgn0000014:ER5:EF1,3R,16827134,16828105,-,0,FBgn0000014:ER5,3R,16827134,16828105,-
FBgn0000014,FBtr0083388,FBtr0361182,FBtr0361182,FBgn0000014:ER6:EF1,3R,16828920,16830885,-,0,FBgn0000014:ER6,3R,16828920,16830885,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0083387,FBgn0000014:ER1:EF1,3R,16807626,16808436,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0083387|FBtr0352852,FBgn0000014:ER1:EF2,3R,16808436,16810061,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0083387|FBtr0352852,FBgn0000014:ER2:EF1,3R,16810131,16810355,-,0,FBgn0000014:ER2,3R,16810131,16810355,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0083387|FBtr0352852,FBgn0000014:ER3:EF1,3R,16822421,16822469,-,0,FBgn0000014:ER3,3R,16822421,16822469,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0083387|FBtr0352852,FBgn0000014:ER4:EF1,3R,16826050,16826307,-,0,FBgn0000014:ER4,3R,16826050,16826307,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0083387,FBgn0000014:ER5:EF1,3R,16827134,16827637,-,0,FBgn0000014:ER5,3R,16827134,16827637,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0083387|FBtr0352852,FBgn0000014:ER6:EF1,3R,16828920,16829752,-,0,FBgn0000014:ER6,3R,16828920,16830882,-
FBgn0000014,FBtr0083387,FBtr0352852,FBtr0352852,FBgn0000014:ER6:EF2,3R,16829752,16830882,-,0,FBgn0000014:ER6,3R,16828920,16830882,-
FBgn0000014,FBtr0300485,FBtr0349354,FBtr0300485,FBgn0000014:ER1:EF1,3R,16807213,16808436,-,0,FBgn0000014:ER1,3R,16807213,16810061,-
FBgn0000014,FBtr0300485,FBtr0349354,FBtr0300485|FBtr0349354,FBgn0000014:ER1:EF2,3R,16808436,16810061,-,0,FBgn0000014:ER1,3R,16807213,16810061,-
FBgn0000014,FBtr0300485,FBtr0349354,FBtr0300485|FBtr0349354,FBgn0000014:ER2:EF1,3R,16810131,16810355,-,0,FBgn0000014:ER2,3R,16810131,16810355,-
FBgn0000014,FBtr0300485,FBtr0349354,FBtr0300485|FBtr0349354,FBgn0000014:ER3:EF1,3R,16822421,16822469,-,0,FBgn0000014:ER3,3R,16822421,16822469,-
FBgn0000014,FBtr0300485,FBtr0349354,FBtr0300485,FBgn0000014:ER4:EF1,3R,16826050,16826307,-,0,FBgn0000014:ER4,3R,16826050,16826307,-
FBgn0000014,FBtr0300485,FBtr0349354,FBtr0349354,FBgn0000014:ER5:EF1,3R,16827134,16828583,-,0,FBgn0000014:ER5,3R,16827134,16828583,-
FBgn0000014,FBtr0300485,FBtr0349354,FBtr0300485,FBgn0000014:ER6:EF1,3R,16828920,16830049,-,0,FBgn0000014:ER6,3R,16828920,16830049,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0083387,FBgn0000014:ER1:EF1,3R,16807626,16808436,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0083387|FBtr0361182,FBgn0000014:ER1:EF2,3R,16808436,16810061,-,0,FBgn0000014:ER1,3R,16807626,16810061,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0083387|FBtr0361182,FBgn0000014:ER2:EF1,3R,16810131,16810355,-,0,FBgn0000014:ER2,3R,16810131,16810355,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0083387|FBtr0361182,FBgn0000014:ER3:EF1,3R,16822421,16822469,-,0,FBgn0000014:ER3,3R,16822421,16822469,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0083387|FBtr0361182,FBgn0000014:ER4:EF1,3R,16826050,16826307,-,0,FBgn0000014:ER4,3R,16826050,16826307,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0083387,FBgn0000014:ER5:EF1,3R,16827134,16827637,-,0,FBgn0000014:ER5,3R,16827134,16827637,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0083387|FBtr0361182,FBgn0000014:ER6:EF1,3R,16828920,16829752,-,0,FBgn0000014:ER6,3R,16828920,16830885,-
FBgn0000014,FBtr0083387,FBtr0361182,FBtr0361182,FBgn0000014:ER6:EF2,3R,16829752,16830885,-,0,FBgn0000014:ER6,3R,16828920,16830885,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0083383,FBgn0000015:ER1:EF1,3R,16927211,16927664,-,0,FBgn0000015:ER1,3R,16927211,16929580,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0083383|FBtr0360356,FBgn0000015:ER1:EF2,3R,16927664,16929580,-,0,FBgn0000015:ER1,3R,16927211,16929580,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0083383|FBtr0360356,FBgn0000015:ER2:EF1,3R,16929637,16929852,-,0,FBgn0000015:ER2,3R,16929637,16929852,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0083383|FBtr0360356,FBgn0000015:ER3:EF1,3R,16931115,16931317,-,0,FBgn0000015:ER3,3R,16931115,16931317,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0083383,FBgn0000015:ER4:EF1,3R,16931401,16931613,-,0,FBgn0000015:ER4,3R,16931401,16931613,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0360356,FBgn0000015:ER5:EF1,3R,16932370,16933322,-,0,FBgn0000015:ER5,3R,16932370,16933322,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0083383,FBgn0000015:ER6:EF1,3R,16935926,16936104,-,0,FBgn0000015:ER6,3R,16935926,16936104,-
FBgn0000015,FBtr0083383,FBtr0360356,FBtr0083383,FBgn0000015:ER7:EF1,3R,16943781,16944273,-,0,FBgn0000015:ER7,3R,16943781,16944273,-
FBgn0000018,FBtr0080168,FBtr0222118,FBtr0080168,FBgn0000018:ER1:EF1,2L,10973442,10973447,-,0,FBgn0000018:ER1,2L,10973442,10974210,-
FBgn0000018,FBtr0080168,FBtr0222118,FBtr0080168|FBtr0222118,FBgn0000018:ER1:EF2,2L,10973447,10974210,-,0,FBgn0000018:ER1,2L,10973442,10974210,-
FBgn0000018,FBtr0080168,FBtr0222118,FBtr0080168|FBtr0222118,FBgn0000018:ER2:EF1,2L,10974267,10975290,-,0,FBgn0000018:ER2,2L,10974267,10975293,-
FBgn0000018,FBtr0080168,FBtr0222118,FBtr0080168,FBgn0000018:ER2:EF2,2L,10975290,10975293,-,0,FBgn0000018:ER2,2L,10974267,10975293,-
FBgn0000018,FBtr0080168,FBtr0358397,FBtr0080168,FBgn0000018:ER1:EF1,2L,10973442,10974133,-,0,FBgn0000018:ER1,2L,10973442,10974210,-
